,likes,time,servings,ingredients,nutritions,link
Mixed Green Salad With Orange Dressing,91% WOULD MAKE AGAIN,10 minutes,for 6 servings,"2 oranges; 2 tablespoons lemon juice; 1 tablespoon sugar; ¾ cup olive oil (180 mL); kosher salt, to taste; freshly ground black pepper, to taste; 1 package mixed greens; 1 avocado, sliced; ⅓ cup red onion (50 g), thinly sliced; ½ cup candied nuts (65 g), chopped","Calories 229
Fat 18g
Carbs 15g
Fiber 4g
Sugar 8g
Protein 4g",https://tasty.co/recipe/mixed-green-salad-with-orange-dressing
Black Bean Mango Salsa,96% WOULD MAKE AGAIN,,for 6 servings,"1 cup mango (165 g), small diced; 15 oz black beans (170 g), drained and rinsed; ¼ cup red onion (40 g), small diced; ⅓ cup roughly chopped fresh cilantro (15 g); 1 tablespoon chopped jalapeño, chopped; ½ teaspoon salt; ½ teaspoon Frank’s Red Hot Original; 1 tablespoon lime juice; tortilla chip, for serving","Calories 92
Fat 0g
Carbs 19g
Fiber 5g
Sugar 6g
Protein 4g",https://tasty.co/recipe/black-bean-mango-salsa
Cotton Candy Rainbow “Cake”,87% WOULD MAKE AGAIN,"Total Time
2 hr 20 min
Prep Time
10 minutes
Cook Time
1 hr 30 min",for 4 servings,"1 yellow hard candy; 2 tablespoons superfine granulated sugar; 6 purple hard candies, or 3 cups (300 G) prepared purple cotton candy; 6 blue hard candies, or 3 cups (300 G) prepared blue cotton candy; 6 green hard candies, or 3 cups (300 G) prepared green cotton candy; 6 yellow hard candies, or 3 cups (300 G) prepared yellow cotton candy; 6 orange hard candies, or 3 cups (300 G) prepared orange cotton candy; 6 red hard candies, or 3 cups (300 G) prepared red cotton candy; 4 gummy candies; wooden skewer","Calories 166
Fat 0g
Carbs 41g
Fiber 0g
Sugar 28g
Protein 0g",https://tasty.co/recipe/cotton-candy-rainbow-cake
Rainbow Hummus,68% WOULD MAKE AGAIN,Under 30 minutes,for 18 servings,"15 oz chickpeas (425 g), 1 can, drained and rinsed; 14 oz roasted red pepper (395 g), 1 jar; 1 tablespoon tahini; 1 tablespoon olive oil; 1 tablespoon lemon juice; 1 clove garlic; ½ teaspoon smoked paprika; ¾ teaspoon salt; 15 oz chickpeas (425 g), 1 can, drained and rinsed; ⅓ cup sun-dried tomato (20 g); 2 tablespoons tahini; 2 tablespoons olive oil; 1 clove garlic; ¾ teaspoon salt; 1 tablespoon lemon juice; 15 oz chickpeas (425 g), 1 can, drained and rinsed; 2 tablespoons tahini; 3 tablespoons olive oil; 2 cloves garlic; 1 teaspoon ground turmeric; 1 tablespoon lemon juice; ½ teaspoon salt; 15 oz chickpeas (425 g), 1 can, drained and rinsed; 2 cups fresh spinach (80 g); ¾ cup artichoke heart (125 g); 2 tablespoons tahini; 2 tablespoons olive oil; 1 clove garlic; 1 tablespoon lemon juice; ½ teaspoon salt; ½ cup chickpeas (100 g), canned, drained and rinsed; 1 ½ cups purple sweet potato (300 g), cooked and cubed; 2 tablespoons tahini; 3 tablespoons olive oil; 1 clove garlic; 1 tablespoon lemon juice; ¾ teaspoon salt; 2 tablespoons water, if needed; 15 oz chickpeas (425 g), 1 can, drained and rinsed; 1 cup beet (100 g), canned; 2 tablespoons tahini; 2 tablespoons olive oil; 1 tablespoon lemon juice; 1 clove garlic; ¾ teaspoon salt; 8 oz baby carrot (225 g); cracker; pita bread, quartered","Calories 297
Fat 9g
Carbs 42g
Fiber 11g
Sugar 10g
Protein 13g",https://tasty.co/recipe/rainbow-hummus
Parmesan Zucchini Chips,92% WOULD MAKE AGAIN,Under 30 minutes,for 6 servings,"3 medium zucchinis, cut crosswise on the diagonal into ¼”-thick rounds; 2 tablespoons Simple Truth™ Organic Olive Oil,; 1 teaspoon kosher salt; 1 cup Simple Truth™ Organic Panko Bread Crumbs (115 g); ½ cup Simple Truth Organic® Grated Parmesan (55 g); 1 teaspoon Simple Truth™ Organic Garlic Powder; 1 teaspoon Simple Truth™ Organic Oregano Leaves; 1 container Simple Truth™ Plant Based Tzatziki Cauliflower Dip",,https://tasty.co/recipe/parmesan-zucchini-chips
Oatmeal Raisin Chickpea Cookie Dough,75% WOULD MAKE AGAIN,Under 30 minutes,for 4 servings,"1 can chickpeas, drained (liquid reserved) and rinsed; ¼ cup peanut butter (60 g); 2 tablespoons honey; 2 teaspoons vanilla; ½ teaspoon salt; ¼ cup chickpea water (60 mL); ½ cup oats (50 g); ½ cup raisin (75 g); 1 teaspoon cinnamon","Calories 348
Fat 6g
Carbs 61g
Fiber 11g
Sugar 22g
Protein 13g",https://tasty.co/recipe/oatmeal-raisin-chickpea-cookie-dough
Hotteok (Korean Sweet Pancakes),93% WOULD MAKE AGAIN,"Total Time
2 hr 10 min
Prep Time
20 minutes
Cook Time
20 minutes",for 8 pancakes,"1 cup warm water (240 mL); 1 packet active dry yeast; 2 ½ cups bread flour (310 g); 4 tablespoons grapeseed oil, divided, plus more as needed; 1 teaspoon kosher salt; ¼ cup walnuts (30 g), finely chopped; 2 tablespoons maple syrup; 3 tablespoons turbinado sugar, or brown sugar; ½ teaspoon kosher salt; ½ teaspoon vanilla extract","Calories 237
Fat 9g
Carbs 32g
Fiber 1g
Sugar 5g
Protein 5g",https://tasty.co/recipe/hotteok-korean-sweet-pancakes
Red Pepper Soup,65% WOULD MAKE AGAIN,Under 30 minutes,for 2 servings,"6 cups water (1.4 L); salt, to taste; 3 red bell peppers, seeded and chopped; freshly ground black pepper, to taste","Calories 54
Fat 0g
Carbs 14g
Fiber 3g
Sugar 7g
Protein 2g",https://tasty.co/recipe/red-pepper-soup
Baked Pear Crumble,95% WOULD MAKE AGAIN,,for 8 servings,"1 cup quick oat (100 g); ½ cup hazelnuts; ½ cup walnuts (50 g); ½ cup unsweetened shredded coconut (50 g); ⅓ cup dried cherry (40 g); 2 tablespoons flax seed; ½ teaspoon ground cinnamon; ½ teaspoon kosher salt; ¼ cup coconut oil (50 g), melted; 3 tablespoons honey, plus more for drizzling; ½ teaspoon vanilla extract; 4 ripe pears, such as Bosc, D'Anjou or Barlett; whipped topping, of choice, for serving","Calories 364
Fat 20g
Carbs 44g
Fiber 8g
Sugar 21g
Protein 5g",https://tasty.co/recipe/baked-pear-crumble
Strawberry Matcha Latte With Boba,88% WOULD MAKE AGAIN,20 minutes,for 1 serving,"½ cup strawberry (75 g), diced; 2 tablespoons sugar; 1 teaspoon matcha powder; ⅓ cup hot water (80 mL); ⅓ cup Tasty's Boba Pearls and Brown Sugar Syrup (50 g); 1 cup ice (175 g); ½ cup half & half (120 mL); wide-opening straw","Calories 525
Fat 23g
Carbs 68g
Fiber 3g
Sugar 26g
Protein 11g",https://tasty.co/recipe/strawberry-matcha-latte-with-boba
Healthy White Bean Dip Snack-Prep,89% WOULD MAKE AGAIN,Under 30 minutes,for 4 servings,"1 medium eggplant; 1 red bell pepper; 6 tablespoons olive oil, 2 tbsp for roasting, 4 tbsp for processing; 1 can canned cannellini, or other white bean, drained & rinsed; 2 cloves garlic cloves, peeled; ⅓ cup fresh parsley (10 g), loosely packed; 3 tablespoons lemon juice, about 1 lemon’s worth; ½ teaspoon salt; ½ teaspoon black pepper; ½ teaspoon red pepper flakes","Calories 197
Fat 6g
Carbs 27g
Fiber 10g
Sugar 6g
Protein 7g",https://tasty.co/recipe/healthy-white-bean-dip-snack-prep
Garlic Sesame Salad Dressing,98% WOULD MAKE AGAIN,,for 16 servings,"1 tablespoon garlic; 2 tablespoons fresh scallion, minced; 1 tablespoon ginger, minced; ¼ cup brown sugar (55 g); 1 tablespoon roasted sesame seed; ½ cup rice vinegar (120 mL); ½ cup peanut oil (120 mL); 2 tablespoons sesame oil; ½ cup soy sauce (120 mL)","Calories 100
Fat 8g
Carbs 5g
Fiber 0g
Sugar 5g
Protein 0g",https://tasty.co/recipe/garlic-sesame-salad-dressing
Blackberry Smoothie,92% WOULD MAKE AGAIN,,for 1 serving,1 cup frozen blackberry (150 g); 1 cup almond milk (240 mL); 2 tablespoons almond butter; 2 cups spinach (80 g); ½ banana,"Calories 392
Fat 20g
Carbs 51g
Fiber 14g
Sugar 27g
Protein 12g",https://tasty.co/recipe/blackberry-smoothie
Lavender Latte,94% WOULD MAKE AGAIN,,for 1 serving,"1 tablespoon culinary lavender, plus more for topping; ½ cup hot water (120 mL); ½ cup milk (120 mL); ½ tablespoon agave nectar, optional","Calories 103
Fat 3g
Carbs 13g
Fiber 0g
Sugar 13g
Protein 3g",https://tasty.co/recipe/lavender-latte
Mango Sago,90% WOULD MAKE AGAIN,"Total Time
20 minutes
Prep Time
5 minutes
Cook Time
15 minutes",for 4 servings,4 mangoes; 1 cup dried small tapioca pearls (180 g); 1 cup coconut milk (240 mL); ½ cup sweetened condensed milk (120 g),"Calories 536
Fat 14g
Carbs 96g
Fiber 7g
Sugar 61g
Protein 11g",https://tasty.co/recipe/mango-sago
Ravioli Pomodoro,90% WOULD MAKE AGAIN,"Total Time
30 minutes
Prep Time
10 minutes
Cook Time
20 minutes",for 2 servings,"1 can whole peeled tomato; ½ cup olive oil (120 mL); 1 small yellow onion, finely chopped; 3 cloves garlic, minced; ¼ teaspoon sugar; 1 ½ teaspoons kosher salt; 1 cup fresh basil leaves (40 g), plus more for garnish; 1 package store-bought ravioli","Calories 606
Fat 22g
Carbs 84g
Fiber 4g
Sugar 7g
Protein 18g",https://tasty.co/recipe/ravioli-pomodoro
Broccoli & Cauliflower Stem And Leek Sauté,96% WOULD MAKE AGAIN,Under 30 minutes,for 2 servings,"broccoli, stem from one head; cauliflower, stem from one head; leek, top half of one stock; 1 tablespoon olive oil; salt, to taste; pepper, to taste","Calories 16
Fat 1g
Carbs 0g
Fiber 0g
Sugar 0g
Protein 0g",https://tasty.co/recipe/broccoli-cauliflower-stem-and-leek-saute
Vegan Chocolate-Stuffed Strawberries,82% WOULD MAKE AGAIN,Under 30 minutes,for 5 servings,"12 strawberries; 2 cups vegan dark chocolate (350 g); 2 cups vegan white chocolate (350 g); 2 tablespoons Garnish, of your choice; 1 egg carton","Calories 739
Fat 49g
Carbs 78g
Fiber 7g
Sugar 47g
Protein 7g",https://tasty.co/recipe/vegan-chocolate-stuffed-strawberries
Tropical Punch,90% WOULD MAKE AGAIN,,for 1 serving,"¼ cup fresh pineapple (60 g), cut into chunks; 1 cup coconut water (240 mL); 1 slice lime","Calories 75
Fat 0g
Carbs 16g
Fiber 3g
Sugar 12g
Protein 1g",https://tasty.co/recipe/tropical-punch
Southern Sweet Fried Corn By Jaylynn Little,88% WOULD MAKE AGAIN,"Total Time
30 minutes
Prep Time
10 minutes
Cook Time
20 minutes",for 6 servings,"8 ears fresh corn; 1 stick vegan butter; 1 ½ teaspoons ground black pepper, plus more to taste; 2 teaspoons kosher salt, plus more to taste","Calories 165
Fat 2g
Carbs 35g
Fiber 4g
Sugar 7g
Protein 5g",https://tasty.co/recipe/southern-sweet-fried-corn-by-jaylynn-little
Dairy-Free Vanilla Bean Panna Cotta,64% WOULD MAKE AGAIN,Under 30 minutes,for 4 servings,"¾ cup raw cashews (95 g); warm water, for soaking; coconut oil, for greasing; 1 ¼ cups water (300 mL); kosher salt; ¼ cup organic cane sugar (50 g); 1 vanilla bean, seeded; ¼ cup hot water (60 mL); 1 teaspoon agar agar; fresh berry, for ganish","Calories 193
Fat 14g
Carbs 14g
Fiber 0g
Sugar 9g
Protein 3g",https://tasty.co/recipe/dairy-free-vanilla-bean-panna-cotta
Southwestern Sweet Potato Toast,80% WOULD MAKE AGAIN,,for 1 serving,"1 sweet potato; ½ small avocado; salt, to taste; pepper, to taste; 2 tablespoons corn salsa, for serving; hot sauce, for serving","Calories 315
Fat 11g
Carbs 48g
Fiber 8g
Sugar 15g
Protein 4g",https://tasty.co/recipe/southwestern-sweet-potato-toast
Coconut Calamari,74% WOULD MAKE AGAIN,"Total Time
35 minutes
Prep Time
20 minutes
Cook Time
10 minutes",for 4 servings,"⅓ cup caper juice (80 mL); 1 teaspoon lemon zest; 2 tablespoons lemon juice, plus more to taste; 2 tablespoons olive oil; 2 cloves garlic, crushed; 3 young thai coconuts, meat removed; 1 ½ cups canola oil (360 mL), for frying; 1 cup all purpose flour (125 g); 6 tablespoons semolina flour; 1 ½ teaspoons kosher salt, plus more to taste; 1 cup non-dairy milk (240 mL), of choice; 1 tablespoon apple cider vinegar; ½ cup fresh parsley (20 g), chopped; 1 lemon, cut into wedges",,https://tasty.co/recipe/coconut-calamari
Homemade Potato Chips,91% WOULD MAKE AGAIN,Under 30 minutes,for 4 servings,"1 lb yukon gold potato (455 g), scrubbed; ice water, for soaking; 2 cups canola oil (240 mL), plus more as needed; 1 teaspoon kosher salt; ½ teaspoon freshly ground black pepper; 1 container Heluva Good!® French Onion Dip",,https://tasty.co/recipe/homemade-potato-chips
,,,,,,https://tasty.co/recipe/katies-one-pot-sausage-gnocchi-bake
Healthy And Hearty Green Super Soup,82% WOULD MAKE AGAIN,,for 6 servings,"1 cup hazelnuts (120 g), toasted and crushed; 1 tablespoon nigella seed; 1 tablespoon sesame seed, toasted; ½ teaspoon ground cinnamon; 1 teaspoon ground turmeric; ¼ teaspoon ground coriander; ¼ teaspoon cayenne pepper; ½ teaspoon garlic powder; ¼ teaspoon ground ginger; kosher salt, to taste; pepper, to taste; 2 tablespoons olive oil; 1 cup carrot (120 g), diced; 2 cups yellow onion (300 g), diced; 1 cup celery (225 g), diced; 1 cup parsnip (135 g), diced; 5 cloves garlic, minced; kosher salt, to taste; pepper, to taste; 2 cups broccoli floret (300 g); 2 cups asparagus (250 g), chopped; 3 cups vegetable broth (720 g); 1 lemon juice; 2 bunches lacinato kale, sliced; 10 oz fresh spinach (280 g); coconut cream, for serving; ¼ cup chia seed (45 g), for serving; avocado, sliced, for serving","Calories 262
Fat 15g
Carbs 26g
Fiber 10g
Sugar 7g
Protein 10g",https://tasty.co/recipe/healthy-and-hearty-green-super-soup
Acai And Blueberry Smoothie,92% WOULD MAKE AGAIN,"Total Time
7 minutes
Prep Time
5 minutes
Cook Time
2 minutes",for 1 serving,"⅓ cup ice (50 g); 4 oz frozen acai puree (110 g), partially thawed; 1 cup frozen blueberry (200 g), plus more for topping; 1 medium banana; 1 tablespoon chia seeds, plus more for topping; 1 cup nondairy milk (240 mL), of your choice; ½ orange juice","Calories 366
Fat 11g
Carbs 66g
Fiber 13g
Sugar 35g
Protein 5g",https://tasty.co/recipe/acai-and-blueberry-smoothie
Beetroot Crisps,78% WOULD MAKE AGAIN,Under 30 minutes,for 2 servings,"3 bulbs beetroot; 4 ¼ cups oil (1 L), for frying; salt, to taste","Calories 483
Fat 47g
Carbs 15g
Fiber 3g
Sugar 12g
Protein 2g",https://tasty.co/recipe/beetroot-crisps
Vegan Sweet Potatoes Au Gratin,85% WOULD MAKE AGAIN,,for 8 servings,"3 sweet potatoes, scrubbed; 3 tablespoons olive oil; 3 cloves garlic, minced; 3 sprigs fresh thyme; 1 ½ teaspoons pepper; 1 ½ teaspoons salt; 1 ½ cups raw cashews (195 g); 1 ¾ cups low sodium vegetable broth (420 mL), plus more for soaking cashews; 3 cloves garlic; ½ cup unsweetened coconut milk (120 mL); ⅓ cup nutritional yeast (50 g); 1 tablespoon lemon juice; ½ teaspoon ground nutmeg; ½ teaspoon cayenne; 1 teaspoon kosher salt; oil, for greasing","Calories 186
Fat 9g
Carbs 21g
Fiber 2g
Sugar 7g
Protein 4g",https://tasty.co/recipe/vegan-sweet-potatoes-au-gratin
Rosemary And Olive Oil,86% WOULD MAKE AGAIN,Under 30 minutes,for 4 servings,"2 cups almond flour (190 g); 1 teaspoon salt; ½ teaspoon pepper; 2 tablespoons fresh rosemary, minced; 2 tablespoons olive oil; 3 tablespoons ice water","Calories 426
Fat 37g
Carbs 15g
Fiber 9g
Sugar 3g
Protein 14g",https://tasty.co/recipe/rosemary-and-olive-oil
Festive Stuffed Acorn Squash,91% WOULD MAKE AGAIN,,for 4 servings,"2 acorn squashes; 1 tablespoon olive oil, plus more for brushing and drizzling; salt, to taste; pepper, to taste; ¾ cup wild rice (170 g), uncooked and rinsed; 1 ¼ cups vegetable broth (300 mL), plus 2 tablespoons, divided; ½ teaspoon chili powder; ¼ teaspoon ground cumin; 1 ½ teaspoons maple syrup; 5 oz cremini mushroom (140 g), quartered and sliced; 5 oz shiitake mushroom (140 g), quartered and sliced; ½ medium onion, chopped; 2 cloves garlic, minced; 1 teaspoon fresh rosemary, chopped; 1 teaspoon fresh thyme, chopped; ¼ cup white wine (60 mL); 2 cups kale (200 g), chopped; 2 tablespoons pomegranate seeds","Calories 397
Fat 2g
Carbs 90g
Fiber 20g
Sugar 5g
Protein 13g",https://tasty.co/recipe/festive-stuffed-acorn-squash
Banana Oat Freezer-Prep Smoothie,89% WOULD MAKE AGAIN,,for 1 serving,"1 cup fresh arugula (100 g); 1 banana, sliced; 1 tablespoon almond butter; ¼ cup oats (25 g); ½ teaspoon cinnamon; ½ teaspoon ground turmeric; ¼ teaspoon kosher salt; ½ cup unsweetened almond milk (120 mL)","Calories 394
Fat 12g
Carbs 66g
Fiber 10g
Sugar 20g
Protein 10g",https://tasty.co/recipe/banana-oat-freezer-prep-smoothie
Cold Buster Tonic,57% WOULD MAKE AGAIN,Under 30 minutes,for 30 servings,"1 piece fresh ginger, peeled and minced 4 in (10 cm); 12 cloves garlic, minced; 4 cinnamon sticks; 3 tablespoons whole black peppercorn; 2 jalapeñoes, halved lengthwise; 2 habanero peppers, halved lengthwise; 2 sprigs fresh rosemary; 1 navel orange, unpeeled and cut into 1-inch (2 1/2 cm) pieces; 2 lemons, unpeeled and cut into ½-inch (1 1/4 cm) pieces; 1 gala apple, unpeeled and cut into ¼-inch (6 mm) pieces; 1 yellow onion, diced; 2 tablespoons honey, plus more to taste; 1 cup apple cider vinegar (240 mL)","Calories 21
Fat 0g
Carbs 5g
Fiber 0g
Sugar 3g
Protein 0g",https://tasty.co/recipe/cold-buster-tonic
Black Power Hummus By Tanya Fields,50% WOULD MAKE AGAIN,15 minutes,for 4 servings,"¼ cup fresh lemon juice (60 mL); ½ cup tahini (120 mL); ½ cup olive oil (120 mL), divided, plus 1 tablespoon; 1 can chickpeas, drained and rinsed; kosher salt, to taste; 1 teaspoon ground cumin; ½ teaspoon cayenne pepper, plus more to taste; 1 can black beans, drained and rinsed; 1 teaspoon sesame oil; 4 cloves garlic; water, as needed; gluten free cracker, pita, or fresh vegetables, for serving","Calories 347
Fat 20g
Carbs 32g
Fiber 8g
Sugar 4g
Protein 12g",https://tasty.co/recipe/black-power-hummus-by-tanya-fields
Easy Fondant Decorations,91% WOULD MAKE AGAIN,Under 30 minutes,for 6 servings,powdered sugar; 1 package red sugar paste; frosted cupcake; powdered sugar; pink food coloring; 1 package white sugar paste; frosted cupcake; powdered sugar; green food coloring; 1 package white sugar paste; 1 handful fresh mint leaf; frosted cupcake; powdered sugar; 1 package white sugar paste; blue food coloring; frosted cupcake,,https://tasty.co/recipe/easy-fondant-decorations
Savory Gluten-Free Chickpea Pancake,91% WOULD MAKE AGAIN,Under 30 minutes,for 6 servings,"1 cup chickpeas (125 g); 1 cup water (240 mL); 1 teaspoon salt; 3 tablespoons olive oil, divided; ½ teaspoon flaky sea salt; ¼ teaspoon pepper; 1 sprig fresh rosemary, chopped","Calories 43
Fat 2g
Carbs 4g
Fiber 1g
Sugar 0g
Protein 1g",https://tasty.co/recipe/savory-gluten-free-chickpea-pancake
Watermelon Mint Soju Cocktail,71% WOULD MAKE AGAIN,15 minutes,for 2 servings,"1 small watermelon, or medium; 3 fresh mint leaves, plus more for garnish; 1 bottle soju; 2 cups ice (350 g)","Calories 270
Fat 0g
Carbs 68g
Fiber 3g
Sugar 55g
Protein 5g",https://tasty.co/recipe/watermelon-mint-soju-cocktail
Vegan BBQ Jackfruit Pizza,85% WOULD MAKE AGAIN,,for 4 servings,"1 tablespoon olive oil; ½ yellow onion, sliced; 3 cloves garlic, minced; 40 oz jackfruit (1 kg), drained; 1 teaspoon kosher salt; 1 teaspoon freshly ground black pepper; 1 teaspoon chili powder; 1 teaspoon paprika; 1 teaspoon ground cumin; 1 teaspoon liquid smoke; 1 cup low-sodium vegetable broth (240 mL); 1 lb pizza dough (455 g); ¾ cup vegan barbecue sauce (210 g), divided; sliced red onion, to taste; vegan ranch dressing, to taste; fresh cilantro leaf, to taste","Calories 662
Fat 7g
Carbs 144g
Fiber 5g
Sugar 21g
Protein 9g",https://tasty.co/recipe/vegan-bbq-jackfruit-pizza
Mummy Dogs,90% WOULD MAKE AGAIN,Under 30 minutes,for 6 servings,"1 tube crescent roll dough; 6 hot dogs; yellow mustard, for decorating","Calories 230
Fat 20g
Carbs 3g
Fiber 0g
Sugar 0g
Protein 8g",https://tasty.co/recipe/mummy-dogs
Spicy Ranch Bean Salad,96% WOULD MAKE AGAIN,"Total Time
10 minutes
Prep Time
5 minutes
Cook Time
5 minutes",for 2 servings,"1 tablespoon ranch dressing powder; ½ tablespoon white vinegar; 1 tablespoon olive oil; 15 oz white beans, such as Great Northern or navy, drained and rinsed; 1 persian cucumber, thinly sliced (about ½ cup); ½ jalapeño, seeded and finely diced (about ¼ cup); avocado, cut into ½-inch pieces; ½ cup fresh herbs, such as dill, cilantro, and/or chives; ½ teaspoon kosher salt; freshly ground black pepper, to taste","Calories 258
Fat 6g
Carbs 30g
Fiber 14g
Sugar 3g
Protein 13g",https://tasty.co/recipe/spicy-ranch-bean-salad
Vegan Strawberry Shortcake Pops,87% WOULD MAKE AGAIN,Under 30 minutes,for 6 servings,"2 cups strawberry (300 g), stemmed and hulled; 1 cup coconut milk (240 mL), sweetened; ¼ cup lemon juice (60 mL); 2 tablespoons agave nectar; 2 cups dairy-free vanilla yogurt (490 g), for garnish, optional; granola, with freeze-dried strawberry pieces, for garnish, optional; ice pop mold","Calories 183
Fat 7g
Carbs 24g
Fiber 2g
Sugar 21g
Protein 5g",https://tasty.co/recipe/vegan-strawberry-shortcake-pops
Vegan Lemon Meringue Pie,78% WOULD MAKE AGAIN,,for 8 servings,"2 ½ cups flour (300 g); ¼ cup sugar (30 g); 1 teaspoon salt; ½ cup butter (150 g); ¼ cup water (75 mL), ice cold; 1 ½ cups sugar (300 g); ¼ cup cornflour (100 g); 1 ¼ cups oat milk (300 mL); 5 lemons, juiced; 3 lemons, zested; ½ teaspoon turmeric powder; 1 can chickpea water; 1 teaspoon vanilla; 1 ¼ cups caster sugar (175 g); 1 teaspoon lemon juice","Calories 533
Fat 13g
Carbs 96g
Fiber 5g
Sugar 52g
Protein 8g",https://tasty.co/recipe/vegan-lemon-meringue-pue
Boeregs (Flaky Armenian Puff Pastry) As Made By Blake Besharian,90% WOULD MAKE AGAIN,Under 30 minutes,for 48 boeregs,"1 tablespoon olive oil; ½ medium white onion, chopped; 1 clove garlic, chopped; ¼ teaspoon nutmeg, freshly grated; ¼ teaspoon ground cumin; 10 oz frozen spinach (40 g), thawed and drained well; ⅓ cup fresh flat-leaf parsley (10 g), chopped; ¾ cup rodopa cheese (115 g), (sheep’s milk feta); 1 large egg; ½ cup fresh flat-leaf parsley (15 g); 2 tablespoons fresh chives; 1 large egg; ½ lb kashkaval cheese (225 g), grated; 1 lb frozen filo dough (455 g), thawed in the refrigerator overnight; 8 tablespoons unsalted butter, melted; 2 large eggs; 1 teaspoon water; 1 cup white sesame seeds (150 g)","Calories 99
Fat 6g
Carbs 6g
Fiber 24g
Sugar 0g
Protein 3g",https://tasty.co/recipe/boeregs-flaky-armenian-puff-pastry-as-made-by-blake-besharian
Easy Whipped Coffee,82% WOULD MAKE AGAIN,Under 30 minutes,for 1 serving,"2 tablespoons hot water; 2 tablespoons sugar; 2 tablespoons instant coffee; milk; ice, if desired","Calories 132
Fat 0g
Carbs 28g
Fiber 0g
Sugar 28g
Protein 1g",https://tasty.co/recipe/easy-whipped-coffee
Cassava Fufu,86% WOULD MAKE AGAIN,"Total Time
20 minutes
Prep Time
5 minutes
Cook Time
15 minutes",for 5 servings,"1 lb frozen cassava purée (455 g), thawed; ½ cup water (120 mL), plus more as needed; Sawa sawa with egusi, for serving (optional)","Calories 144
Fat 0g
Carbs 34g
Fiber 1g
Sugar 1g
Protein 1g",https://tasty.co/recipe/cassava-fufu
Blueberry And Almond Instant Oatmeal,96% WOULD MAKE AGAIN,,for 1 serving,"½ cup instant oatmeal (50 g); 2 tablespoons freeze-dried blueberry; 1 tablespoon slivered almond; 1 tablespoon chia seed; ⅛ teaspoon vanilla bean; 2 teaspoons sugar, of choice; ¾ cup boiling water (175 mL), or milk","Calories 369
Fat 9g
Carbs 60g
Fiber 9g
Sugar 9g
Protein 11g",https://tasty.co/recipe/blueberry-and-almond-instant-oatmeal
