,likes,time,servings,ingredients,nutritions,link
Energy-Boosting Buddha Bowl,92% WOULD MAKE AGAIN,,for 4 bowls,"2 ½ tablespoons olive oil; 2 cloves garlic, minced; ½ teaspoon onion powder; ½ teaspoon cumin; ½ teaspoon paprika; 1 cup butternut squash (205 g), peeled, diced; 1 cup mushroom (75 g), diced; 1 cup brussel sprout (100 g), halved; salt, to taste; pepper, to taste; ⅓ cup tahini (75 g); 1 tablespoon maple syrup; 1 tablespoon apple cider; 1 tablespoon fresh orange juice; 2 tablespoons water; 3 cups quinoa (510 g), cooked; 2 cups kale (135 g); 1 cup lentils (200 g), cooked; ½ cup red cabbage (50 g), diced; ½ cup beet (100 g), cooked, diced; ½ cup walnut (50 g); ¼ cup fresh parsley (10 g), minced","Calories 919
Fat 26g
Carbs 138g
Fiber 20g
Sugar 9g
Protein 39g",https://tasty.co/recipe/energy-boosting-buddha-bowl
Cashew Coconut Bars,95% WOULD MAKE AGAIN,Under 30 minutes,for 12 bars,"2 ½ cups raw cashews (325 g); 1 ½ cups pitted date (255 g); ⅓ cup shredded coconut (25 g), plus more for topping; 1 pinch salt; 3 tablespoons coconut milk, or water; 1 teaspoon vanilla extract","Calories 142
Fat 8g
Carbs 15g
Fiber 1g
Sugar 9g
Protein 3g",https://tasty.co/recipe/cashew-coconut-bars
"Strawberry Banana Chocolate Hazelnut Toaster ""Quesadilla""",92% WOULD MAKE AGAIN,,for 1 serving,"1 large flour tortilla; 2 tablespoons chocolate hazelnut spread; ½ banana, thinly sliced; 2 strawberries, thinly sliced","Calories 358
Fat 10g
Carbs 61g
Fiber 5g
Sugar 27g
Protein 5g",https://tasty.co/recipe/strawberry-banana-chocolate-hazelnut-toaster-quesadilla
Watermelon Smoothie Bowl,87% WOULD MAKE AGAIN,,for 1 serving,"2 cups strawberry (300 g), stems removed; ⅓ cup banana (65 g), sliced; 1 ½ cups watermelon (230 g), peeled and cubed; ¼ cup coconut water (60 mL); 1 cup ice (215 g); kiwi; mango; pomegranate seed","Calories 236
Fat 1g
Carbs 58g
Fiber 9g
Sugar 38g
Protein 4g",https://tasty.co/recipe/watermelon-smoothie-bowl
Eggplant Puree,94% WOULD MAKE AGAIN,Under 30 minutes,for 4 servings,"1 eggplant, roasted; 1 clove garlic, minced; 1 lemon, juiced; 1 teaspoon salt; 1 tablespoon olive oil; fresh parsley, chopped, to serve; sumac, to serve; olive oil, to serve","Calories 75
Fat 3g
Carbs 12g
Fiber 3g
Sugar 4g
Protein 1g",https://tasty.co/recipe/eggplant-puree
Cauliflower Soup,86% WOULD MAKE AGAIN,Under 30 minutes,for 2 servings,"6 cups water (1.4 L); salt, to taste; 1 head cauliflower; pepper, to taste","Calories 125
Fat 0g
Carbs 26g
Fiber 12g
Sugar 12g
Protein 10g",https://tasty.co/recipe/cauliflower-soup
Birthday Cake Dip,70% WOULD MAKE AGAIN,Under 30 minutes,for 4 servings,"1 can chickpeas, drained and rinsed; ½ cup nut butter (120 g); ⅓ cup honey (110 g); ¼ cup milk (60 mL), milk of choice; 1 tablespoon vanilla extract; salt, a pinch; 2 tablespoons sprinkles","Calories 431
Fat 20g
Carbs 50g
Fiber 10g
Sugar 24g
Protein 15g",https://tasty.co/recipe/birthday-cake-dip
Strawberry Thyme Ice Pops,90% WOULD MAKE AGAIN,6 hr 15 min,for 6 ice pops,"¾ cup sugar (150 g); 2 fresh thymes, leaves only; ½ cup water (120 mL); 16 oz frozen strawberry (455 g)","Calories 95
Fat 0g
Carbs 24g
Fiber 1g
Sugar 21g
Protein 0g",https://tasty.co/recipe/strawberry-thyme-ice-pops
Nourishing Rainbow Protein Pot,86% WOULD MAKE AGAIN,,for 2 servings,"¼ cup tahini (55 g); 1 tablespoon apple cider vinegar; 2 tablespoons fresh lemon juice; 1 tablespoon maple syrup; 2 cloves garlic, minced; ¼ cup water (60 mL); 1 teaspoon kosher salt; 1 teaspoon freshly ground black pepper; 7 oz firm tofu (200 g), sliced in half; 1 tablespoon olive oil; ½ cup dry quinoa (85 g), rinsed; 1 ½ cups vegetable stock (360 mL); ¼ cup cherry tomatoes (50 g); ⅓ cup sliced carrot (40 g); ½ cup chopped yellow bell pepper (50 g); ½ cup snap peas (50 g); ¼ cup large red onion (35 g), sliced; 1 cup shredded purple cabbage (100 g); kosher salt, to taste","Calories 462
Fat 19g
Carbs 57g
Fiber 10g
Sugar 15g
Protein 22g",https://tasty.co/recipe/nourishing-rainbow-protein-pot
Freezer Prep Hearty Veggie Soup,90% WOULD MAKE AGAIN,Under 30 minutes,for 4 servings,"4 tomatoes, diced; 3 carrots, thick slices; 1 zucchini, sliced; 1 yellow squash, sliced; 2 stalks celery, sliced; ½ white onion; 2 cups bean (340 g), of choice; 2 cups water (480 mL), or veggie broth, needed at time of cooking; 1 cup tomato sauce (260 g); 1 tablespoon garlic, minced; 1 teaspoon dried thyme; 1 teaspoon dried oregano; salt, to taste; pepper, to taste","Calories 146
Fat 1g
Carbs 26g
Fiber 9g
Sugar 9g
Protein 7g",https://tasty.co/recipe/freezer-prep-hearty-veggie-soup
One-pan Roasted Veggie Salad Bowl,96% WOULD MAKE AGAIN,Under 30 minutes,for 4 servings,"1 medium sweet potato, peeled and cubed; 14 oz cauliflower florets (395 g); 8 oz brussels sprouts (225 g), halved; 3 tablespoons olive oil; salt, to taste; pepper, to taste; 1 teaspoon garlic powder; 5 oz mixed greens (140 g)","Calories 120
Fat 3g
Carbs 20g
Fiber 5g
Sugar 7g
Protein 4g",https://tasty.co/recipe/one-pan-roasted-veggie-salad-bowl
Mediterranean Flatbread,96% WOULD MAKE AGAIN,Under 30 minutes,for 2 servings,"olive oil, to taste; 4 cups kale (270 g), chopped; salt, to taste; 2 cloves garlic, minced; 2 tablespoons pine nuts; red pepper flake, to taste; ⅓ cup sun-dried tomato (20 g); 2 flatbreads; 4 tablespoons hummus","Calories 732
Fat 14g
Carbs 127g
Fiber 15g
Sugar 12g
Protein 31g",https://tasty.co/recipe/mediterranean-flatbread
Orange Soda,91% WOULD MAKE AGAIN,,for 1 serving,1 ½ cups soda water (360 mL); ½ cup orange juice (120 mL),"Calories 55
Fat 0g
Carbs 12g
Fiber 0g
Sugar 9g
Protein 0g",https://tasty.co/recipe/orange-soda
Watermelon Grill With Fruit Skewers,85% WOULD MAKE AGAIN,,for 12 servings,"4 cups watermelon (700 g); 3 stalks celery, cut into 6-inch (15 cm) pieces; ½ lime; blackberry, enough to cover bottom half of watermelon as ""charcoal""; assorted fruit; 10 wooden skewers",,https://tasty.co/recipe/watermelon-grill-with-fruit-skewers
Avocado Cacao Smoothie,94% WOULD MAKE AGAIN,"Total Time
7 minutes
Prep Time
5 minutes
Cook Time
2 minutes",for 1 serving,"⅓ cup ice (50 g); ½ medium banana, plus more, sliced for garnish; ⅓ cup quick oat (35 g); 2 tablespoons almond butter, plus more for garnish; 2 tablespoons raw cacao powder; ¼ avocado; 1 tablespoon honey; 1 ¼ cups non dairy milk (300 mL), of your choice","Calories 591
Fat 29g
Carbs 78g
Fiber 16g
Sugar 24g
Protein 16g",https://tasty.co/recipe/avocado-cacao-smoothie
Funfetti Mug Cake,75% WOULD MAKE AGAIN,,for 1 cake,"nonstick cooking spray, for greasing; ½ cup all purpose flour (60 g); ¼ cup sugar (50 g); ¾ teaspoon baking powder; 2 tablespoons coconut oil, melted; 6 tablespoons non-dairy milk; ½ teaspoon Kroger® Pure Vanilla Extract; 2 tablespoons Simple Truth™ Rainbow Sprinkles",,https://tasty.co/recipe/funfetti-mug-cake
Sweet Potato And Chickpea Nuggets,88% WOULD MAKE AGAIN,Under 30 minutes,for 6 servings,"3 tablespoons water; 1 tablespoon flax meal; 2 sweet potatoes, cubed; 15 oz can of chickpeas (439 g), drained and rinsed; ¼ cup chopped fresh basil (10 g); 2 cloves garlic; 1 teaspoon kosher salt; 1 teaspoon freshly ground black pepper; 1 teaspoon onion powder; ½ cup all-purpose flour (60 g); 1 cup bread crumbs (115 g); sauce of choice, for dipping","Calories 350
Fat 4g
Carbs 64g
Fiber 8g
Sugar 10g
Protein 12g",https://tasty.co/recipe/sweet-potato-and-chickpea-nuggets
Sheet Pan Tofu 3 Ways,93% WOULD MAKE AGAIN,,for 4 servings,"28 oz extra firm tofu (795 g), drained; 2 tablespoons low sodium soy sauce; ¾ teaspoon garlic powder, divided; ½ cup all-purpose flour (60 g); 1 tablespoon corn starch; ½ cup unsweetened non-dairy milk (120 mL); ½ cup panko bread crumbs (25 g); 1 tablespoon nutritional yeast; 1 teaspoon paprika; ¼ teaspoon cayenne; ½ teaspoon kosher salt; ¼ teaspoon pepper; olive oil, to taste; vegan teriyaki sauce, to taste; vegan bbq sauce, to taste","Calories 305
Fat 13g
Carbs 27g
Fiber 3g
Sugar 1g
Protein 23g",https://tasty.co/recipe/sheet-pan-tofu-3-ways
Cacao Chia Pudding,90% WOULD MAKE AGAIN,Under 30 minutes,for 2 servings,"1 cup almond milk (240 mL); 1 teaspoon vanilla extract; 1 tablespoon agave nectar; 2 ½ tablespoons organic cacao powder; ¼ cup chia seeds (35 g); 2 tablespoons almond butter, 1 per serving; sea salt, to taste; coconut flake, to taste; fresh raspberry, to taste","Calories 188
Fat 12g
Carbs 17g
Fiber 5g
Sugar 8g
Protein 5g",https://tasty.co/recipe/cacao-chia-pudding
Chocolate Coconut Winter Smoothie,84% WOULD MAKE AGAIN,,for 1 serving,"½ banana; ¼ cup gluten-free oats (20 g); 1 tablespoon peanut butter; 1 teaspoon dark cocoa powder; 1 tablespoon shredded coconut, optional; 1 tablespoon maple syrup; ½ teaspoon vanilla extract; 1 ¼ cups coconut milk","Calories 762
Fat 49g
Carbs 75g
Fiber 12g
Sugar 34g
Protein 13g",https://tasty.co/recipe/chocolate-coconut-winter-smoothie
Vegan Peanut Butter Macarons,73% WOULD MAKE AGAIN,,for 24 servings,"1 cup chickpea liquid (240 mL), aquafaba; 1 cup powdered sugar (120 g); 1 ½ cups almond meal (145 g); 1 tablespoon dark cocoa powder; ½ tablespoon cream of tartar; ½ cup sugar (100 g); ½ cup creamy peanut butter (120 g), refrigerated","Calories 86
Fat 4g
Carbs 11g
Fiber 1g
Sugar 9g
Protein 2g",https://tasty.co/recipe/vegan-peanut-butter-macarons
Veggie-Packed Tomato Sauce,96% WOULD MAKE AGAIN,,for 16 servings,"olive oil, to saute vegetables; 2 cups carrot (240 g), chopped; 4 cups onion (600 g), chopped; 2 cups red bell pepper (200 g), chopped; 2 cups celery (450 g), chopped; 5 cloves garlic, sliced; 2 tablespoons dried oregano; 2 tablespoons dried basil; 1 ½ cups tomato paste (340 g); 8 cups whole peeled tomato (1 kg); 2 cups water (480 mL); salt, to taste; pepper, to taste","Calories 56
Fat 0g
Carbs 10g
Fiber 3g
Sugar 4g
Protein 1g",https://tasty.co/recipe/veggie-packed-tomato-sauce
Lavender London Fog,94% WOULD MAKE AGAIN,,for 1 serving,"2 tablespoons earl grey tea; ¼ teaspoon culinary lavender; ½ cup hot water (120 mL); ¾ cup milk (180 mL); ¼ teaspoon vanilla extract; ½ tablespoon agave nectar, optional; ground cinnamon, for disting","Calories 142
Fat 5g
Carbs 16g
Fiber 0g
Sugar 16g
Protein 5g",https://tasty.co/recipe/lavender-london-fog
Tex Mex Guacamole,98% WOULD MAKE AGAIN,,for 8 servings,"2 avocados, pitted, peeled, and diced; ½ cup cooked corn (85 g); ½ red onion, minced; ½ jalapeño, seeded and minced; ½ cup canned black beans (85 g), drained and rinsed; 1 lime, juiced; kosher salt, to taste; freshly ground black pepper, to taste; tortilla chip, for serving","Calories 88
Fat 6g
Carbs 7g
Fiber 3g
Sugar 0g
Protein 1g",https://tasty.co/recipe/tex-mex-guacamole
Green Machine Juice,88% WOULD MAKE AGAIN,Under 30 minutes,for 1 serving,"½ medium cucumber, diced; 1 green apple, cored and diced; 2 celeries, diced; ½ lemon, juiced; 1 teaspoon ginger, minced; 3 cups kale (300 g), chopped","Calories 397
Fat 4g
Carbs 81g
Fiber 17g
Sugar 20g
Protein 21g",https://tasty.co/recipe/green-machine-juice
Bunny-Shaped Apple Slices,87% WOULD MAKE AGAIN,,for 6 wedges,"1 apple; salt water, or lemon water",,https://tasty.co/recipe/bunny-shaped-apple-slices
Somali Bariis By Amal Dalmar,93% WOULD MAKE AGAIN,,for 4 servings,"1 tablespoon ground cumin; 1 tablespoon ground coriander; 1 teaspoon ground turmeric; 1 teaspoon ground cardamom; 1 teaspoon black pepper; ¼ teaspoon ground cloves; ¼ teaspoon nutmeg; ¼ cup vegetable oil (60 mL); 1 medium yellow onion, thinly sliced; 3 cloves garlic, thinly sliced; 1 small tomato, diced; 1 cinnamon stick; salt, to taste; 1 vegetable stock cube; ¼ cup fresh cilantro (10 g), chopped; 1 tablespoon xawaash, xawaash; 2 cups basmati rice (400 g), soaked for at least 1 hour and drained; 2 ½ cups hot water (600 mL); 1 drop red food coloring, mixed with 1 teaspoon of water; 3 drops orange food coloring, mixed with 1 teaspoon of water; ¼ cup raisin (40 g); 1 large russet potato, cut into 1/4-in (6-mm) thick matchsticks and patted dry; ⅛ teaspoon orange food coloring, mixed with 1/2 teaspoon of water; oil, for frying; 1 medium yellow onion, thinly sliced; ½ red bell pepper, sliced","Calories 745
Fat 18g
Carbs 132g
Fiber 6g
Sugar 14g
Protein 15g",https://tasty.co/recipe/somali-bariis-as-made-by-amal-dalmar
Strawberry Sunrise Smoothie,91% WOULD MAKE AGAIN,,for 1 serving,"1 cup unsweetened almond milk (240 mL); ½ cup frozen strawberry (75 g); ½ cup frozen mango (80 g); 1 banana, sliced; ¾ cup cauliflower florets (225 g); 1 tablespoon chia seeds; 1 tablespoon hemp seeds","Calories 370
Fat 8g
Carbs 74g
Fiber 14g
Sugar 44g
Protein 10g",https://tasty.co/recipe/strawberry-sunrise-smoothie
Peanut Butter Pumpkin “Fudge”,68% WOULD MAKE AGAIN,Under 30 minutes,for 12 servings,"2 cups nut butter (480 g), of preference; 1 cup pumpkin puree (225 g); ½ cup coconut oil (120 mL); ¼ cup maple syrup (55 g); 2 teaspoons vanilla extract; ½ teaspoon pumpkin pie spice, or ¼ teaspoon cinnamon and ¼ teaspoon nutmeg; ¼ teaspoon flaky sea salt, plus more for garnish","Calories 341
Fat 30g
Carbs 12g
Fiber 4g
Sugar 5g
Protein 8g",https://tasty.co/recipe/peanut-butter-pumpkin-fudge
Hummus And Carrot Sticks,95% WOULD MAKE AGAIN,Under 30 minutes,for 6 servings,"15 oz chickpeas (400 g), 1 can, drained; ¼ cup olive oil (60 mL); ½ lemon, juiced; 1 small clove garlic; ¼ teaspoon ground cumin; ½ teaspoon kosher salt; 6 medium carrots","Calories 173
Fat 4g
Carbs 27g
Fiber 8g
Sugar 7g
Protein 7g",https://tasty.co/recipe/hummus-and-carrot-sticks
Blueberry Chocolate Energy Bars,94% WOULD MAKE AGAIN,,for 16 bars,"1 cup raw almond (140 g); 1 cup raw walnut (100 g); 2 ½ cups pitted date (425 g), roughly chopped; 1 teaspoon salt, plus more to taste; ½ cup water (120 mL); 1 ½ cups brown rice cereal (45 g); 1 ½ cups old fashion oat (150 g); ½ cup dried blueberry (50 g); ½ tablespoon cinnamon; 3 cups dark chocolate (510 g), chopped; 2 tablespoons coconut oil","Calories 427
Fat 25g
Carbs 50g
Fiber 6g
Sugar 33g
Protein 7g",https://tasty.co/recipe/blueberry-chocolate-energy-bars
Vegan Tiramisu,88% WOULD MAKE AGAIN,"Total Time
4 hr
Prep Time
10 minutes
Cook Time
1 hr 20 min",for 9 servings,"1 ½ cups all-purpose flour (185 g); 1 ½ teaspoons cornstarch; 1 teaspoon baking powder; ½ teaspoon baking soda; ¼ teaspoon kosher salt; 6 tablespoons unsalted vegan butter, softened; ¾ cup vegan sugar (150 g); ¼ cup aquafaba (60 mL), liquid from can of chickpeas; 1 teaspoon vanilla extract; ¼ cup unsweetened almond milk (60 mL); nonstick cooking spray, for greasing; 1 ½ cups raw cashews (195 g); boiling water, for soaking cashews; ½ cup unsweetened almond milk (120 mL); ⅓ cup maple syrup (115 g); ⅓ cup unrefined coconut oil (65 g), melted; ¼ teaspoon kosher salt; ½ teaspoon vanilla extract; 1 teaspoon lemon juice; 25 oz full-fat coconut milk (740 mL), chilled; 2 tablespoons powdered sugar; 6 fl oz espresso (175 mL), room teperature; ¾ cup water (180 mL); 3 tablespoons dark rum; cocoa powder, for dusting","Calories 530
Fat 35g
Carbs 46g
Fiber 2g
Sugar 27g
Protein 6g",https://tasty.co/recipe/vegan-tiramisu
Vegan French Toast,85% WOULD MAKE AGAIN,"Total Time
40 minutes
Prep Time
10 minutes
Cook Time
30 minutes",for 4 servings,"15 oz chickpeas (425 g); 13.5 oz coconut cream (380 g), chilled overnight; 4 tablespoons maple syrup, divided, plus more for serving; 2 teaspoons vanilla extract, divided; 13.5 fl oz full-fat coconut milk (400 mL); 2 teaspoons cinnamon; 8 slices white sourdough bread; 1 tablespoon coconut oil, divided; ½ cup raspberry (75 g); ½ cup fresh blueberry (75 g)","Calories 777
Fat 56g
Carbs 59g
Fiber 12g
Sugar 70g
Protein 16g",https://tasty.co/recipe/vegan-french-toast
Spinach Pasta,93% WOULD MAKE AGAIN,,for 2 servings,"1 tablespoon olive oil; 5 oz spinach (140 g); 2 cups all-purpose flour (250 g); 1 tablespoon salt, plus ¼ teaspoon, divided; 2 tablespoons water; vegetable, roasted, for serving; pesto, for serving; fresh basil, for serving","Calories 548
Fat 3g
Carbs 110g
Fiber 5g
Sugar 0g
Protein 16g",https://tasty.co/recipe/spinach-pasta
Roasted Rosemary Garlic Loaf,98% WOULD MAKE AGAIN,"Total Time
3 hr 40 min
Prep Time
10 minutes
Cook Time
1 hr",for 1 loaf,"2 heads garlic; ¼ cup olive oil (60 mL), plus 2 table spoons; 2 ½ teaspoons kosher salt, divided; 2 ¼ cups bread flour (280 g), plus more for dusting; 1 ¼ cups whole wheat flour (155 g); 3 sprigs fresh rosemary, minced; 1 ½ cups warm water (360 mL); 1 tablespoon instant yeast","Calories 1685
Fat 24g
Carbs 317g
Fiber 25g
Sugar 1g
Protein 55g",https://tasty.co/recipe/roasted-rosemary-garlic-loaf
Eccentric Avocado Toast (Aquarius),88% WOULD MAKE AGAIN,,for 1 serving,"½ avocado; kosher salt, to taste; 1 teaspoon lemon juice; 1 slice multigrain toast; ½ banana, sliced; honey, drizzle","Calories 207
Fat 11g
Carbs 26g
Fiber 7g
Sugar 10g
Protein 2g",https://tasty.co/recipe/eccentric-avocado-toast-aquarius
Seitan Roast,91% WOULD MAKE AGAIN,,for 6 servings,¾ cup pinto bean (125 g); 2 cloves garlic; 3 tablespoons soy sauce; 2 tablespoons olive oil; 2 cups vital wheat gluten (240 g); ⅓ cup nutritional yeast (45 g); 1 teaspoon garlic powder; 1 teaspoon onion powder; 1 teaspoon dried sage; ½ teaspoon dried rosemary; 1 teaspoon dried thyme; ½ teaspoon pepper; 1 ½ cups vegetable broth (360 mL),"Calories 216
Fat 2g
Carbs 11g
Fiber 2g
Sugar 0g
Protein 38g",https://tasty.co/recipe/seitan-roast
Sheet Tray Taco Night,96% WOULD MAKE AGAIN,Under 30 minutes,for 4 servings,"2 teaspoons kosher salt; 1 teaspoon ground black pepper; 1 teaspoon ground cumin; 1 teaspoon garlic powder; 1 tablespoon chili powder; 2 lb flank steak (905 g); 2 teaspoons extra virgin olive oil, divided; 1 green bell pepper, seeded and sliced; 1 cup mushroom (75 g), sliced; 1 red bell pepper, seeded and sliced; 1 medium red onion, thinly sliced; 1 head broccoli, cut into florets; 12 small corn tortillas; ½ cup greek yogurt (140 g); 1 tablespoon lime juice; ¼ teaspoon lime zest; kosher salt, to taste; black bean; fresh cilantro, chopped; pico de gallo; 1 cup corn and black bean salsa (260 g); shredded cheddar cheese; guacamole; lime wedge; hot sauce","Calories 732
Fat 22g
Carbs 59g
Fiber 11g
Sugar 10g
Protein 75g",https://tasty.co/recipe/sheet-tray-taco-night
Cajun Spice Blend,98% WOULD MAKE AGAIN,,for 8 servings,2 tablespoons garlic powder; 1 tablespoon paprika; 1 tablespoon onion powder; 2 teaspoons cayenne pepper; 2 teaspoons dried oregano; 2 teaspoons dried thyme; 1 teaspoon salt; 1 teaspoon pepper,,https://tasty.co/recipe/cajun-spice-blend
Citrus And Winter Greens Salad,91% WOULD MAKE AGAIN,Under 30 minutes,for 4 servings,"1 clove garlic; ¼ cup finely chopped fresh parsley (10 g); ¼ cup chopped scallions (25 g); ¼ cup apple cider vinegar (60 mL); 2 tablespoons honey; ¼ cup orange juice (60 mL), reserved from supreming oranges, if desired; 1 tablespoon dijon mustard; 2 tablespoons tahini; kosher salt, to taste; 2 tablespoons extra-virgin olive oil; 3 cups thinly sliced Tuscan kale (300 g), packed; 1 cup thinly sliced red cabbage (100 g); 1 large fuji apple, cored and thinly sliced; 1 cup thinly sliced Brussels sprouts (115 g); 3 oranges, supremed; ¼ cup toasted pepitas (30 g); ¼ cup pomegranate seeds (20 g)","Calories 247
Fat 7g
Carbs 43g
Fiber 8g
Sugar 29g
Protein 6g",https://tasty.co/recipe/citrus-and-winter-greens-salad
Festive Stuffed Butternut Squash,92% WOULD MAKE AGAIN,,for 6 servings,"1 butternut squash; 2 tablespoons olive oil, divided; ½ onion, diced; 2 cloves garlic; ¾ cup chickpeas (150 g); 1 teaspoon fresh thyme; 1 teaspoon dried sage; 1 teaspoon salt; pepper, to taste; ½ cup quinoa (85 g), uncooked; 1 ½ cups vegetable broth (355 mL); 2 cups kale (135 g); ¼ cup pumpkin seeds (30 g); ¼ cup dried cranberries (30 g); cooking twine","Calories 235
Fat 4g
Carbs 43g
Fiber 7g
Sugar 8g
Protein 8g",https://tasty.co/recipe/festive-stuffed-butternut-squash
“Noocho” Cheese Dip,80% WOULD MAKE AGAIN,,for 6 servings,"2 large potatoes, peeled, cut into 1 inch (2 1/2 cm) chunks and boiled; 2 large carrots, peeled, cut into 1 inch (2 1/2 cm) chunks and boiled; ⅓ cup olive oil (80 mL); ⅓ cup water (80 mL); 2 tablespoons lemon juice; 1 teaspoon salt; 1 teaspoon pepper; 1 teaspoon garlic powder; ½ cup nutritional yeast (30 g)","Calories 98
Fat 3g
Carbs 14g
Fiber 2g
Sugar 1g
Protein 3g",https://tasty.co/recipe/noocho-cheese-dip
Tofu Scramble Breakfast Burrito,95% WOULD MAKE AGAIN,,for 4 servings,"3 medium yukon potatoes, peeled and cubed; olive oil, to taste; ½ teaspoon smoked paprika; ½ teaspoon dried oregano; 3 teaspoons garlic powder, divided; kosher salt, to taste; pepper, to taste; 14 oz extra firm tofu (395 g), 1 block; 3 tablespoons low sodium soy sauce; 3 tablespoons nutritional yeast; 1 teaspoon onion powder; ½ teaspoon ground turmeric; 1 cup grape tomatoes (150 g), halved; 3 cups fresh spinach (120 g); 4 large flour tortillas; 1 avocado, for serving, diced; hot sauce, for serving","Calories 416
Fat 15g
Carbs 54g
Fiber 8g
Sugar 4g
Protein 19g",https://tasty.co/recipe/tofu-scramble-breakfast-burrito
Almond Milk,89% WOULD MAKE AGAIN,Under 30 minutes,for 4 servings,1 cup raw almond (140 g); 1 tablespoon vanilla extract; 3 tablespoons honey; 1 pinch salt; 6 cups water (1.5 L),"Calories 387
Fat 30g
Carbs 21g
Fiber 6g
Sugar 12g
Protein 12g",https://tasty.co/recipe/almond-milk
Banana Bread Dip,81% WOULD MAKE AGAIN,Under 30 minutes,for 4 servings,"2 bananas; 1 chickpea, 1 can, drained and rinsed; 2 tablespoons honey; 2 teaspoons vanilla extract; 1 teaspoon ground cinnamon; 2 tablespoons walnuts, chopped to serve","Calories 282
Fat 5g
Carbs 51g
Fiber 10g
Sugar 20g
Protein 10g",https://tasty.co/recipe/banana-bread-dip
Raspberry Vanilla Nice Cream,92% WOULD MAKE AGAIN,Under 30 minutes,for 6 servings,3 ripe bananas; ⅔ cup raspberry (80 g); ⅓ cup almond milk (80 mL); 1 teaspoon vanilla extract,"Calories 77
Fat 0g
Carbs 19g
Fiber 2g
Sugar 9g
Protein 1g",https://tasty.co/recipe/raspberry-vanilla-nice-cream
Apple Fruit Rollers,73% WOULD MAKE AGAIN,Under 30 minutes,for 12 servings,"2 green apples, peeled and diced; 2 tablespoons honey","Calories 22
Fat 0g
Carbs 6g
Fiber 0g
Sugar 4g
Protein 0g",https://tasty.co/recipe/apple-fruit-rollers
Falafel Sliders,92% WOULD MAKE AGAIN,,for 12 servings,"15 oz chickpeas (425 g), 2 cans, drained and rinsed; 1 cup red onion (150 g), diced; ½ cup fresh parsley (15 g); 1 cup all-purpose flour (125 g); 4 cloves garlic; 1 tablespoon lemon juice; 2 teaspoons cumin; 2 teaspoons coriander; 1 teaspoon salt; ½ teaspoon pepper; olive oil, for greasing; ⅔ cup chickpeas (135 g); 2 avocados; ¼ cup olive oil (60 mL); 2 cloves garlic; 2 tablespoons lemon juice; ¾ teaspoon salt; ¼ teaspoon pepper; ½ cup tahini (250 g); ⅓ cup water (80 mL); 1 clove garlic, minced; 1 tablespoon lemon juice; ½ teaspoon salt; 12 slider buns; 12 slices tomato, sliced","Calories 316
Fat 11g
Carbs 44g
Fiber 6g
Sugar 5g
Protein 10g",https://tasty.co/recipe/falafel-sliders
Healthier Cookie Fruit Pizza,92% WOULD MAKE AGAIN,Under 30 minutes,for 8 servings,"2 cups cashews (260 g); 1 ½ cups oat flour (135 g); 1 pinch salt; ⅓ cup pure maple syrup (110 g); 2 tablespoons milk, of choice, or water; 1 teaspoon vanilla extract; 1 ½ cups greek yogurt (425 g); 2 tablespoons pure maple syrup; 1 teaspoon vanilla extract; fresh fruit, sliced, of your choice; 1 lemon, zested, optional","Calories 273
Fat 12g
Carbs 32g
Fiber 2g
Sugar 13g
Protein 9g",https://tasty.co/recipe/healthier-cookie-fruit-pizza
Holiday Spiced Cider,99% WOULD MAKE AGAIN,Under 30 minutes,for 8 servings,"1 orange; 2 teaspoons whole clove; 1 apple; 1 teaspoon whole allspice; 4 cinnamon sticks; 1 gal apple cider (4 L); ½ cup brown sugar (110 g); 1 teaspoon nutmeg; whiskey, or rum, optional","Calories 280
Fat 0g
Carbs 69g
Fiber 2g
Sugar 61g
Protein 0g",https://tasty.co/recipe/holiday-spiced-cider
Buffalo Popcorn,79% WOULD MAKE AGAIN,"Total Time
20 minutes
Prep Time
5 minutes
Cook Time
15 minutes",for 4 servings,1 teaspoon paprika; ¼ teaspoon cayenne pepper; 1 teaspoon kosher salt; 1 tablespoon sugar; 2 tablespoons hot sauce; 2 tablespoons olive oil; 1 ½ tablespoons coconut oil; ⅓ cup yellow popcorn kernals (55 g),"Calories 114
Fat 6g
Carbs 13g
Fiber 2g
Sugar 2g
Protein 1g",https://tasty.co/recipe/buffalo-popcorn
Coconut Lime Cauliflower Rice,82% WOULD MAKE AGAIN,Under 30 minutes,for 2 servings,"1 head cauliflower, chopped; 1 tablespoon coconut oil, or preferred cooking oil; ¼ cup coconut milk (60 mL); 1 tablespoon lime juice; 1 lime, zested; fresh cilantro, for garnish","Calories 251
Fat 12g
Carbs 32g
Fiber 14g
Sugar 14g
Protein 11g",https://tasty.co/recipe/coconut-lime-cauliflower-rice
Carrot Bacon,84% WOULD MAKE AGAIN,Under 30 minutes,for 2 servings,"1 large carrot; 1 tablespoon olive oil; salt, to taste; pepper, to taste","Calories 34
Fat 1g
Carbs 4g
Fiber 1g
Sugar 1g
Protein 0g",https://tasty.co/recipe/carrot-bacon
