,likes,time,servings,ingredients,nutritions,link
Vegan Crumble Muffins,,,for 12 muffins,"½ cup canola oil, or vegetable oil; ½ cup vegan buttermilk, mix 1/2 cup of non-dairy milk, such as almond or soy, and 1/2 tsp of apple cider vinegar and rest for 10 minutes; ½ cup brown sugar; ¼ cup granulated sugar; 2 vegan eggs, I used Bob’s Red Mill Egg Replacer but you can use flax eggs or any egg replacer of your preference; 1 ½ teaspoons vanilla extract; 2 cups all-purpose flour, or gluten-free flour; 2 teaspoons baking powder; 1 teaspoon cinnamon; ½ teaspoon salt; 1 ½ cups chopped apple, or pear, or 1 cup cranberries or blueberries, or fruit of choice; 3 tablespoons vegan butter, or coconut oil, melted; 6 tablespoons brown sugar; 1 tablespoon granulated sugar; ½ cup all-purpose flour; 2 tablespoons rolled oats; 1 dash cinnamon","Calories 352
Fat 9g
Carbs 57g
Fiber 14g
Sugar 16g
Protein 10g",https://tasty.co/recipe/vegan-crumble-muffins
Sheet Pan Tacos,,Under 30 minutes,for 4 servings,"½ cup black beans (70 g), rinsed and drained; 1 portobello mushroom; 1 cup pepper (100 g), mixed green, yellow and orange, sliced; ½ jalapeño, sliced; ½ red onion; 5 grape tomatoes; 1 avocado, cut into small chunks; 2 tablespoons fresh cilantro, chopped; 1 teaspoon olive oil; salt and pepper; ½ tablespoon chili powder; 1 teaspoon cumin; tortilla shell, of your choice; lime, optional; hot sauce, optional","Calories 94
Fat 6g
Carbs 8g
Fiber 4g
Sugar 1g
Protein 2g",https://tasty.co/recipe/sheet-pan-tacos
Stuffed Butternut Squash,,,for 6 servings,"1 butternut squash; 2 tablespoons olive oil, divided; ½ cup rice (100 g); 1 cup vegetable stock (240 mL); 2 cloves garlic; 2 tomatoes; ½ cup black beans (70 g); ¼ cup corn (75 g); ½ cup fresh cilantro (20 g); 1 teaspoon cumin; 1 teaspoon chili powder; 1 teaspoon salt; pepper, to taste","Calories 163
Fat 1g
Carbs 36g
Fiber 4g
Sugar 4g
Protein 3g",https://tasty.co/recipe/stuffed-butternut-squash
Biko With Apple Compote,,,for 16 servings,"nonstick cooking spray, for greasing; 3 cups sliced apples; 3 tablespoons unsalted butter; 3 tablespoons brown sugar; 1 teaspoon ground cinnamon; 1 pinch kosher salt; 1 cup canned full-fat coconut milk; 1 cup water; 1 pinch kosher salt; 2 cups sticky rice (sweet glutinous rice), rinsed; 1 ½ cups canned full-fat coconut milk; ¾ cup dark brown sugar","Calories 190
Fat 7g
Carbs 27g
Fiber 2g
Sugar 25g
Protein 1g",https://tasty.co/recipe/biko-with-apple-compote
Pickled Corn,,"Total Time
2 hr
Prep Time
10 minutes
Cook Time
3 minutes",for 3 cups,"4 ears corn, shucked, kernels cut off (3-4 cups); 2 cloves garlic, halved; 1 shallot, thinly sliced; 1 serrano pepper, halved lengthwise and seeded; 1 cup distilled white vinegar (240 mL); ½ cup apple cider vinegar (120 mL); ¼ cup granulated sugar (25 g); 1 tablespoon coriander seeds, lightly toasted if desired; 1 tablespoon whole black peppercorn, lightly toasted if desired; 1 tablespoon kosher salt","Calories 238
Fat 2g
Carbs 49g
Fiber 5g
Sugar 19g
Protein 6g",https://tasty.co/recipe/pickled-corn
Easiest Stir-Fry Noodles,,Under 30 minutes,for 2 servings,"2 teaspoons oil; 1 packet noodle; 4 cloves garlic, finely chopped; 1 white onion, julienned; 1 carrot, julienned; 1 green bell pepper, julienned; 5 green onions, medium diced; 1 teaspoon soy sauce; 1 teaspoon vinegar; 2 teaspoons salt, or as per taste; 1 teaspoon pepper powder, optional","Calories 443
Fat 5g
Carbs 85g
Fiber 8g
Sugar 11g
Protein 15g",https://tasty.co/recipe/easiest-stir-fry-noodles
Vegan Tofu Breakfast Scramble,,Under 30 minutes,for 4 servings,"⅓ cup unsweetened plain almond milk (80 mL); 2 tablespoons nutritional yeast; 1 clove garlic, minced; ¼ teaspoon ground turmeric; ¾ teaspoon kosher salt, divided, plus more to taste; 16 oz extra firm tofu (450 g), drained and patted dry; 1 tablespoon olive oil; 3 scallions, white and light green parts, diced; ¼ teaspoon freshly ground black pepper; ½ cup red bell pepper (50 g), diced; ½ cup kale (20 g), chopped, stems removed; 1 avocado, pitted, peeled, and thinly sliced; 8 veggie breakfast sausage patties, cooked according to package; 1 La Brea Bakery® French Bread Loaf,, sliced and toasted",,https://tasty.co/recipe/vegan-tofu-breakfast-scramble
Smoothies: Vitamin C You Later,,,for 1 serving,"1 cup Great Value® Almond Milk (240 g); 1 ½ cups Great Value® Mixed Fruit (260 g); ¼ cup dried apricot (50 g), diced; ½ teaspoon fresh ginger","Calories 368
Fat 3g
Carbs 91g
Fiber 7g
Sugar 69g
Protein 4g",https://tasty.co/recipe/smoothies-vitamin-c-you-later
Healthy Smoothie Bowl: Blue Magik Bowl: The Lotus Coconut,,,for 1 serving,1 fresh banana; 1 cup frozen strawberries (150 g); ½ cup frozen mango (80 g); 3 tablespoons blue majik; 1 ½ cups milk of choice (360 mL); 1 fresh star fruit; 1 cup fresh diced mangoes (165 g); 1 tablespoon chia seeds; ½ cup shredded coconut (50 g),"Calories 780
Fat 26g
Carbs 132g
Fiber 22g
Sugar 96g
Protein 18g",https://tasty.co/recipe/healthy-smoothie-bowl-blue-magik-bowl-the-lotus-coconut
Diaspora Chili-Spiced Black-Eyed Peas As Made By CC Pean,,"Total Time
22 minutes
Prep Time
10 minutes
Cook Time
12 minutes",for 2 servings,"1 tablespoon palm oil; ½ medium white onion, chopped; 2 cloves garlic, minced; 2 teaspoons ginger purée; 2 roma tomatoes, seeded and chopped; ½ cup frozen okra (50 g), pre-cooked, sliced; ½ sweet plantain, cubed - yellow with brown spots; 1 ½ cups black eyed pea (150 g), cooked and drained; 1 tablespoon afcave diaspora chili blend; 1 cup full-fat coconut milk (240 mL); salt, to taste; rice, cooked; ¼ cup fresh cilantro (10 g), for garnish","Calories 411
Fat 22g
Carbs 54g
Fiber 9g
Sugar 22g
Protein 10g",https://tasty.co/recipe/diaspora-chili-spiced-black-eyed-peas-as-made-by-cc-pean
Gluten Free Rosemary Bread,,,for 6 servings,"1 ¼ cups warm water (300 mL); 1 ½ teaspoons active dry yeast; 1 teaspoon sugar; 2 cups gluten free flour blend (300 g); 2 teaspoons xanthan gum; 1 teaspoon kosher salt; ½ teaspoon ground black pepper; ½ teaspoon italian seasoning; 1 tablespoon fresh rosemary, finely chopped; 2 tablespoons olive oil; 1 ½ teaspoons olive oil; ¼ teaspoon kosher salt","Calories 186
Fat 1g
Carbs 39g
Fiber 3g
Sugar 0g
Protein 3g",https://tasty.co/recipe/gluten-free-rosemary-bread
Vegan Snickerdoodle Cupcakes,,,for 12 servings,1 ½ cups all purpose flour (185 g); ¾ cup brown sugar (150 g); ¼ cup white sugar (50 g); 1 teaspoon cinnamon; ½ teaspoon baking soda; ½ teaspoon salt; ¾ cup cold water (180 mL); ½ cup vegetable oil (120 mL); 2 ½ teaspoons vanilla extract; 1 teaspoon apple cider vinegar; 2 cups powdered sugar (220 g); ½ cup vegan butter (115 g); ½ cup vegetable shortening (120 mL); ½ teaspoon vanilla extract; 1 tablespoon nondairy milk; 1 tablespoon white sugar; 1 tablespoon cinnamon,,https://tasty.co/recipe/vegan-snickerdoodle-cupcakes
Black Tea Latte,,Under 30 minutes,for 1 serving,"14 oz black tea (200 mL); 2 tablespoons milk; 2 tablespoons heavy cream; 2 ½ tablespoons brown sugar; cinnamon, for sprinkling","Calories 181
Fat 11g
Carbs 21g
Fiber 0g
Sugar 19g
Protein 1g",https://tasty.co/recipe/black-tea-latte
Melon Ball Salad,,Under 30 minutes,for 3 servings,"¼ cup castor sugar (70 g); ⅓ cup water (90 mL); 3 whole cloves; 1 smashed cardamom pod; 1 lemon, sliced; ½ watermelon, balled; ½ honeydew melon, balled; ½ canary melon, balled; 7 fresh large basil leaves, chiffonaded","Calories 249
Fat 0g
Carbs 60g
Fiber 2g
Sugar 52g
Protein 4g",https://tasty.co/recipe/melon-ball-salad
Thanksgiving Leftovers Turnip Cake,,"Total Time
1 hr 31 min
Prep Time
1 hr 25 min
Cook Time
6 minutes",for 4 servings,"1 ½ cups mashed potatoes; ½ cup all-purpose flour, plus 3 tablespoons, divided; 1 ½ cups stuffing; 1 cup turkey skin; 1 cup chopped or shredded turkey; ½ cup gravy; salt, to taste; black pepper, to taste; avocado oil or neutral oil of choice, for frying; sliced chives or scallion, for garnish; ½ cup cranberry sauce; 1 tablespoon honey; 1 tablespoon ketchup; 1 ½ teaspoons soy sauce; ¼ tablespoon gochujang, plus more to taste; ¼ cup water","Calories 669
Fat 13g
Carbs 102g
Fiber 4g
Sugar 16g
Protein 30g",https://tasty.co/recipe/thanksgiving-leftover-turnip-cake
Leczo,,Under 30 minutes,for 4 servings,"1 corn; 2 cans tomato; 1 can tomato puree; 2 polish sausages (kielbasa)s; 2 white onions; 2 cloves garlic, chopped; 2 small zucchinis, diced; 1 red bell pepper, cubed; 2 tablespoons garlic powder; 1 teaspoon black pepper; 1 teaspoon salt; 3 tablespoons sweet paprika; 1 teaspoon chili","Calories 303
Fat 14g
Carbs 32g
Fiber 5g
Sugar 12g
Protein 15g",https://tasty.co/recipe/leczo
,,,,,,https://tasty.co/recipe/gideons-secret-sauces-and-marinades-pantry-guide-and-tool-kit
Tasty’s Purple Goddess,,20 minutes,for 4 servings,"3 scallions, thinly sliced; ¾ cup persian cucumber (110 g), finely chopped; 2 tablespoons fresh dill, finely chopped, plus more for garnish; ½ small head purple cabbage, finely chopped; ½ red onion, finely chopped; ¼ cup chives (10 g), thinly sliced, plus more for garnish; 1 ½ teaspoons kosher salt; blue corn tortilla chip, for serving; 6 oz red beet (175 g), peeled and roasted; 2 cloves garlic; 1 small shallot, quartered; ½ cup blackberry (75 g), fresh or frozen; ½ cup fresh basil leaf (20 g), preferable opal basil; ½ cup purple kale leaves (20 g), packed; ¼ cup nutritional yeast (30 g); ⅓ cup lemon (80 mL), juiced; 2 tablespoons olive oil; 2 tablespoons cashews, or pine nuts; 1 tablespoon balsamic vinegar; 1 teaspoon kosher salt; ½ teaspoon freshly ground black pepper; water, as needed","Calories 144
Fat 3g
Carbs 25g
Fiber 6g
Sugar 11g
Protein 6g",https://tasty.co/recipe/tastys-purple-goddess
Turon,,"Total Time
22 minutes
Prep Time
10 minutes
Cook Time
12 minutes",for 3 servings,"canola oil, for frying; 1 ripe plantain; 1 cup brown sugar, plus more for serving; square spring roll wrapper, thawed; 1 canned jackfruit, drained and sliced (optional); beaten egg white or water, for sealing; ice cream, for serving (optional)","Calories 325
Fat 1g
Carbs 82g
Fiber 2g
Sugar 58g
Protein 0g",https://tasty.co/recipe/turon
"Spicy Tomato, Cucumber, And Watermelon Salad",,Under 30 minutes,for 4 servings,"1 small seedless watermelon; 2 limes; 1 container Simple Truth™ Organic Grape Tomatoes, thinly sliced crosswise; 2 Simple Truth™ Organic Hass Avocados, peeled, pitted, and cut into 2 in (5 cm) half-moons; 1 medium Simple Truth™ Cucumber, peeled and sliced into thin half moons; ½ cup Simple Truth™ Rosemary Balsamic Salad Dressing (75 g); 1 jalapeño, steemed and thinly sliced; ½ tablespoon flaky sea salt; 2 tablespoons Simple Truth Roasted and Salted No Shell Pistachios, chopped; 2 tablespoons Simple Truth™ Organic Basil leaves; 1 tablespoon Simple Truth Organic Chives, chopped",,https://tasty.co/recipe/spicy-tomato-cucumber-and-watermelon-salad
Strawberry Cream Cheese Stuffed French Toast,,Under 30 minutes,for 4 servings,"1 package vegan cream cheese; 1 ½ cups freeze dried berries (225 g); 1 tablespoon vegan sugar; 1 package ciabatta roll, gluten-free; 2 cups plant based milk (480 mL); ⅔ cup chickpea flour (85 g); 2 teaspoons vanilla extract; 2 tablespoons vegan butter; fresh berry; vegan whipped cream; powdered sugar; maple syrup","Calories 495
Fat 24g
Carbs 49g
Fiber 10g
Sugar 15g
Protein 17g",https://tasty.co/recipe/strawberry-cream-cheese-stuffed-french-toast
Taco-Spiced Deviled Eggs,,,for 12 deviled eggs,"6 large eggs; 3 tablespoons mayonnaise; 1 teaspoon McCormick® Taco Seasoning, plus extra for sprinkling; ½ teaspoon yellow mustard; ½ teaspoon salt; ½ teaspoon black pepper; crushed tortilla chips, for garnish; McCormick® Freeze-Dried Chive, for garnish","Calories 62
Fat 5g
Carbs 0g
Fiber 0g
Sugar 0g
Protein 3g",https://tasty.co/recipe/taco-spiced-deviled-eggs
Date-Nut Energy Balls,,Under 30 minutes,for 24 servings,"1 cup whole almonds (125 g); 1 cup date (175 g), pitted; 1 tablespoon smooth almond butter; ¼ teaspoon vanilla extract","Calories 80
Fat 5g
Carbs 7g
Fiber 1g
Sugar 4g
Protein 2g",https://tasty.co/recipe/date-nut-energy-balls
Pasta E Fagioli,,Under 30 minutes,for 2 servings,"2 cloves garlic; 1 sprig rosemary; 1 tablespoon olive oil; 1 shallot, minced; 1 carrot, finely diced; 5 tablespoons tomato sauce; 1 can beans, cooked; 2 cups vegetable stock (500 mL), enough for the pasta to be slightly submerged; 1 cup short pasta (200 g)","Calories 526
Fat 3g
Carbs 111g
Fiber 15g
Sugar 5g
Protein 29g",https://tasty.co/recipe/pasta-e-fagioli
Vegan Jerk Jackfruit Bowl,,"Total Time
1 hr 25 min
Prep Time
15 minutes
Cook Time
1 hr 10 min",for 3 servings,"1 teaspoon coconut oil; 1 can kidney bean, drained and rinsed; 2 cups long grain rice (400 g); 1 teaspoon freshly ground black pepper; 1 teaspoon garlic salt; 4 cups water (960 mL); 1 ripe peach, pitted and cubed; 1 avocado, pitted and diced; ½ cup red onion (75 g), diced; 1 jalapeño, seeded and minced; 1 lime, juiced; ½ bunch fresh cilantro, roughly chopped; 2 ripe plantains; oil, for frying; kosher salt, to taste; ¼ cup shredded purple cabbage (25 g); ¼ cup shredded green cabbage (25 g); ¼ cup red onion (35 g), thinly sliced; 4 scallions, green part only, cut on the bias, plus more for garnish; kosher salt, to taste; freshly ground black pepper, to taste; 1 can jackfruit, drained and rinsed; ⅓ cup mild jerk seasoning sauce (80 g); kosher salt, to taste; freshly ground black pepper, to taste","Calories 1123
Fat 13g
Carbs 241g
Fiber 21g
Sugar 36g
Protein 32g",https://tasty.co/recipe/vegan-jerk-jackfruit-bowl
Mushroom & Kale Stew,,Under 30 minutes,for 3 Servings,"4 stalks fresh kale, stemmed & lightly chopped; 1 can sweet potato; 8 oz cremini mushroom (225 g), sliced; ¼ teaspoon fresh thyme; ¼ teaspoon marjoram; Summer Savory seasoning, big pinch; salt and pepper, to taste","Calories 84
Fat 0g
Carbs 17g
Fiber 2g
Sugar 6g
Protein 3g",https://tasty.co/recipe/mushroom-kale-stew
Lemon Turmeric Fruit Salad,,Under 30 minutes,for 4 servings,"2 Simple Truth™ Organic Kiwi Fruits; 1 Simple Truth™ Navel Orange; 1 cup raspberry (150 g); 1 cup blackberry (150 g), halved lengthwise; 1 cup Simple Truth™ Organic Blueberries (150 g); 1 cup Simple Truth™ Organic Grapes (150 g); 1 cup strawberry (150 g), stemmed and sliced lengthwise; ½ cup Simple Truth™ Organic Mini Seedless Cucumbers (75 g), sliced into half-moons; ¼ cup Simple Truth™ Organic Lemon Turmeric Dressing (35 g); 3 tablespoons Simple Truth™ Organic Mint leaves",,https://tasty.co/recipe/lemon-turmeric-fruit-salad
Cong You Bing (Scallion Pancake),,Under 30 minutes,for 8 servings,"4 cups flour (500 g); 1 ½ cups lukewarm water (360 mL); ¼ cup oil (60 mL); ⅓ cup scallions (35 g); salt, to taste","Calories 265
Fat 1g
Carbs 54g
Fiber 1g
Sugar 0g
Protein 7g",https://tasty.co/recipe/cong-you-bing-scallion-pancake
Air Fryer Spiced Apples In 15 Minutes Or Less,,"Total Time
15 minutes
Prep Time
5 minutes
Cook Time
10 minutes",for 4 servings,"2 granny smith apples; ¼ cup maple syrup (60 g); 1 ½ tablespoons coconut oil, melted; ½ teaspoon ground cinnamon; ¼ teaspoon ground nutmeg; ¼ teaspoon ground ginger; ½ cup rolled oats (40 g); 2 tablespoons all purpose flour; 2 tablespoons raisin; 2 tablespoons coconut oil, melted; 2 tablespoons maple syrup; 1 teaspoon ground cinnamon; ¼ teaspoon ground nutmeg; ¼ teaspoon ground ginger; ¼ teaspoon kosher salt; vanilla ice cream, for serving; caramel sauce, for serving","Calories 292
Fat 11g
Carbs 46g
Fiber 4g
Sugar 24g
Protein 3g",https://tasty.co/recipe/air-fryer-spiced-apples-in-15-minutes-or-less
Bulgur Mujaddara,,Under 30 minutes,for 3 servings,"2 tablespoons olive oil; 3 onions, chopped; ¾ cup lentils (125 g); 2 ½ cups water (600 mL); 1 cup fine grain bulgur (200 g); 1 salt, to taste; pepper, to taste; caramelized onion, for serving","Calories 490
Fat 4g
Carbs 95g
Fiber 14g
Sugar 15g
Protein 21g",https://tasty.co/recipe/bulgur-mujaddara
Simple Kale Chips,,Under 30 minutes,for 3 servings,1 bag kale; 3 tablespoons olive oil; ¼ teaspoon salt; ¼ teaspoon pepper; ¼ teaspoon garlic powder,"Calories 37
Fat 3g
Carbs 0g
Fiber 0g
Sugar 0g
Protein 0g",https://tasty.co/recipe/simple-kale-chips
Worm Salt Ft. Rusa,,8 minutes,for 1 serving,"1 lime, plus 1 wheel, for garnish; 2 teaspoons chili worm salt, divided (optional); ice, as needed; ½ grapefruit, plus 1 wheel, for garnish; ½ orange, plus 1 wheel, for garnish; ½ cup grapefruit soda (120 mL); ¼ cup pineapple (35 g)","Calories 158
Fat 0g
Carbs 42g
Fiber 5g
Sugar 31g
Protein 1g",https://tasty.co/recipe/worm-salt-ft-rusa
Divinity Soup,,,for 8 servings,"2 collard greens, washed, dried, and cut into long strips; 1 bunch kale, washed, dried, and cut into long strips; 6 portobello mushrooms, washed, dried, and sliced; 1 lb shiitake mushroom (425 g), (15-20 mushrooms), washed, dried, and sliced; 1 lb oyster mushroom (425 g), (10-15), washed, dried, and sliced; 3 cartons vegan broth; 6 cloves garlic; 1 small red onion; 1 jalapeño pepper; 2 packs shirataki noodles, rinsed and halved (or cut to desired length); 6 tablespoons paprika; 3 whole star anises; liquid amino; ¼ cup olive oil (60 mL), as needed; topping of your choice, Hemp seeds, avocado or scallions","Calories 321
Fat 3g
Carbs 63g
Fiber 9g
Sugar 4g
Protein 11g",https://tasty.co/recipe/divinity-soup
Spicy Candied Orange Slices,,"Total Time
13 hr
Prep Time
10 minutes
Cook Time
50 minutes",for 12 slices,"4 cups water (960 mL), divided; 2 oranges; 1 cup ice (140 g); 2 cups granulated sugar (400 g); 2 tablespoons sugar; 1 tablespoon tajin seasoning","Calories 111
Fat 0g
Carbs 28g
Fiber 0g
Sugar 27g
Protein 0g",https://tasty.co/recipe/spicy-candied-orange-slices
4-Ingredient Green Smoothie Bowl,,,for 1 serving,"1 banana; 1 kiwi; ½ cup kale (20 g), or greens of your choice; ½ cup water (120 mL), milk or dairy-free milk of your choice","Calories 237
Fat 1g
Carbs 57g
Fiber 8g
Sugar 26g
Protein 5g",https://tasty.co/recipe/4-ingredient-green-smoothie-bowl
Vegan Creamy Cashew Mac,,Under 30 minutes,for 6 servings,"2 cups elbow macaroni (400 g), cooked; 1 medium yellow onion, diced; 1 cup raw cashews (125 g); 2 cloves garlic, minced; 1 cup grated potato (200 g); 1 teaspoon mustard; 1 teaspoon salt; 1 teaspoon chili flakes,; 1 teaspoon garlic powder; 1 teaspoon onion powder; ¼ cup nutritional yeast (30 g); 2 teaspoons apple cider vinegar; 1 cup reserved pasta water (240 mL)","Calories 347
Fat 7g
Carbs 56g
Fiber 2g
Sugar 4g
Protein 12g",https://tasty.co/recipe/vegan-creamy-cashew-mac
Vegan Rose White Chocolate Chip Oats Cookies,,Under 30 minutes,for 24 cookies,"2 cups gluten-free oat flour (250 g); ½ teaspoon baking soda; ½ teaspoon baking powder; ¼ teaspoon salt; ¼ cup melted coconut oil (60 mL); 1 tablespoon rose water; ¼ cup coconut sugar (50 g); ¼ cup pure maple syrup (85 g); 2 flax-eggs, (2 tablespoons ground flax + 6 tbsp water, whisked together, set for 15 minutes); 2 tablespoons dried rose petal; 1 ½ cups vegan white chocolate chips (215 g)","Calories 299
Fat 19g
Carbs 25g
Fiber 9g
Sugar 7g
Protein 8g",https://tasty.co/recipe/vegan-rose-white-chocolate-chip-oats-cookies
Vegan Caesar Salad,,"Total Time
45 minutes
Prep Time
20 minutes
Cook Time
25 minutes",for 4 servings,"4 oz raw cashews (110 g); ¼ cup filtered water (60 mL); 1 clove garlic; 2 tablespoons caper, drained; 1 ½ teaspoons ground kelp, or nori; 2 teaspoons dijon mustard; 3 tablespoons nutritional yeast; 2 teaspoons lemon juice; 2 tablespoons extra virgin olive oil; 1 teaspoon kosher salt; ½ teaspoon freshly ground black pepper; ⅓ cup roasted pepitas (20 g); ¼ cup nutritional yeast (25 g); 2 ½ teaspoons olive oil; ½ teaspoon kosher salt; 1 can chickpeas, drained and dried; 2 tablespoons olive oil; ¾ teaspoon kosher salt; ½ teaspoon garlic powder; ¼ teaspoon freshly ground black pepper; 5 oz romaine lettuce (150 g), roughly chopped; 5 oz lacinato kale (150 g), cut into 1 in (2.54 cm), massaged; kosher salt, to taste","Calories 442
Fat 23g
Carbs 42g
Fiber 11g
Sugar 6g
Protein 20g",https://tasty.co/recipe/vegan-caesar-salad
Spiral Plantains With Mojo Sauce,,"Total Time
30 minutes
Prep Time
15 minutes
Cook Time
10 minutes",for 4 servings,"¼ cup large orange (60 mL), juiced; ¼ cup large limes (60 mL); 1 bunch fresh cilantro, thick stems removed; 1 teaspoon kosher salt; 1 teaspoon dried oregano; 1 teaspoon ground cumin; 6 large cloves garlic; ½ cup olive oil (120 mL); 2 qt canola oil (1.8 L), for frying; 4 large yellow plantains; kosher salt, to taste; Tasty's Mayoketchup, for serving; 4 wooden skewers, 6 in (15 cm)","Calories 867
Fat 55g
Carbs 105g
Fiber 11g
Sugar 46g
Protein 3g",https://tasty.co/recipe/spiral-plantains-with-mojo-sauce
Crème Brûlée With Cranberry Tanghulu And Compote,,,for 6 servings,"1 ½ cups fresh cranberries; ¾ cup water; ¼ cup granulated sugar; ½ lemon, zested; ½ lemon, juiced; ¼ teaspoon kosher salt; 3 cups heavy cream; 1 tablespoon McCormick® Pure Vanilla Extract; 5 large egg yolks; ¾ cup granulated sugar; 4 cups hot water, for baking; coarse sugar, for sprinkling; ½ cup granulated sugar; ½ cup water; 18 fresh cranberries; 6 6-inch wooden skewers","Calories 570
Fat 47g
Carbs 42g
Fiber 0g
Sugar 40g
Protein 8g",https://tasty.co/recipe/creme-brulee-with-cranberry-tanghulu-and-compote
Pink Smoothie Bowl,,Under 30 minutes,for 1 serving,½ cup unsweetened almond milk (120 mL); ¼ cup old fashion oat (25 g); 1 medium banana; ½ cup plain greek yogurt (120 g); ¾ cup frozen mango (110 g); ½ cup frozen pineapple (75 g); ¾ cup frozen strawberry (110 g); strawberry; kiwi; banana; granola,"Calories 673
Fat 5g
Carbs 166g
Fiber 15g
Sugar 76g
Protein 20g",https://tasty.co/recipe/pink-smoothie-bowl
Oh Kale Yeah Baby Food (11+ Months),,,for 12 servings,"2 potatoes, washed, peeled and cooked; 8 oz green beans (225 g), washed and steamed; 8 oz kale (220 g), washed and steamed; water, can use breast milk or formula","Calories 35
Fat 0g
Carbs 7g
Fiber 1g
Sugar 0g
Protein 1g",https://tasty.co/recipe/oh-kale-yeah-baby-food-11-months
Multipurpose Cleaner,,,for 2 quarts,4 orange peels; 2 cups distilled white vinegar (480 mL); 1 cup water (240 mL),"Calories 202
Fat 0g
Carbs 40g
Fiber 8g
Sugar 31g
Protein 3g",https://tasty.co/recipe/multipurpose-cleaner
Tofu Bowl,,,for 2 servings,"14 oz extra firm tofu (395 g); 1 cup quinoa (170 g); 2 teaspoons McCormick® Hearty Spice Blend, divided; 1 teaspoon kosher salt, plus more to taste; 4 tablespoons olive oil, plus 2 teaspoons, divided; 1 large delicata squash, sliced into 1/2 inch (1 1/4 cm) rings; 1 bunch lacinato kale, washed, stemmed, and cut into thin ribbons; 2 teaspoons sesame seed, for garnish; fresh chive, sliced, for garnish; 1 garlic, minced or grated; ¼ cup tahini (60 mL); 2 tablespoons lemon juice; 1 teaspoon lemon zest; 3 tablespoons water; 1 teaspoon McCormick® Hearty Spice Blend; 1 pinch kosher salt","Calories 773
Fat 34g
Carbs 89g
Fiber 19g
Sugar 8g
Protein 38g",https://tasty.co/recipe/tofu-bowl
Everything Bagel Hummus,,Under 30 minutes,for 4 servings,"6 cloves garlic, unpeeled; ¼ cup olive oil (60 mL), divided, plus 2 teaspoons; 1 can chickpeas, drained and rinsed; 2 tablespoons toasted pine nut, divided; ⅓ cup tahini (80 g); 1 lemon, juiced; 1 teaspoon kosher salt; ½ teaspoon onion powder; ⅓ cup cold water (80 g); 1 tablespoon Clubhouse® Everything Bagel Seasoning; pita, for serving; Crudité, for serving","Calories 275
Fat 13g
Carbs 30g
Fiber 8g
Sugar 4g
Protein 10g",https://tasty.co/recipe/everything-bagel-hummus
The Best Ratatouille,,,for 4 servings,"2 tablespoons olive oil; 1 onion, chopped; 1 clove garlic, minced; 5 zucchinis, peeled and sliced; 1 green bell pepper, desseded and chopped; 1 red bell pepper, desseded and chopped; 1 can tomato sauce; Herbe de provence, to taste; salt and pepper, to taste","Calories 103
Fat 3g
Carbs 18g
Fiber 4g
Sugar 8g
Protein 4g",https://tasty.co/recipe/the-best-ratatouille
Super Simple Citrus And Fennel Salad,,40 minutes,for 4 servings,"½ medium fennel bulb, trimmed, fronds reserved; 1 teaspoon coarse ground dijon mustard; 1 tablespoon olive oil; kosher salt, to taste; freshly ground black pepper, to taste; 1 grapefruit; 2 tangeloes; 1 blood orange; 1 lime; 2 tablespoons fennel fronds, chopped; ¼ cup toasted crushed macadamia nuts (25 g)","Calories 156
Fat 10g
Carbs 18g
Fiber 3g
Sugar 11g
Protein 2g",https://tasty.co/recipe/super-simple-citrus-and-fennel-salad
Smoothies: Fruit Explosion,,,for 1 serving,"1 cup Great Value® Nonfat Milk (240 mL); 1 ½ cups Great Value® Mixed Fruit (260 g); ¼ cup dried apricot (50 g), diced; ¼ cup coconut chips (20 g)","Calories 670
Fat 20g
Carbs 122g
Fiber 10g
Sugar 96g
Protein 11g",https://tasty.co/recipe/smoothies-fruit-explosion
Chunky Monkey Smoothie Bowls,,Under 30 minutes,for 2 servings,3 frozen bananas; 2 cups milk (480 mL); 2 tablespoons cocoa powder; 3 tablespoons peanut butter; 1 cup ice (140 g); 1 cup oats (250 g); 1 banana; 2 tablespoons peanuts; 2 tablespoons shredded coconut; 5 tablespoons granola; 2 tablespoons chocolate chips; 2 tablespoons almond,"Calories 1069
Fat 41g
Carbs 159g
Fiber 23g
Sugar 63g
Protein 33g",https://tasty.co/recipe/chunky-monkey-smoothie-bowls
Vegan Mofongo En Caldo As Made By Jeremie Serrano,,"Total Time
1 hr 5 min
Prep Time
20 minutes
Cook Time
45 minutes",for 4 servings,"2 tablespoons vegan butter; ½ small white onion, diced; 1 tablespoon garlic paste; 32 oz low sodium vegetable broth (940 g); 1 vegan chicken-flavored, vegetable bouillon cube; 2 bay leaves; kosher salt, to taste; ½ tablespoon freshly ground black pepper; ½ small white onion; ½ red bell pepper, seeded; ½ green bell pepper, seeded; 1 teaspoon garlic paste; 4 sprigs fresh cilantro, torn; 1 cup olive oil (240 mL); kosher salt, to taste; black pepper, to taste; 4 cups neutral oil (960 mL), such as canola for frying; 4 green plantains, cut into 1 (2.54 cm); vegan butter, to taste; garlic paste, to taste; adobo seasoning, to taste; mortar and pestle",,https://tasty.co/recipe/vegan-mofongo-en-caldo-as-made-by-jeremie-serrano
