,likes,time,servings,ingredients,nutritions,link
Bean Cookie Dough,59% WOULD MAKE AGAIN,"Total Time
40 minutes
Prep Time
20 minutes
Cook Time
10 minutes",for 1 serving,"1 can unsalted chickpeas, drained and skins removed (15 ounce - 425 grams); 2 ½ cups hot water (600 mL); 2 tablespoons lemon juice, divided, plus 1 teaspoon; 2 teaspoons unrefined coconut oil; ½ cup almond meal (75 g); ¼ cup dark brown sugar (55 g); 1 tablespoon granulated sugar; ½ teaspoon vanilla extract; ¼ teaspoon kosher salt; ⅛ teaspoon baking soda; ⅔ cup vegan dark chocolate (115 g); food processor",,https://tasty.co/recipe/bean-cookie-dough
How To Make Vegan Kimchi,90% WOULD MAKE AGAIN,,for 4 servings,"2 lb green cabbage (910 g), savoy or napa; ½ cup coarse salt (120 g); 4 green onions; 1 ginger, 2-inch (5 cm) piece; 6 cloves garlic; ¼ cup daikon radish (4 g); ½ cup white rice (115 g); ¼ cup water (60 mL), plus more as needed; 2 tablespoons soy sauce; 1 tablespoon vegan sugar; 1 tablespoon gochugaru","Calories 170
Fat 0g
Carbs 39g
Fiber 8g
Sugar 9g
Protein 5g",https://tasty.co/recipe/how-to-make-kimchi
Garlic And Herb Hummus,92% WOULD MAKE AGAIN,,for 6 servings,"15 oz garbanzo beans (425 g), 1 can; 2 cloves garlic; 3 tablespoons tahini; 1 lemon, juiced; 2 tablespoons olive oil, more to garnish; salt, to taste; pine nut, to garnish; 1 ½ tablespoons fresh parsley; 2 tablespoons water; pita chip, to serve","Calories 154
Fat 5g
Carbs 20g
Fiber 5g
Sugar 3g
Protein 7g",https://tasty.co/recipe/garlic-and-herb-hummus
Jackfruit Tacos,96% WOULD MAKE AGAIN,,for 4 servings,"20 oz jackfruit (565 g), 2 cans, in brine or water; 1 tablespoon olive oil; ½ yellow onion, sliced; 3 cloves garlic, minced; 1 teaspoon chili powder; 1 teaspoon paprika; 1 teaspoon cumin; 1 teaspoon liquid smoke; 1 teaspoon salt; 1 teaspoon pepper; 1 cup vegetable stock (240 mL); ¾ cup vegan bbq sauce (215 g); tortilla, to serve","Calories 250
Fat 1g
Carbs 60g
Fiber 2g
Sugar 19g
Protein 1g",https://tasty.co/recipe/jackfruit-tacos
Vegan Banana Ice Cream,88% WOULD MAKE AGAIN,Under 30 minutes,for 8 servings,5 bananas; 24 chocolate sandwich cookies; 4 cups peanut butter (960 g); 4 cups dark chocolate (680 g); 4 cups chocolate chips (700 g),,https://tasty.co/recipe/vegan-banana-ice-cream
Chocolate Sandwich Cookie Reindeer,87% WOULD MAKE AGAIN,45 minutes,for 12 servings,"1 cup semisweet chocolate chip (175 g); 1 tablespoon coconut oil; 12 double-stuffed chocolate cookie sandwiches; 12 pretzel twists, broken in half; 24 white chocolate chips; 12 red cinnamon candies",,https://tasty.co/recipe/chocolate-sandwich-cookie-reindeer
Hibiscus Latte,78% WOULD MAKE AGAIN,,for 1 serving,"2 teaspoons hibiscus tea; ¼ cup hot water (60 mL); ¾ cup milk (180 mL); ½ tablespoon agave nectar, optional; 1 teaspoon dried rose petal; hibiscus powder","Calories 138
Fat 5g
Carbs 15g
Fiber 0g
Sugar 16g
Protein 5g",https://tasty.co/recipe/hibiscus-latte
Anything-You-Got Curry Soup,91% WOULD MAKE AGAIN,,for 4 servings,"1 tablespoon vegetable oil; 1 medium yellow onion, diced; 1 tablespoon minced fresh ginger; 5 cloves garlic, minced; kosher salt, to taste; freshly ground black pepper, to taste; 1 tablespoon brown sugar; 2 tablespoons ground turmeric; 3 tablespoons red curry paste; 2 cups chopped Yukon Gold potatoes (450 g); 28 oz coconut milk (840 mL); 1 cup fresh vegetables (150 g), of choice, for garnish; 1 tablespoon fresh herbs, of choice, for garnish","Calories 570
Fat 38g
Carbs 52g
Fiber 9g
Sugar 20g
Protein 9g",https://tasty.co/recipe/anything-you-got-curry-soup
Italian Salad Dressing,95% WOULD MAKE AGAIN,,for 16 servings,"1 tablespoon garlic, minced; 1 tablespoon fresh oregano, minced; 2 tablespoons fresh parsley, minced; 1 tablespoon fresh basil, minced; salt, to taste; freshly ground black pepper, to taste; 1 cup white wine vinegar (240 mL); 1 cup extra virgin olive oil (240 mL)","Calories 34
Fat 3g
Carbs 0g
Fiber 0g
Sugar 0g
Protein 0g",https://tasty.co/recipe/italian-salad-dressing
Mango Melon Fruit Salad,88% WOULD MAKE AGAIN,,for 4 servings,"2 cups pineapple (490 g), cubed; 2 cups cantaloupe (320 g), cubed; 2 cups honeydew melon (320 g), cubed; 2 cups mango (330 g), cubed; 3 tablespoons lime juice; 1 tablespoon maple syrup","Calories 222
Fat 1g
Carbs 56g
Fiber 5g
Sugar 49g
Protein 3g",https://tasty.co/recipe/mango-melon-fruit-salad
Pecan Cranberry Bites,96% WOULD MAKE AGAIN,Under 30 minutes,for 15 bites,⅓ cup dried cranberries (40 g); ⅔ cup almond butter (160 g); ¼ cup maple syrup (85 g); 1 teaspoon vanilla extract; 1 cup rolled oats (80 g); 2 tablespoons chopped pecan; 1 pinch salt,"Calories 150
Fat 9g
Carbs 13g
Fiber 2g
Sugar 4g
Protein 4g",https://tasty.co/recipe/pecan-cranberry-bites
Easy Beet Hummus,92% WOULD MAKE AGAIN,,for 6 servings,"15 oz garbanzo beans (425 g), 1 can, drained and rinsed; ¾ teaspoon salt; ½ teaspoon ground cumin; 1 clove garlic, minced; 1 cup canned sliced beet (200 g), drained; 1 tablespoon lemon juice; 1 tablespoon extra virgin olive oil; 2 tablespoons water","Calories 131
Fat 2g
Carbs 21g
Fiber 6g
Sugar 5g
Protein 6g",https://tasty.co/recipe/easy-beet-hummus
Baja Bánh Mì,92% WOULD MAKE AGAIN,"Total Time
3 hr 30 min
Prep Time
30 minutes
Cook Time
55 minutes",for 4 servings,"6 tablespoons neutral oil, such as canola or vegetable; 6 tablespoons soy sauce; 2 large stalks lemongrass, bruised and cut into ½-inch (1 1/4 cm) pieces; 3 cloves garlic, crushed; 1 lime, juiced; ¼ cup rice wine vinegar (60 mL); 2 large sweet potatoes, cut into ⅛-inch (3 mm) thick planks; 2 cups canola oil (480 mL), for frying; 1 ½ cups all-purpose flour (185 g), divided; 1 teaspoon kosher salt; 2 cups lager beer (480 mL); 1 cup rice wine vinegar (240 mL); ½ cup water (120 mL); 2 tablespoons sugar; 1 teaspoon kosher salt; 2 large carrots, cut into matchsticks; ½ medium red onion, thinly sliced; 1 lb cremini mushrooms (455 g), cleaned and stemmed; 2 tablespoons olive oil; ¼ medium red onion, minced; 2 cloves garlic, minced; 1 fresh ginger, peeled and minced; 2 teaspoons vegan worcestershire; 1 tablespoon soy sauce; ⅓ cup vegan mayonnaise (80 mL); 1 teaspoon chipotle powder; ¼ medium purple cabbage, thinly sliced; ½ teaspoon kosher salt; 1 lime, juiced; 4 French rolls, split lengthwise and toasted (6 in - 15 cm); ½ english cucumber, peeled into ribbons; 1 large avocado, thinly sliced; 1 jalapeño, thinly sliced; 1 cup fresh cilantro (40 g), washed and large stems removed","Calories 1109
Fat 56g
Carbs 132g
Fiber 11g
Sugar 51g
Protein 17g",https://tasty.co/recipe/baja-banh-mi
Egg-In-A-Hole Sweet Potato Nests,86% WOULD MAKE AGAIN,Under 30 minutes,for 6 servings,"1 large sweet potato; 1 medium yellow onion; 1 ½ teaspoons salt; 1 teaspoon pepper; 1 teaspoon garlic powder; 3 tablespoons flour; 7 eggs, divided; 3 tablespoons olive oil; garnish of choice, for serving","Calories 172
Fat 7g
Carbs 16g
Fiber 1g
Sugar 5g
Protein 8g",https://tasty.co/recipe/egg-in-a-hole-sweet-potato-nests
Homemade Vegetable Stock,93% WOULD MAKE AGAIN,,for 8 cups,"onion, tops,bottoms, and skins; celery, tops and bottoms; carrot, tops, bottoms, and skins; mushroom stem; garlic, tops, bottoms, and skins; potato, tops, bottoms, and skins; 1 bunch fresh parsley stems; water, as needed","Calories 0
Fat 0g
Carbs 0g
Fiber 0g
Sugar 0g
Protein 0g",https://tasty.co/recipe/homemade-vegetable-stock
Avocado And Roasted Chickpea Toast,96% WOULD MAKE AGAIN,,for 1 serving,"1 slice bread, toasted; ½ avocado, mashed; ½ cup chickpeas (100 g), roasted; hot sauce, to taste","Calories 213
Fat 12g
Carbs 21g
Fiber 8g
Sugar 2g
Protein 6g",https://tasty.co/recipe/avocado-and-roasted-chickpea-toast
Avocado Strawberry Ice Cream,51% WOULD MAKE AGAIN,,for 4 servings,16 oz heavy whipping cream (170 g); 14 oz condensed milk (395 g); 1 cup strawberry (150 g); ¼ cup powdered sugar (25 g); 3 avocados,"Calories 886
Fat 66g
Carbs 77g
Fiber 8g
Sugar 67g
Protein 13g",https://tasty.co/recipe/avocado-strawberry-ice-cream
Roasted Cauliflower And Cauliflower Leaves,93% WOULD MAKE AGAIN,"Total Time
30 minutes
Prep Time
5 minutes
Cook Time
25 minutes",for 4 servings,1 medium head cauliflower; 1 tablespoon olive oil; ½ teaspoon kosher salt; ½ teaspoon pepper,"Calories 70
Fat 1g
Carbs 13g
Fiber 6g
Sugar 6g
Protein 5g",https://tasty.co/recipe/roasted-cauliflower-and-cauliflower-leaves
Carrot Orange Ginger Juice,88% WOULD MAKE AGAIN,Under 30 minutes,for 1 serving,"3 navel oranges, peeled and cut into segments; 4 carrots, chopped; 1 tablespoon ginger, minced","Calories 384
Fat 1g
Carbs 94g
Fiber 21g
Sugar 63g
Protein 7g",https://tasty.co/recipe/carrot-orange-ginger-juice
Save A Peel Smoothie,90% WOULD MAKE AGAIN,,for 2 servings,"1 banana; 4 strawberries; ¼ cup raspberry (125 g); 1 ½ cups almond milk (360 mL); 1 medium apple, peels","Calories 173
Fat 1g
Carbs 42g
Fiber 6g
Sugar 25g
Protein 2g",https://tasty.co/recipe/save-a-peel-smoothie
Pineapple Rosemary Ice Pops,91% WOULD MAKE AGAIN,6 hr 15 min,for 6 ice pops,¾ cup sugar (150 g); 2 large sprigs fresh rosemary; ½ cup water (120 g); 20 oz frozen pineapple (565 g); 1 tablespoon lemon juice,"Calories 163
Fat 0g
Carbs 57g
Fiber 1g
Sugar 26g
Protein 0g",https://tasty.co/recipe/pineapple-rosemary-ice-pops
Smoked Watermelon Ham,36% WOULD MAKE AGAIN,30 minutes,for 10 servings,"1 large seedless watermelon; ½ cup kosher salt (120 g); 3 tablespoons coconut sugar; 1 tablespoon chili powder; 1 tablespoon smoked paprika; 1 ½ teaspoons freshly ground black pepper; 2 teaspoons garlic powder; 2 teaspoons onion powder; ½ teaspoon ground cloves; 3 cups hickory chips (300 g), soaked in cold water for 1 hour; orange, or fresh rosemary or thyme sprigs, for garnish; 2 teaspoons canola oil; 2 teaspoons garlic, minced; 2 teaspoons fresh ginger, minced (about 1/4 inch (6mm) piece of fresh ginger, peeled); ½ cup coconut sugar (100 g); ½ cup raw agave (165 g); ½ cup fresh orange juice (120 mL); 2 teaspoons dijon mustard; 1 tablespoon pureed chipotle in adobo; 1 teaspoon kosher salt; ½ teaspoon worcestershire sauce","Calories 181
Fat 0g
Carbs 45g
Fiber 2g
Sugar 39g
Protein 1g",https://tasty.co/recipe/smoked-watermelon-ham
Nutritional Yeast Popcorn Seasoning,94% WOULD MAKE AGAIN,,for 2 servings,"1 bag popcorn, prepared; 2 tablespoons nutritional yeast","Calories 89
Fat 0g
Carbs 16g
Fiber 3g
Sugar 0g
Protein 4g",https://tasty.co/recipe/popcorn-seasoning
Thai Basil Peanut Pesto,93% WOULD MAKE AGAIN,,for 1 cup,"2 cups thai basil leaves (80 g), packed; 4 cloves garlic; ¼ cup dry roasted peanuts (30 g); 3 tablespoons sesame oil; 1 ½ tablespoons rice vinegar; ½ teaspoon red pepper flakes; 1 tablespoon agave nectar; 1 teaspoon soy sauce; 1 tablespoon lime juice; salt, to taste","Calories 744
Fat 64g
Carbs 33g
Fiber 5g
Sugar 22g
Protein 14g",https://tasty.co/recipe/thai-basil-pesto
Simple Quick-Pickled Veggies,96% WOULD MAKE AGAIN,Under 30 minutes,for 16 servings,"3 cups fresh vegetables (360 g), of your choice, such as cucumber, onion, carrot, and/or beet; spice blend, of your choice, such as mustard seeds, black peppercorns, fennel seeds, and/or sliced fresh ginger to taste; 4 cups water (960 mL); 4 cups white distilled vinegar (960 mL), 5% acidity; 6 tablespoons sugar; 4 tablespoons salt; 8 oz canning jar (240 mL), 4 jars","Calories 41
Fat 0g
Carbs 6g
Fiber 0g
Sugar 4g
Protein 0g",https://tasty.co/recipe/simple-quick-pickled-veggies
Fruit & Wine Sorbet,84% WOULD MAKE AGAIN,Under 30 minutes,for 8 servings,"1 cup strawberry (150 g), cut in half, stems removed; 1 cup pineapple (245 g), cut into small pieces; ½ cup blackberry (75 g); ½ cup raspberry (60 g); ½ cup mango (80 g), cut into small pieces; 1 ½ cups white wine (360 mL); 1 cup water (240 mL); 1 cup sugar (200 g), dissolved","Calories 129
Fat 0g
Carbs 29g
Fiber 1g
Sugar 24g
Protein 0g",https://tasty.co/recipe/fruit-wine-sorbet
Paleo Cinnamon Roll Bites,93% WOULD MAKE AGAIN,"Total Time
20 minutes
Prep Time
5 minutes
Cook Time
15 minutes",for 6 servings,"1 cup toasted almonds (140 g); 1 cup toasted cashews (130 g); 5 medjool dates, pitted; ¼ cup coconut oil (60 mL), melted; 1 teaspoon vanilla extract; 2 teaspoons ground cinnamon; 1 pinch kosher salt; ¼ cup coconut sugar (50 g); 1 tablespoon ground cinnamon","Calories 384
Fat 30g
Carbs 23g
Fiber 6g
Sugar 14g
Protein 8g",https://tasty.co/recipe/paleo-cinnamon-roll-bites
Banana Bread Instant Oatmeal,87% WOULD MAKE AGAIN,,for 1 serving,"½ cup instant oatmeal (50 g); 3 tablespoons freeze-dried banana, chopped; 1 tablespoon walnuts, chopped; ⅛ teaspoon vanilla bean; 2 teaspoons sugar, of choice; ¾ cup water (175 g), or milk, boiling","Calories 364
Fat 9g
Carbs 59g
Fiber 7g
Sugar 9g
Protein 10g",https://tasty.co/recipe/banana-bread-instant-oatmeal
Sunflower Veggie Burgers,83% WOULD MAKE AGAIN,,for 5 servings,"1 cup sunflower seed (140 g); ¼ cup yellow onion (40 g), finely chopped; 1 cup brown rice (190 g), cooked; ½ teaspoon dried thyme; ½ teaspoon salt; 2 tablespoons water; 1 cup carrot (130 g), chopped; ½ cup celery (120 g), chopped","Calories 177
Fat 9g
Carbs 18g
Fiber 4g
Sugar 3g
Protein 5g",https://tasty.co/recipe/sunflower-veggie-burgers
Cranberry Pecan Bars,95% WOULD MAKE AGAIN,Under 30 minutes,for 12 bars,"2 ½ cups raw pecans (310 g); 1 ½ cups pitted date (255 g); ⅓ cup dried cranberries (40 g); 1 pinch salt; 3 tablespoons milk, or water; 1 teaspoon vanilla extract","Calories 50
Fat 0g
Carbs 13g
Fiber 3g
Sugar 11g
Protein 0g",https://tasty.co/recipe/cranberry-pecan-bars
Vegan Broccoli And Cheddar Soup,85% WOULD MAKE AGAIN,,for 10 servings,"½ cup cashews (65 g); water, for soaking cashews; 1 tablespoon olive oil; 2 medium yellow potatoes, cubed; 3 medium carrots, chopped; 1 medium yellow onion, diced; 3 garlics, minced; 1 teaspoon kosher salt; 6 cups vegetable broth (1.5 mL), divided; ½ cup nutritional yeast (140 g); 1 teaspoon paprika; 1 teaspoon black pepper; 1 head broccoli, cut into small florets, roasted or steamed; 10 bread bowls, for serving","Calories 130
Fat 2g
Carbs 21g
Fiber 3g
Sugar 4g
Protein 5g",https://tasty.co/recipe/vegan-broccoli-and-cheddar-soup
Cauliflower & Chickpea Burgers,67% WOULD MAKE AGAIN,,for 4 servings,"1 head cauliflower; 1 teaspoon salt; 15 oz chickpeas (425 g), 1 can, drained, rinsed; 1 small onion, finely chopped; 1 red bell pepper, finely chopped; 1 clove garlic, minced; ⅓ cup fresh cilantro (15 g), finely chopped; 1 teaspoon turmeric; ½ teaspoon cumin; salt, to taste; black pepper, to taste; 1 tomato, sliced; pickle; lettuce","Calories 283
Fat 3g
Carbs 53g
Fiber 16g
Sugar 16g
Protein 16g",https://tasty.co/recipe/cauliflower-chickpea-burgers
Sheet Tray Maple Cinnamon Trail Mix,93% WOULD MAKE AGAIN,Under 30 minutes,for 6 servings,"1 cup pumpkin seeds (130 g); 1 cup walnuts (100 g), chopped; 1 cup raw almond (140 g), whole, unsalted; 1 teaspoon ground cinnamon; 3 tablespoons maple syrup; 1 ½ teaspoons salt; 1 cup dried cranberry (130 g)","Calories 514
Fat 40g
Carbs 31g
Fiber 7g
Sugar 18g
Protein 14g",https://tasty.co/recipe/sheet-tray-maple-cinnamon-trail-mix
Smoked Paprika Potatoes,87% WOULD MAKE AGAIN,"Total Time
20 minutes
Prep Time
5 minutes
Cook Time
15 minutes",for 4 servings,"5 large gold potatoes; 2 tablespoons smoked paprika, plus more for garnish; 1 tablespoon kosher salt; 1 tablespoon ground black pepper; 1 tablespoon granulated garlic; 1 tablespoon granulated onion; 2 tablespoons olive oil, divided; nonstick cooking spray, for greasing; 2 tablespoons fresh flat-leaf parsley, minced","Calories 177
Fat 2g
Carbs 36g
Fiber 3g
Sugar 1g
Protein 3g",https://tasty.co/recipe/smoked-paprika-potatoes
Tempeh Tacos,93% WOULD MAKE AGAIN,Under 30 minutes,for 2 servings,"8 oz tempeh (825 g), 1 package; 1 tablespoon olive oil; ¼ yellow onion, diced; 1 jalapeño, diced; ¼ cup low sodium soy sauce (60 mL); 1 teaspoon cumin; 2 teaspoons chili powder; 2 teaspoons garlic powder; black pepper, to taste; tortilla, to serve","Calories 286
Fat 14g
Carbs 17g
Fiber 1g
Sugar 2g
Protein 26g",https://tasty.co/recipe/tempeh-tacos
Freezer Prep Veggie Packed Smoothies 4 Ways,84% WOULD MAKE AGAIN,,for 2 smoothies,"2 oranges, peeled and separated; 1 mango, diced; 2 carrots, shredded; ½ cup milk (120 g), or nut milk; 2 cups strawberry (290 g); 2 bananas; 1 cup cauliflower (300 g); ½ cup milk (120 g), or nut milk; 3 kiwis, diced; 1 ½ cups pineapple (250 g), diced; 2 cups spinach (80 g); ½ cup milk (120 g), or nut milk; 1 cup strawberry (145 g); 1 cup blackberry (145 g); 1 cup raspberry (125 g); 1 cup broccoli (250 g); ½ cup milk (120 mL), or nut milk",,https://tasty.co/recipe/freezer-prep-veggie-packed-smoothies-4-ways
Mango Honey Fruit Rollers,85% WOULD MAKE AGAIN,Under 30 minutes,for 12 servings,"2 ripe mangoes, peeled and diced; 1 tablespoon honey","Calories 33
Fat 0g
Carbs 8g
Fiber 0g
Sugar 8g
Protein 0g",https://tasty.co/recipe/mango-honey-fruit-rollers
Vegan Chocolate Mousse,80% WOULD MAKE AGAIN,Under 30 minutes,for 3 servings,"1 can chickpeas, Liquid from 1 can, aquafaba; ½ cup sugar (100 g), organic, or vegan; ½ teaspoon vanilla extract; ½ teaspoon lemon juice; ½ cup dark vegan chocolate (115 g), melted and cooled slightly; fresh strawberry , for serving","Calories 448
Fat 15g
Carbs 70g
Fiber 12g
Sugar 38g
Protein 13g",https://tasty.co/recipe/dairy-free-meringue
Savory Pumpkin Hummus,83% WOULD MAKE AGAIN,Under 30 minutes,for 6 servings,"15 oz chickpeas (425 g), 1 can, drained and rinsed; 1 cup pumpkin puree (225 g); 2 tablespoons olive oil; 2 cloves garlic, minced; salt, to taste; ½ teaspoon paprika; ½ teaspoon fresh rosemary; ¼ cup lemon juice (60 mL); pita chip, to serve","Calories 140
Fat 3g
Carbs 22g
Fiber 6g
Sugar 4g
Protein 6g",https://tasty.co/recipe/savory-pumpkin-hummus
Dairy-Free Purple Sweet Potato Pie,80% WOULD MAKE AGAIN,"Total Time
4 hr 15 min
Prep Time
20 minutes
Cook Time
1 hr 25 min",for 8 servings,"2 cups pecan (250 g); 8 medjool dates, pitted and skins removed, chopped; 3 tablespoons coconut oil, melted; ¼ teaspoon kosher salt; 3 lb purple sweet potato (1.3 kg), about 3-4 medium potatoes; 12.2 oz evaporated coconut milk (360 mL), 1 can; ½ cup maple syrup (165 g); 2 eggs; 1 tablespoon fresh lemon juice; 1 teaspoon cinnamon; 1 teaspoon nutmeg; ⅛ teaspoon ground cloves; ½ teaspoon kosher salt; 1 can coconut cream, chilled; ½ tablespoon powdered sugar; ½ teaspoon vanilla extract","Calories 536
Fat 27g
Carbs 71g
Fiber 7g
Sugar 59g
Protein 8g",https://tasty.co/recipe/dairy-free-purple-sweet-potato-pie
Frankensmoothie,90% WOULD MAKE AGAIN,Under 30 minutes,for 2 servings,"1 cup fresh spinach (40 g); 1 banana; ½ cup frozen mango (80 g); ½ cup frozen pineapple (120 g); ¼ cup frozen blueberry (25 g); 1 cup water (235 mL); 1 small handful blackberry, or blueberry","Calories 199
Fat 0g
Carbs 60g
Fiber 6g
Sugar 28g
Protein 2g",https://tasty.co/recipe/frankensmoothie
Spicy Sweet Potato Hummus,88% WOULD MAKE AGAIN,,for 6 servings,"1 sweet potato, peeled and cooked; 15 oz garbanzo beans (425 g), 1 can; 3 tablespoons tahini; 1 lemon, juiced; 2 cloves garlic; salt, to taste; ¼ teaspoon black pepper; 1 ½ teaspoons cayenne pepper; ¼ teaspoon cumin; ½ teaspoon paprika; 3 tablespoons olive oil; pine nut, to garnish; 3 tablespoons water","Calories 190
Fat 6g
Carbs 27g
Fiber 6g
Sugar 5g
Protein 7g",https://tasty.co/recipe/spicy-sweet-potato-hummus
Coconut Almond Frozen Banana,96% WOULD MAKE AGAIN,Under 30 minutes,for 20 servings,"10 bananas finger banana, 1 bushel; 1 cup semi-sweet chocolate chips (175 g); ½ cup almond (140 g), chopped; ½ cup shredded coconut (40 g); 20 popsicle sticks","Calories 86
Fat 7g
Carbs 5g
Fiber 1g
Sugar 3g
Protein 1g",https://tasty.co/recipe/coconut-almond-frozen-banana
Star-Spangled Fruit Skewers,95% WOULD MAKE AGAIN,,for 8 skewers,"2 cups strawberry (300 g), halved; 5 bananas, sliced into 1-inch pieces; ½ cup blueberry (50 g); 8 wooden skewers","Calories 110
Fat 0g
Carbs 28g
Fiber 3g
Sugar 15g
Protein 1g",https://tasty.co/recipe/star-spangled-fruit-skewers
Bell Pepper Pumpkins,92% WOULD MAKE AGAIN,,for 1 bell pepper pumpkin,"3 bell peppers, different colors; ranch dressing, to serve","Calories 108
Fat 1g
Carbs 28g
Fiber 7g
Sugar 14g
Protein 5g",https://tasty.co/recipe/bell-pepper-pumpkins
Habanero Hot Sauce,96% WOULD MAKE AGAIN,Under 30 minutes,for 6 cups,"10 habanero peppers, seeded, halved; 6 cloves garlic, smashed; 2 tablespoons olive oil, divided; 1 cup carrot (120 g), chopped; 1 onion, chopped; 1 ½ teaspoons salt; 2 cups water (240 mL); ¼ cup lime juice (60 mL); ¼ cup white vinegar (60 mL)","Calories 75
Fat 1g
Carbs 14g
Fiber 2g
Sugar 7g
Protein 2g",https://tasty.co/recipe/habanero-hot-sauce
Quinoa Seed Crackers,87% WOULD MAKE AGAIN,,for 20 servings,"⅓ cup chia seed (55 g); ¾ cup water (180 mL); ¾ cup quinoa (125 g), cooked; ⅓ cup pumpkin seeds (45 g); ⅓ cup sesame seed (50 g); salt, to taste; pepper, to taste; hummu, to serve","Calories 50
Fat 2g
Carbs 5g
Fiber 1g
Sugar 0g
Protein 1g",https://tasty.co/recipe/quinoa-seed-crackers
Healthier Instant Noodles,89% WOULD MAKE AGAIN,Under 30 minutes,for 1 serving,"2 teaspoons soy sauce; ½ teaspoon toasted sesame oil; pepper, to taste; ¼ cup mushroom (20 g), thinly sliced; ¼ cup carrot (25 g), cut into matchsticks; ½ cup fresh spinach (20 g), chopped; 1 cup dry instant noodle (100 g); 2 tablespoons green onion, chopped; 1 cup hot broth (235 mL), or hot water","Calories 831
Fat 35g
Carbs 115g
Fiber 7g
Sugar 10g
Protein 24g",https://tasty.co/recipe/healthier-instant-noodles
Homemade Chimichurri Sauce,96% WOULD MAKE AGAIN,Under 30 minutes,for 2 cups,"1 large bunch fresh flat-leaf parsley; 1 bunch fresh oregano; 5 cloves garlic; 1 small shallot; ¾ cup good-quality olive oil (180 mL); ¼ cup red wine vinegar (60 mL); kosher salt, to taste; 1 teaspoon red pepper flakes; 1 lemon, zested","Calories 215
Fat 22g
Carbs 3g
Fiber 0g
Sugar 0g
Protein 0g",https://tasty.co/recipe/homemade-chimichurri-sauce
Greek Salad Dressing,96% WOULD MAKE AGAIN,,for 16 servings,"2 tablespoons kalamata olive, minced; 1 tablespoon garlic, minced; 2 tablespoons fresh oregano, minced; 2 tablespoons lemon juice; salt, to taste; pepper, to taste; ½ cup red wine vinegar (120 mL); 1 cup extra virgin olive oil (120 g)","Calories 35
Fat 3g
Carbs 0g
Fiber 0g
Sugar 0g
Protein 0g",https://tasty.co/recipe/greek-salad-dressing
Potato Bhajias,93% WOULD MAKE AGAIN,Under 30 minutes,for 6 servings,"1 lb potato (500 g); 3 ¼ cups chickpea flour (300 g); ½ teaspoon turmeric; 1 teaspoon chili powder; 1 teaspoon salt; 1 teaspoon pepper; 1 teaspoon bicarbonate of soda; 2 green chillis, chopped and deseeded; ½ cup fresh coriander (20 g), chopped; 2 cups water (500 mL); 1 bottle ketchup; 1 teaspoon fresh coriander, to taste; 1 tablespoon chili powder; 1 tablespoon cumin; 4 cloves garlic, crushed","Calories 396
Fat 6g
Carbs 64g
Fiber 11g
Sugar 10g
Protein 20g",https://tasty.co/recipe/potato-bhajias
