,likes,time,servings,ingredients,nutritions,link
How To Make Veggie Stock With Kitchen Scraps,93% WOULD MAKE AGAIN,,for 1 serving,"onion, tops, bottoms, and skins; celery, tops and bottoms; 1 cup carrot (225 g), tops, bottoms, and skins; mushroom, stem; garlic, tops, bottoms, and skins; potato, tops, bottoms, and skins; parsley, stems; water, as needed","Calories 96
Fat 0g
Carbs 22g
Fiber 6g
Sugar 10g
Protein 2g",https://tasty.co/recipe/how-to-make-veggie-stock-with-kitchen-scraps
Chili Lime Crispy Chickpeas,92% WOULD MAKE AGAIN,,for 4 servings,"15.5 oz chickpeas (440 g), 1 can, drained and rinsed; 2 teaspoons olive oil; 1 teaspoon chili powder; ¾ teaspoon salt; ¼ teaspoon black pepper; 1 lime, zested; 1 lime, juiced","Calories 191
Fat 3g
Carbs 32g
Fiber 9g
Sugar 5g
Protein 9g",https://tasty.co/recipe/chili-lime-crispy-chickpeas
Curly Fries,88% WOULD MAKE AGAIN,Under 30 minutes,for 2 servings,"2 russet potatoes; 3 tablespoons canola oil; ½ tablespoon salt; ½ tablespoon pepper; ½ tablespoon paprika; ½ tablespoon cumin; ½ tablespoon garlic powder; ½ tablespoon chili powder; ketchup, to taste","Calories 272
Fat 3g
Carbs 57g
Fiber 5g
Sugar 2g
Protein 5g",https://tasty.co/recipe/curly-fries
"Vanilla Bean Banana ""Ice Cream""",92% WOULD MAKE AGAIN,Under 30 minutes,for 4 servings,"3 bananas, cut into coins and frozen; ¼ cup milk (60 mL), of choice; 1 teaspoon vanilla bean","Calories 117
Fat 0g
Carbs 28g
Fiber 3g
Sugar 15g
Protein 1g",https://tasty.co/recipe/vanilla-bean-banana-ice-cream
Watermelon Cucumber Lime Juice,88% WOULD MAKE AGAIN,Under 30 minutes,for 1 serving,"3 cups watermelon (450 g), cubed; ½ cucumber, diced; 2 limes, juiced","Calories 258
Fat 1g
Carbs 68g
Fiber 6g
Sugar 47g
Protein 5g",https://tasty.co/recipe/watermelon-cucumber-lime-juice
Green Vitamin Juice,94% WOULD MAKE AGAIN,,for 2 servings,"1 ½ cups orange juice (360 mL), freshly squeezed; 1 cup fresh spinach (40 g); 1 cup leafy green (40 g), of choice, optional; ½ cucumber, sliced; 1 small apple, sliced","Calories 184
Fat 1g
Carbs 42g
Fiber 6g
Sugar 24g
Protein 5g",https://tasty.co/recipe/green-vitamin-juice
Mango-Stuffed Sticky Rice Balls,87% WOULD MAKE AGAIN,Under 30 minutes,for 22 rice balls,"3 cups sweet glutinous rice (600 g), rinsed; 3 ¾ cups water (900 mL); 3 mangoes; 1 ¼ cups coconut cream (300 mL), unsweetened; 4 tablespoons sugar; 1 teaspoon salt","Calories 137
Fat 3g
Carbs 22g
Fiber 0g
Sugar 25g
Protein 0g",https://tasty.co/recipe/mango-stuffed-sticky-rice-balls
Spicy Fried Cauliflower “Chicken”,95% WOULD MAKE AGAIN,,for 4 servings,"1 large head cauliflower, cut into large florets; 1 cup unbleached all-purpose flour (125 g); 1 tablespoon cornstarch, or arrowroot powder; ½ teaspoon salt; ½ teaspoon cayenne pepper; ½ teaspoon white pepper; ½ teaspoon onion powder; ½ teaspoon garlic powder; ½ teaspoon sweet paprika, or smoked paprika; ¼ teaspoon old bay seasoning; 1 teaspoon nutritional yeast; ⅓ cup hot sauce (105 g); ¼ cup plain unsweetened soy milk (60 mL), or other non-dairy milk; 1 tablespoon dijon mustard; 5 cups safflower oil (1.2 L), or neutral oil, for frying",,https://tasty.co/recipe/spicy-fried-cauliflower-chicken
Vegan Vanilla Cupcakes With Rainbow Sprinkle Frosting,91% WOULD MAKE AGAIN,,for 10 cupcakes,"¾ cup organic granulated sugar (150 g); ¼ cup refined coconut oil (50 g), solid; 1 ¾ cups all-purpose flour (220 g); 1 teaspoon baking soda; 1 teaspoon baking powder; ¼ teaspoon salt; 1 tablespoon vanilla extract; ½ teaspoon apple cider vinegar; ⅓ cup unsweetened applesauce (85 g); ½ cup unsweetened almond milk (120 mL); 1 ½ cups vegan butter (345 g), 3 sticks; 2 cups organic powdered sugar (240 g); 2 teaspoons vanilla extract; ¼ cup rainbow sprinkles (55 g)","Calories 459
Fat 26g
Carbs 52g
Fiber 0g
Sugar 40g
Protein 1g",https://tasty.co/recipe/vegan-vanilla-cupcakes-with-rainbow-sprinkle-frosting
Sushi Rice Dip,92% WOULD MAKE AGAIN,Under 30 minutes,for 1 serving,"2 cups sushi rice (452 g); 4 cups water (944 mL); 2 tablespoons rice vinegar; 2 tablespoons sugar; 1 tablespoon oil; 2 cups shiitake mushrooms (150 g); 2 tablespoons soy sauce; 2 tablespoons dark soy sauce; 2 tablespoons brown sugar; 1 cup green onion (100 g); 1 tablespoon black sesame seed, optional; 1 avocado, optional; nori, seaweed wrap; oil sprayer",,https://tasty.co/recipe/sushi-rice-dip
Fall Ratatouille,90% WOULD MAKE AGAIN,"Total Time
2 hr
Prep Time
30 minutes
Cook Time
1 hr 30 min",for 8 servings,"2 tablespoons olive oil; 1 small white onion, thinly sliced; ¾ cup orange sweet potato (165 g), peeled and cut into 1/4 in (6 mm) thick rounds; ¾ cup yellow potato (165 g), peeled, cut into 1/4 in (6 mm) thick rounds; ½ cup gala apple (120 g), peeled roughly chopped; 3 sprigs fresh thyme; 1 teaspoon kosher salt; ¾ cup vegetable stock (180 mL), divided; 3 small orange sweet potatoes, 1½ in (3 cm) wide, cut into 1/8 (3 mm) in thick rounds; 3 small yellow potatoes, 1½ in (3 cm) wide, cut into 1/8 (3 mm) in thick rounds; 3 small purple potatoes, 1½ in (3 cm) wide, cut into 1/8 (3 mm) in thick rounds; 1 delicata squash, small squash, 2 in (5 cm) ⅛-inch (3 mm) thick half-moons; 3 gala apples, small apples, cut into 1/8 in (3 mm); 1 tablespoon olive oil, plus more to taste; 1 teaspoon kosher salt, plus more to taste; ½ teaspoon freshly ground black pepper; 3 sprigs fresh thyme","Calories 326
Fat 2g
Carbs 75g
Fiber 9g
Sugar 23g
Protein 5g",https://tasty.co/recipe/fall-ratatouille
Kenyan Masala Chips,93% WOULD MAKE AGAIN,Under 30 minutes,for 4 servings,"2 tablespoons vegetable oil; ¼ medium red onion, finely chopped; 1 medium tomato, diced; 1 serrano chile, seeded and finely chopped; 2 cloves garlic, minced; 1 ½ teaspoons garam masala; ¼ teaspoon turmeric; ½ teaspoon ground cumin; 1 teaspoon lemon juice; 2 tablespoons fresh cilantro, finely chopped; 1 lb cooked French fries (455 g), hot; kosher salt, to taste","Calories 208
Fat 10g
Carbs 24g
Fiber 3g
Sugar 2g
Protein 3g",https://tasty.co/recipe/kenyan-masala-chips
Roasted Broccoli With Tahini,98% WOULD MAKE AGAIN,Under 30 minutes,for 4 servings,"1 lb broccoli (455 g), cut into florets; 1 tablespoon olive oil; 1 teaspoon salt; ½ lemon lemon zest; tahini, to serve","Calories 49
Fat 1g
Carbs 8g
Fiber 3g
Sugar 1g
Protein 2g",https://tasty.co/recipe/roasted-broccoli-with-tahini
Roasted Sheet Tray Veggies,97% WOULD MAKE AGAIN,Under 30 minutes,for 8 cups,"1 head cauliflower, cut into florets; 1 head broccoli, cut into florets; 3 g large carrot (3 g), peeled and cut into rounds; 3 tablespoons olive oil; 1 teaspoon kosher salt; ½ teaspoon black pepper; 2 cloves garlic, minced","Calories 58
Fat 1g
Carbs 9g
Fiber 4g
Sugar 3g
Protein 3g",https://tasty.co/recipe/roasted-sheet-tray-veggies
Homemade Muesli,96% WOULD MAKE AGAIN,,for 6 cups,"4 cups rolled oats (320 g); 1 cup raisin (150 g); 1 cup peanuts (125 g), chopped; ½ cup sunflower seeds (70 g); 2 tablespoons chia seeds, optional; 1 teaspoon cinnamon, optiona","Calories 662
Fat 26g
Carbs 89g
Fiber 14g
Sugar 16g
Protein 23g",https://tasty.co/recipe/homemade-muesli
Vegan Mac ‘N’ Cheese In A Mug,71% WOULD MAKE AGAIN,,for 1 serving,"½ cup elbow pasta (50 g); ½ cup water (120 mL); 2 pinches salt, divided; 2 tablespoons sweetened almond milk; 2 teaspoons vegan butter; 2 tablespoons nutritional yeast; paprika, to taste","Calories 408
Fat 9g
Carbs 62g
Fiber 2g
Sugar 1g
Protein 13g",https://tasty.co/recipe/mac-n-cheese-in-a-mug
Frozen Strawberry Lemonade,94% WOULD MAKE AGAIN,Under 30 minutes,for 2 servings,"3 cups lemonade (720 mL), divided; 6 strawberries, stemmed and halved, plus whole strawberries for garnish; ⅓ cup lemon-lime soda (80 mL), or 3 ounces (90 ml) vodka","Calories 69
Fat 0g
Carbs 16g
Fiber 1g
Sugar 14g
Protein 0g",https://tasty.co/recipe/frozen-strawberry-lemonade
Carrot Dogs 4 Ways,91% WOULD MAKE AGAIN,,for 6 servings,"1 cup vegetable broth (240 mL); ¼ cup apple cider vinegar (60 mL); 2 tablespoons soy sauce; 1 teaspoon maple syrup; ½ teaspoon liquid smoke; 2 teaspoons mustard powder; 1 tablespoon paprika; ½ teaspoon ground coriander; ½ teaspoon garlic powder; 1 teaspoon ground black pepper; 6 carrots, washed and peeled (and boiled, if grilling); 1 tablespoon olive oil, for grilling; 6 hot dog buns; relish; yellow mustard; ketchup; red onion, chopped; vegetarian chili; shredded cheddar cheese; fresh cilantro, chopped; ¼ cup caramelized onions (40 g); green pepper; fresh parsley, chopped; black bean; corn; salsa; fresh cilantro, chopped","Calories 164
Fat 2g
Carbs 29g
Fiber 3g
Sugar 7g
Protein 5g",https://tasty.co/recipe/carrot-dogs-4-ways
Mediterranean Lentil Salad,96% WOULD MAKE AGAIN,Under 30 minutes,for 1 serving,"¼ cup olive oil (60 mL); 2 teaspoons red wine vinegar; 1 tablespoon lemon juice; 2 cloves garlic; 1 teaspoon pepper; ½ teaspoon salt; ½ cup yellow bell pepper (50 g), chopped; ½ cup chickpeas (100 g); ½ cup cucumber (65 g), chopped; ½ cup cherry tomato (100 g), halved; ½ cup lentils (100 g), cooked; ½ cup fresh parsley (20 g), chopped","Calories 591
Fat 17g
Carbs 86g
Fiber 16g
Sugar 13g
Protein 29g",https://tasty.co/recipe/mediterranean-lentil-salad
Gobi Manchurian,88% WOULD MAKE AGAIN,,for 4 servings,"3 cups cauliflower florets (900 g); ½ teaspoon salt, to taste; ½ cup flour (60 g); 2 tablespoons cornstarch; ½ teaspoon paprika; ¼ teaspoon cayenne pepper; 2 cloves garlic, minced; 1 teaspoon ginger, minced; 1 teaspoon soy sauce; water; vegetable oil, for frying; ¼ cup water (60 mL); 2 teaspoons cornstarch; 2 teaspoons oil; 2 cloves garlic, minced; ½ cup green onion (75 g), minced; ½ cup red bell pepper (50 g); ½ cup yellow bell pepper (50 g); 2 tablespoons vinegar; 2 tablespoons chili sauce; 1 tablespoon tomato sauce; 1 tablespoon soy sauce; ½ teaspoon red pepper flakes; salt, to taste; lemon juice, optional",,https://tasty.co/recipe/gobi-manchurian
Tabitha Brown’s Healthy Vegan Pizza Bagels,94% WOULD MAKE AGAIN,Under 30 minutes,for 12 Pizza Bagels,"6 onion bagels, halved; ⅓ cup olive oil (80 mL); 25 oz marinara sauce with basil (705 g); 2 tablespoons minced garlic; 8 oz shredded vegan mozzarella cheese (225 g); 8 oz shredded vegan pepper jack cheese (225 g); 12 oz vegan italian sausage (340 g), sliced for pepperoni or ground for sausage; 1 ½ cups chopped red onion (225 g); 2 cups sliced button mushrooms (150 g); ½ cup diced red and green bell peppers (50 g); ½ cup black olive (65 g), sliced; 2 tablespoons dried oregano; torn fresh herb, for garnish","Calories 336
Fat 14g
Carbs 44g
Fiber 3g
Sugar 6g
Protein 10g",https://tasty.co/recipe/tabitha-browns-healthy-vegan-pizza-bagels
Cauliflower “Meat” Burrito Bowl,93% WOULD MAKE AGAIN,Under 30 minutes,for 4 bowls,"1 medium head cauliflower, washed; 5 oz mushroom (140 g), such as baby bella, cleaned and quartered; 1 ½ tablespoons olive oil; 1 medium yellow onion, minced; 2 cloves garlic, minced; 2 teaspoons ground cumin; 1 ½ teaspoons smoked paprika; 2 tablespoons chili powder; 2 tablespoons soy sauce; salt, to taste; pepper, to taste; rice, cooked; corn; black bean; avocado, sliced; pico de gallo; lime wedge; fresh cilantro","Calories 128
Fat 2g
Carbs 24g
Fiber 8g
Sugar 10g
Protein 8g",https://tasty.co/recipe/cauliflower-meat-burrito-bowl
Summer Vegetable Pesto Ribbon Salad,91% WOULD MAKE AGAIN,Under 30 minutes,for 4 servings,"2 zucchinis; 2 yellow squashes; 2 carrots; 2 cups grape tomato (400 g); olive oil, for drizzling; salt, to taste; pepper, to taste; 2 cups fresh basil (80 g); 1 cup fresh parsley (35 g); ½ cup cashews (65 g); 1 clove garlic; ½ teaspoon salt; ¼ teaspoon pepper; 1 tablespoon lemon juice; ½ cup olive oil (120 mL)","Calories 221
Fat 15g
Carbs 18g
Fiber 5g
Sugar 9g
Protein 6g",https://tasty.co/recipe/summer-vegetable-pesto-ribbon-salad
Fajita Spice Blend,98% WOULD MAKE AGAIN,,for 8 servings,2 tablespoons chili powder; 2 tablespoons cumin; 1 teaspoon garlic powder; 1 teaspoon paprika; ½ teaspoon onion powder; 1 teaspoon dried oregano; 2 teaspoons salt; 1 teaspoon pepper,,https://tasty.co/recipe/fajita-spice-blend
Pineapple Salsa,97% WOULD MAKE AGAIN,,for 2 servings,"1 ½ cups pineapple (365 g), diced; ½ cup roma tomato (100 g), diced; ½ cup orange bell pepper (50 g), finely diced; ½ cup white onion (75 g), finely diced; ½ cup fresh cilantro (20 g), chopped; 2 tablespoons lime juice; salt, to taste; pepper, to taste","Calories 93
Fat 0g
Carbs 23g
Fiber 3g
Sugar 16g
Protein 1g",https://tasty.co/recipe/pineapple-salsa
Air Fryer Tortilla Chips,92% WOULD MAKE AGAIN,"Total Time
10 minutes
Prep Time
5 minutes
Cook Time
5 minutes",for 2 servings,"12 corn tortillas; 1 tablespoon olive oil; 2 teaspoons kosher salt; 1 tablespoon McCormick® TASTY Jazzy Spice Blend; guacamole, for serving","Calories 330
Fat 6g
Carbs 64g
Fiber 9g
Sugar 1g
Protein 8g",https://tasty.co/recipe/air-fryer-tortilla-chips
"Dark Chocolate, Cherry, And Date Bars",87% WOULD MAKE AGAIN,Under 30 minutes,for 16 bars,"1 ½ cups medjool date (255 g), pitted; ½ cup almond butter (120 g); 1 tablespoon coconut oil, plus 1 1/2 teaspoons, melted; 1 cup brown ri (200 g), puffed, or puffed quinoa; 1 cup dried cherry (125 g); ⅓ cup almond (45 g), chopped; ¼ cup water (60 mL); 3 oz dark chocolate (85 g), coarsely chopped; 1 teaspoon flaky sea salt","Calories 172
Fat 9g
Carbs 21g
Fiber 2g
Sugar 13g
Protein 3g",https://tasty.co/recipe/dark-chocolate-cherry-and-date-bars
Summertime Lentil Bolognese,97% WOULD MAKE AGAIN,,for 8 servings,"2 medium carrots, roughly chopped; 1 large white onion, roughly chopped; 3 celeries, roughly chopped; 3 cloves garlic; 1 cup raw walnut (100 g); 2 tablespoons olive oil; 1 teaspoon dried basil; 2 teaspoons dried oregano; 1 teaspoon dried parsley; kosher salt, to taste; 2 tablespoons tomato paste; 2 ¾ cups low sodium vegetable broth (660 mL); 1 cup green lentil (200 g); 1 can diced tomato; ½ cup red wine (120 mL); noodle, for serving; 6 medium zucchinis; 2 tablespoons olive oil, plus more as needed; kosher salt, to taste; ½ teaspoon red pepper flakes; 3 cloves garlic, minced; 6 medium zucchinis; 2 tablespoons olive oil, plus more as needed; kosher salt, to taste; ½ teaspoon red pepper flakes; 3 cloves garlic, minced","Calories 283
Fat 13g
Carbs 32g
Fiber 7g
Sugar 8g
Protein 12g",https://tasty.co/recipe/summertime-lentil-bolognese
Protein-Packed Quesarito,96% WOULD MAKE AGAIN,,for 4 servings,"1 avocado; 1 lime, juiced; ¼ cup olive oil (60 mL); 3 cloves garlic; ½ teaspoon pepper; ½ teaspoon salt; 2 tablespoons water; 1 tablespoon olive oil, plus more as needed; ½ cup white onion (75 g); 2 cloves garlic; 7 oz extra firm tofu (200 g), crumbled; ¼ teaspoon smoked paprika; 1 teaspoon chili powder; ½ teaspoon cumin; 2 teaspoons soy sauce; 1 medium sweet potato, peeled and diced; ¾ teaspoon salt, divided; ¾ teaspoon pepper, divided; 15 oz chickpeas (425 g), 1 can, drained and rinsed; 1 teaspoon garlic powder; 1 teaspoon chili powder; 8 large flour tortillas; 2 cups shredded cheese blend (200 g); 2 cups fresh spinach (60 g); 1 cup diced tomato (200 g); 1 cup black beans (60 g); 1 cup corn (165 g)","Calories 901
Fat 36g
Carbs 106g
Fiber 17g
Sugar 14g
Protein 39g",https://tasty.co/recipe/protein-packed-quesarito
The Fudgiest Dairy-Free Brownie Pie,88% WOULD MAKE AGAIN,,for 8 servings,"2 cups chocolate sandwich cookie (200 g); ⅜ cup vegan butter (85 g), can substitute with coconut oil; 1 ½ cups medjool date (255 g); 1 cup boiling water (240 mL); 1 cup almond flour (100 g); ¾ cup cocoa powder (90 g); ½ cup coconut sugar (100 g); 1 tablespoon ground flaxseed; 2 teaspoons vanilla extract; ½ teaspoon baking powder; ¼ teaspoon salt; ⅓ cup milk substitute (80 mL)","Calories 591
Fat 40g
Carbs 56g
Fiber 7g
Sugar 38g
Protein 7g",https://tasty.co/recipe/the-fudgiest-dairy-free-brownie-pie
Split Pea Soup Bread Bowl,96% WOULD MAKE AGAIN,,for 12 servings,"1 sourdough loaf; 2 tablespoons olive oil; 2 onions, chopped; 2 carrots, chopped; 3 stalks celery, chopped; 3 cloves garlic, minced; 2 ½ cups split pea (375 g); 1 teaspoon dried thyme; 1 teaspoon salt; 1 teaspoon pepper; 1 teaspoon turmeric; ½ teaspoon red pepper flakes; 3 potatoes, peeled, cubed; 8 cups vegetable stock (2 L); 2 bay leaves","Calories 148
Fat 0g
Carbs 29g
Fiber 7g
Sugar 5g
Protein 7g",https://tasty.co/recipe/split-pea-soup-bread-bowl
Banana Almond Oatmeal,93% WOULD MAKE AGAIN,,for 1 serving,"½ cup instant oatmeal (50 g); salt, to taste, optional; cinnamon, to taste, optional; 1 banana, sliced; ¼ cup almond (35 g), optional","Calories 752
Fat 35g
Carbs 96g
Fiber 17g
Sugar 22g
Protein 22g",https://tasty.co/recipe/banana-almond-oatmeal
Slow-Cooker Applesauce And Apple Butter,97% WOULD MAKE AGAIN,Under 30 minutes,for 10 servings,"12 red apples, combination of gala, honeycrip, and mcintosh; ¾ cup water (180 mL); ¼ teaspoon salt; 3 sticks cinnamon; ⅓ cup dark brown sugar (75 g); ½ teaspoon vanilla; ¼ teaspoon cinnamon; ⅛ teaspoon nutmeg","Calories 189
Fat 0g
Carbs 50g
Fiber 8g
Sugar 37g
Protein 1g",https://tasty.co/recipe/slow-cooker-applesauce-and-apple-butter
Fruit Spring Rolls With Strawberry Lemonade Dip,75% WOULD MAKE AGAIN,Under 30 minutes,for 8 servings,"warm water; 8 rice paper wrappers; 1 kiwi, sliced; ¼ cup strawberry (40 g), sliced; ½ mango, sliced; ¼ cup raspberry (30 g); ½ green apple, sliced; ½ cup vanilla greek yogurt (120 g); ½ cup strawberry (75 g), sliced; 3 sprigs fresh mint leaf; 1 tablespoon honey; 1 tablespoon lemon juice; ¼ tablespoon lemon zest, plus more for garnish","Calories 87
Fat 0g
Carbs 19g
Fiber 1g
Sugar 9g
Protein 1g",https://tasty.co/recipe/fruit-spring-rolls-with-strawberry-lemonade-dip
Zucchini Chips,78% WOULD MAKE AGAIN,,for 1 serving,1 large zucchini; 2 tablespoons olive oil; ¼ teaspoon salt; ½ teaspoon pepper; ½ teaspoon garlic powder,"Calories 96
Fat 8g
Carbs 5g
Fiber 1g
Sugar 3g
Protein 2g",https://tasty.co/recipe/zucchini-chips
Vegan Pumpkin Cupcakes With Maple Frosting,94% WOULD MAKE AGAIN,,for 12 cupcakes,"¾ cup organic dark brown sugar (165 g); ¼ cup refined coconut oil (50 g), solid; 1 ¾ cups all-purpose flour (220 g); 1 teaspoon baking soda; 1 teaspoon baking powder; 3 teaspoons pumpkin spice; ½ teaspoon cinnamon; 1 teaspoon vanilla extract; ¼ teaspoon salt; 1 teaspoon lemon zest; 1 cup pumpkin puree (230 g); ½ cup unsweetened almond milk (120 mL); 1 ½ cups vegan butter (340 g), 3 sticks; 2 cups powdered sugar (240 g); 3 tablespoons maple syrup; 2 teaspoons vanilla extract","Calories 384
Fat 21g
Carbs 45g
Fiber 0g
Sugar 34g
Protein 1g",https://tasty.co/recipe/vegan-pumpkin-cupcakes-with-maple-frosting
Chocolate Almond Smoothie,92% WOULD MAKE AGAIN,,for 1 serving,"¾ cup unsweetened oat milk (180 mL); 1 banana, sliced; ⅓ cup rolled oats (25 g); 2 tablespoons almond butter; 1 teaspoon cocoa powder; 1 cup ice (140 g), crushed","Calories 579
Fat 21g
Carbs 88g
Fiber 13g
Sugar 28g
Protein 16g",https://tasty.co/recipe/chocolate-almond-smoothie
Classic Falafel And Tahini Sauce,85% WOULD MAKE AGAIN,Under 30 minutes,for 16 falafels,"2 ½ cups dried chickpea (500 g); 8 cups water (2 L); ½ bunch fresh parsley; ¼ bunch fresh cilantro; ¼ bunch fresh mint; 7 cloves garlic, halved, divided; 1 onion, roughly chopped; 1 teaspoon paprika; 2 ¼ teaspoons cumin, divided; 2 teaspoons ground coriander; 1 teaspoon baking soda; 1 tablespoon sesame seed, toasted; salt, to taste; pepper, to taste; oil, to fry; 5 tablespoons sesame seed; 1 teaspoon sesame oil; 1 ½ tablespoons olive oil; 1 teaspoon lemon juice","Calories 140
Fat 4g
Carbs 20g
Fiber 4g
Sugar 3g
Protein 6g",https://tasty.co/recipe/classic-falafel-and-tahini-sauce
Kid-Friendly Vegan Pancakes,85% WOULD MAKE AGAIN,Under 30 minutes,for 8 servings,2 cups flour (250 g); 2 tablespoons sugar; 2 tablespoons baking powder; ½ teaspoon salt; 2 cups almond milk (480 mL); 2 tablespoons apple cider vinegar; 2 teaspoons vanilla; vegan chocolate sandwich cookie; strawberry; banana; blueberry; blackberry,"Calories 151
Fat 1g
Carbs 30g
Fiber 1g
Sugar 2g
Protein 3g",https://tasty.co/recipe/kid-friendly-vegan-pancakes
Sourdough Starter,83% WOULD MAKE AGAIN,5 minutes,for 1 cup,"⅓ cup whole wheat flour (50 g), plus more for feeding; ⅓ cup bread flour (50 g), plus more feeding; ⅓ cup warm water (100 g), plus more for feeding; cool water, for testing; clear lidded pint container, or larger; food scale, or cups and measuring spoons; rubber band, or tape","Calories 327
Fat 1g
Carbs 67g
Fiber 6g
Sugar 0g
Protein 11g",https://tasty.co/recipe/sourdough-starter
"Dark Chocolate Chip Banana ""Ice Cream""",86% WOULD MAKE AGAIN,Under 30 minutes,for 4 servings,"3 bananas, cut into coins and frozen; ½ cup dark chocolate chips (90 g); 1 teaspoon vanilla; ¼ cup milk (60 mL), of choice","Calories 201
Fat 7g
Carbs 41g
Fiber 4g
Sugar 26g
Protein 2g",https://tasty.co/recipe/dark-chocolate-chip-banana-ice-cream
Loaded Breakfast Sweet Potato,93% WOULD MAKE AGAIN,Under 30 minutes,for 1 serving,"1 sweet potato, small; 2 tablespoons almond butter; ½ slice banana, sliced; 1 tablespoon almond, roasted, unsalted, and chopped; 1 tablespoon blueberry; 1 teaspoon honey","Calories 474
Fat 24g
Carbs 55g
Fiber 8g
Sugar 22g
Protein 11g",https://tasty.co/recipe/loaded-breakfast-sweet-potato
Spicy Pita Chips,94% WOULD MAKE AGAIN,Under 30 minutes,for 2 servings,1 pita bread; 2 tablespoons olive oil; ½ teaspoon garlic powder; ½ teaspoon salt; ½ teaspoon pepper; ½ teaspoon paprika; ¼ teaspoon red pepper flakes,"Calories 104
Fat 4g
Carbs 14g
Fiber 0g
Sugar 0g
Protein 2g",https://tasty.co/recipe/spicy-pita-chips
Veggie Sushi 4 Ways,94% WOULD MAKE AGAIN,Under 30 minutes,for 2 servings,"2 ½ tablespoons rice vinegar; 1 tablespoon sugar; ¾ teaspoon salt; 3 cups sushi rice (600 g), cooked; 1 cup black rice (230 g), cooked; 4 sheets roasted nori; 1 tablespoon sesame oil; 1 cup shiitake mushroom (75 g), sliced; 1 tablespoon soy sauce; ¼ teaspoon garlic powder; pepper, to taste; 8 leaves fresh spinach; 4 sticks cucumber; 4 sticks carrot; vegetable oil, for frying; ½ cup all purpose flour (60 g); 1 teaspoon baking powder; ½ teaspoon salt; ¼ teaspoon pepper; ¾ cup ice water (180 mL); 1 medium sweet potato, cut into sticks; 2 slices avocado; 4 slices avocado; 4 sticks cucumber; 4 sticks mango; 4 strips teriyaki tofu, baked; 4 sticks red bell pepper; 4 sticks carrot; wasabi; pickled ginger; soy sauce",,https://tasty.co/recipe/veggie-sushi-4-ways
Classic Hummus By Alon Shaya,93% WOULD MAKE AGAIN,,for 4 servings,"1 ½ cups dried chickpeas (300 g); 3 teaspoons baking soda, divided; 3 qt cold water (2.8 L), divided; 7 cloves garlic, lightly crushed; ¼ cup raw tahini (55 g); 1 ½ teaspoons kosher salt; ½ teaspoon cumin; 2 tablespoons lemon juice; 3 tablespoons canola oil; 2 tablespoons hot water; 2 tablespoons extra virgin olive oil; tahini sauce, optional; 3 tablespoons olive oil, optional; ¼ cup fresh parsley (10 g), lightly chopped (optional); ½ teaspoon aleppo-style pepper, optional","Calories 309
Fat 13g
Carbs 36g
Fiber 7g
Sugar 6g
Protein 12g",https://tasty.co/recipe/classic-hummus-as-made-by-alon-shaya
Vegan Butternut Squash Al Pastor Tacos,93% WOULD MAKE AGAIN,"Total Time
1 hr 5 min
Prep Time
20 minutes
Cook Time
45 minutes",for 14 tacos,"1 butternut squash, peeled, seeded, and cut into ½-inch cubes; 1 ½ teaspoons achiote; 1 ½ teaspoons ancho chile powder; 1 ½ teaspoons garlic powder; 1 ½ teaspoons onion powder; 1 ½ teaspoons ground coriander; 1 ½ teaspoons dried thyme; 2 teaspoons ground cumin; 1 teaspoon kosher salt; 1 teaspoon black pepper; ½ teaspoon cayenne; 1 tablespoon apple cider vinegar; 3 tablespoons orange juice; 4 tablespoons extra-virgin olive oil, divided; 2 cups cubed pineapple (490 g); 12 small corn tortillas; ½ medium white onion, diced; 1 cup fresh cilantro leaves (40 g); 1 avocado, sliced; 4 limes, cut into wedges","Calories 132
Fat 3g
Carbs 25g
Fiber 4g
Sugar 5g
Protein 2g",https://tasty.co/recipe/vegan-butternut-squash-al-pastor-tacos
Strawberry Fruit Rollers,85% WOULD MAKE AGAIN,Under 30 minutes,for 12 servings,"3 cups strawberry (450 g), hulled; 2 tablespoons honey","Calories 20
Fat 0g
Carbs 5g
Fiber 0g
Sugar 4g
Protein 0g",https://tasty.co/recipe/strawberry-fruit-rollers
Spicy Breakfast Potatoes,94% WOULD MAKE AGAIN,"Total Time
1 hr
Prep Time
15 minutes
Cook Time
45 minutes",for 4 servings,"3 russet potatoes, scrubbed and diced; 3 tablespoons olive oil; 2 teaspoons kosher salt; ¼ cup Frank’s Red Hot® Sauce (60 mL); 2 tablespoons fresh parsley, chopped, for garnish","Calories 203
Fat 3g
Carbs 40g
Fiber 3g
Sugar 1g
Protein 3g",https://tasty.co/recipe/spicy-breakfast-potatoes
