,likes,time,servings,ingredients,nutritions,link
Nicaraguan Vigorón And Tajadas As Made By Cat Alvarado,88% WOULD MAKE AGAIN,,for 6 servings,"2 lb yucca (905 g), fresh or frozen; 6 cups cold water (1.4 L); 2 teaspoons salt, plus more to taste; 1 lime, juiced; 3 cups green cabbage (300 g), finely shredded; 4 medium plum tomatoes, diced; 1 medium white onion, thinly sliced; 3 tablespoons distilled white vinegar; canola oil, for frying; 4 unripe green plantains, thinly sliced lengthwise; salt, to taste; 6 cabbages, leaves; 4 oz chicharrónes (110 g), pork cracklings","Calories 738
Fat 8g
Carbs 155g
Fiber 19g
Sugar 48g
Protein 24g",https://tasty.co/recipe/nicaraguan-vigoron-and-tajadas-as-made-by-cat-alvarado
Chipotle Lime Salad Dressing,86% WOULD MAKE AGAIN,,for 16 servings,"1 tablespoon garlic, minced; 1 tablespoon fresh oregano, minced; 1 teaspoon chipotle powder; 1 teaspoon paprika; salt, to taste; freshly ground black pepper, to taste; 3 tablespoons agave nectar; ¾ cup lime juice (175 mL); 1 cup canola oil (235 mL)","Calories 29
Fat 1g
Carbs 4g
Fiber 0g
Sugar 2g
Protein 0g",https://tasty.co/recipe/chipotle-lime-salad-dressing
Mini Everything Seasoning Sourdough Loaves,65% WOULD MAKE AGAIN,"Total Time
9 hr 20 min
Prep Time
20 minutes
Cook Time
18 hr",for 4 mini loaves,"1 ½ cups water (350 g), plus more for folding; 2 teaspoons olive oil; 2 ½ teaspoons maple syrup; ½ cup mature active sourdough starter (100 g); 3 cups bread flour (400 g); ⅔ cup white whole wheat flour (100 g); 1 tablespoon kosher salt, plus 1 1/2 teaspoons; 1 tablespoon dried minced onion, plus 1 1/2 teaspoons; 2 teaspoons dried minced garlic; ⅓ cup sesame seeds (45 g); ⅓ cup poppy seeds (45 g); 1 tablespoon whole fennel seeds; 1 teaspoon whole caraway seeds; 1 teaspoon red pepper flakes; 1 teaspoon coarse salt","Calories 701
Fat 15g
Carbs 121g
Fiber 12g
Sugar 3g
Protein 23g",https://tasty.co/recipe/mini-everything-seasoning-sourdough-loaves
Rainbow Fall Slaw With Tahini Poppy Seed Dressing,90% WOULD MAKE AGAIN,Under 30 minutes,for 8 servings,"2 cups brussel sprout (200 g), grated, about 12; 2 cups carrot (240 g), grated, about 3 medium; 1 medium beet, peeled and grated; 1 cup radish (115 g), sliced; ½ large red onion; ½ medium head cauliflower, cut into small floret; 1 large fuji apple, thinly sliced; 1 teaspoon salt; ½ cup pistachio (60 g); 6 tablespoons apple cider vinegar; ⅓ cup tahini (75 g); ¼ cup maple syrup (85 g); ½ teaspoon cayenne pepper; 3 medium cloves garlic; ⅓ cup extra virgin olive oil (80 mL); 1 tablespoon water; 2 tablespoons poppy seeds","Calories 233
Fat 11g
Carbs 29g
Fiber 7g
Sugar 15g
Protein 6g",https://tasty.co/recipe/rainbow-fall-slaw-with-tahini-poppy-seed-dressing
Virgo Tea Blend,90% WOULD MAKE AGAIN,,for 24 servings,"½ cup gunpowder green tea leaves (5 g); ½ cup dried strawberry (60 g), chopped; 1 tablespoon acai powder","Calories 2
Fat 0g
Carbs 0g
Fiber 0g
Sugar 0g
Protein 0g",https://tasty.co/recipe/virgo-tea-blend
Carrot Pico De Gallo,97% WOULD MAKE AGAIN,,for 16 servings,"4 cups shredded carrot (480 g), or about 4 large carrots shredded; ½ cup medium tomato (100 g), about 2 tomatoes, finely diced; ½ cup medium red onion (75 g), finely diced; 2 tablespoons serrano pepper, minced; ½ cup fresh cilantro (20 g), roughly chopped; 1 large carrot, peeled and shredded; 1 habanero pepper, seeded; 2 fresno chilies, seeded; 6 cloves garlic, peeled; ¼ cup cilantro (10 g), chopped stems and leaves; 1 teaspoon salt, plus more to taste; 2 tablespoons grapeseed oil; ½ cup distilled vinegar (120 mL); ¼ cup water (60 mL)","Calories 48
Fat 1g
Carbs 7g
Fiber 2g
Sugar 3g
Protein 0g",https://tasty.co/recipe/carrot-pico-de-gallo
Cranberry Jalapeño Salsa With Sweet Potato Chips,93% WOULD MAKE AGAIN,"Total Time
3 hr
Prep Time
25 minutes
Cook Time
35 minutes",for 2 servings,"2 large sweet potatoes; 4 tablespoons olive oil; ½ teaspoon kosher salt; ½ teaspoon pepper; 1 teaspoon dried thyme; 1 ½ cups fresh cranberries (185 g); ½ cup sugar (100 g); ¼ cup scallion (25 g), sliced; 1 jalapeño, seeded and diced; 1 teaspoon fresh ginger, grated; 1 tablespoon fresh lime juice; 1 teaspoon kosher salt; ¼ cup fresh cilantro (10 g), chopped","Calories 405
Fat 7g
Carbs 81g
Fiber 5g
Sugar 52g
Protein 2g",https://tasty.co/recipe/cranberry-jalapeno-salsa-with-sweet-potato-chips
"Salted-Caramel Pretzel, Almond And Cacao Bars",87% WOULD MAKE AGAIN,,for 12 bars,"½ cup macadamia nut (70 g); ½ cup coconut flakes (40 g); 3 tablespoons agave nectar; 3 tablespoons coconut oil; 1 tablespoon almond butter, or peanut butter; 1 pinch pink himalayan salt; 1 ½ cups ground almonds (170 g); 2 cups medjool date (340 g), pitted; 2 tablespoons coconut oil; ½ cup filtered water (240 mL); 1 teaspoon vanilla bean paste; ¼ teaspoon pink himalayan salt; 5 tablespoons coconut oil, melted; 4 tablespoons organic cacao powder; 2 tablespoons agave nectar; ½ cup gluten-free pretzel (55 g), or flaked almonds for 100% raw","Calories 386
Fat 26g
Carbs 38g
Fiber 6g
Sugar 26g
Protein 4g",https://tasty.co/recipe/salted-caramel-pretzel-almond-and-cacao-bars
Healthy Smoothie Bowl: Pitaya Bowl: The Island Diamond,93% WOULD MAKE AGAIN,,for 1 serving,2 cups frozen pitaya (330 g); ½ cup frozen mango (80 g); 6 frozen strawberries; ½ fresh banana; 1 ½ cups milk of choice (360 mL); 1 fresh kiwi; ⅓ cup fresh blueberries (35 g); ½ cup shredded coconut (50 g); 1 tablespoon chia seeds,,https://tasty.co/recipe/healthy-smoothie-bowl-pitaya-bowl-the-island-diamond
Ketchup Leather,31% WOULD MAKE AGAIN,"Total Time
3 hr 5 min
Prep Time
5 minutes
Cook Time
3 hr",for 4 servings,"nonstick cooking spray, for greasing; ¾ cup tomato ketchup (180 g); 1 teaspoon dried basil; ½ teaspoon garlic powder","Calories 9
Fat 0g
Carbs 2g
Fiber 0g
Sugar 1g
Protein 0g",https://tasty.co/recipe/ketchup-leather
"Lentil ""Dirty Rice""",72% WOULD MAKE AGAIN,"Total Time
45 minutes
Prep Time
25 minutes
Cook Time
20 minutes",for 4 servings,"6 japanese eggplants, sliced into 1-inch rounds and lightly salted for 15-20 minutes prior to cooking; 2 cloves garlic, sliced; 1 tablespoon sesame oil; 1 tablespoon canola oil; ½ red onion, diced; ¼ cup cider vinegar (60 mL); ⅛ cup sherry vinegar (30 mL); ¼ cup mirin (60 mL); 2 tablespoons soy sauce; ¼ cup agave (60 mL); 1 teaspoon whole coriander; 1 pinch chili flakes; salt and pepper, to taste; 4 cups legumes (400 g), or use your favorite grains (I use an even mix of brown rice, black rice, and quinoa. Sushi rice could also be used, mixed with lentils then chilled, cut into bars, and fried); 1 cup garbanzo beans (200 g), cooked and drained; 1 tablespoon canola oil, if baking; 1 teaspoon garlic powder; 1 teaspoon ground cumin; 1 teaspoon smoked paprika; 1 teaspoon chili powder; salt, to taste; 1 cup plain yogurt (240 g); 1 tablespoon sumac; 1 teaspoon cumin; 2 tablespoons honey; salt, to taste; 1 cup mixed herbs (40 g), such as mint, cilantro, basil, and scallions",,https://tasty.co/recipe/lentil-dirty-rice
Grape Fruit Rollers,88% WOULD MAKE AGAIN,Under 30 minutes,for 7 servings,20 oz red grapes (565 g); 2 tablespoons lemon zest; 1 teaspoon lemon juice; 3 tablespoons honey,"Calories 75
Fat 0g
Carbs 20g
Fiber 0g
Sugar 17g
Protein 0g",https://tasty.co/recipe/grape-fruit-rollers
Vegan Mozzarella,70% WOULD MAKE AGAIN,,for 8 servings,"1 cup raw cashews (130 g); 2 tablespoons non-dairy yogurt starter; 2 teaspoons xanthan gum powder; 4 cups water (960 mL); 1 tablespoon salt, plus more as needed; 1 teaspoon apple cider vinegar; 4 tablespoons agar-agar flakes; 1 cup tapioca starch (125 g); 1 ½ cups refined coconut oil (300 g)","Calories 369
Fat 31g
Carbs 20g
Fiber 1g
Sugar 1g
Protein 2g",https://tasty.co/recipe/vegan-mozzarella
Green Goddess CBD Dip,71% WOULD MAKE AGAIN,"Total Time
35 minutes
Prep Time
15 minutes
Cook Time
10 minutes",for 2 cups,"1 cup watercress (40 g), or spanish; 2 scallions, white and light green parts only, roughly chopped; ¼ cup fresh mint leaf (10 g); ¼ cup fresh chives (10 g), chopped; ¼ cup fresh dill (10 g), packed; ¼ cup fresh parsley (10 g), packed; ¼ cup fresh basil (10 g), packed; 1 tablespoon fresh tarragon; 1 clove garlic, minced; 1 ½ teaspoons lemon zest; 1 tablespoon lemon juice; ½ cup mayonnaise (120 g); ¼ cup sour cream (60 g); 1 teaspoon CBD oil, optional; ¼ teaspoon anchovy paste; 1 teaspoon kosher salt; watermelon radish, shaved; persian cucumber, sliced; carrot, halved; snap pea; cauliflower; mini bell pepper, sliced; broccoli floret; celery stick; quartered radish; ¼ lemon, cut into wedges","Calories 469
Fat 49g
Carbs 5g
Fiber 1g
Sugar 2g
Protein 3g",https://tasty.co/recipe/green-goddess-cbd-dip
Bloody Mary Pasta Sauce,97% WOULD MAKE AGAIN,Under 30 minutes,for 2 servings,"1 red onion, diced; 2 cloves garlic, crushed; 2 sticks celery, sliced; ¼ cup vodka (50 mL); 1 lemon, juiced; 2 cups chopped tomato (400 g); hot sauce, a dash; worcestershire sauce, a dash; salt, to taste; pepper, to taste","Calories 147
Fat 0g
Carbs 18g
Fiber 3g
Sugar 9g
Protein 2g",https://tasty.co/recipe/bloody-mary-pasta-sauce
Chocolate Hazelnut Butter,58% WOULD MAKE AGAIN,Under 30 minutes,for 12 servings,3 cups roasted hazelnut (450 g); ⅓ cup unsweetened cocoa powder (40 g); 3 tablespoons maple syrup; 1 tablespoon vanilla extract; 2 tablespoons canola oil; food processor,"Calories 212
Fat 18g
Carbs 9g
Fiber 3g
Sugar 3g
Protein 4g",https://tasty.co/recipe/chocolate-hazelnut-butter
Healthy Smoothie Bowl: Pitaya Bowl: Island Time,90% WOULD MAKE AGAIN,Under 30 minutes,for 1 serving,2 cups frozen pitaya (330 g); 1 cup frozen mango (165 g); 6 frozen strawberries; ½ fresh banana; 1 ½ cups milk of choice (360 mL); 5 fresh strawberries; 1 cup diced mangoes (165 g); ½ cup shredded coconut (50 g); 1 tablespoon chia seeds,,https://tasty.co/recipe/healthy-smoothie-bowl-pitaya-bowl-island-time
Capricorn Tea Blend,79% WOULD MAKE AGAIN,Under 30 minutes,for 24 servings,½ cup red rooibos tea leaves (5 g); ¼ cup dried blueberry (25 g); ¼ cup dried hibiscus flowers (25 g),"Calories 11
Fat 0g
Carbs 2g
Fiber 0g
Sugar 2g
Protein 0g",https://tasty.co/recipe/capricorn-tea-blend
Leo Tea Blend,90% WOULD MAKE AGAIN,Under 30 minutes,for 24 servings,"⅓ cup white tea leaves (5 g); ¼ cup dried lemon (30 g), diced; ¼ cup dried white peach (30 g), diced; ¼ cup dried rose petal (5 g); ½ tablespoon dried ginger","Calories 2
Fat 0g
Carbs 0g
Fiber 0g
Sugar 0g
Protein 0g",https://tasty.co/recipe/leo-tea-blend
Ketchup,38% WOULD MAKE AGAIN,Under 30 minutes,for 4 cups,"24 oz tomato paste (680 g); ½ cup light brown sugar (110 g), packed; ½ cup dark molasses (170 g); 1 ½ teaspoons garlic powder; 1 ½ teaspoons onion powder; ½ teaspoon mustard powder; ¼ teaspoon ground cinnamon; ½ teaspoon ground allspice; 3 tablespoons worcestershire sauce; ½ cup apple cider vinegar (120 mL); 1 tablespoon kosher salt; 1 cup filtered water (240 mL)","Calories 311
Fat 0g
Carbs 74g
Fiber 7g
Sugar 58g
Protein 7g",https://tasty.co/recipe/ketchup
"Chloe Bailey's Cauliflower Popcorn ""Chicken""",78% WOULD MAKE AGAIN,Under 30 minutes,for 4 servings,"8 cups neutral oil (1.9 L), for frying; ½ cup all purpose flour (65 g); ½ cup cornstarch (65 g); 1 tablespoon baking powder; 1 teaspoon baking soda; 1 tablespoon kosher salt; 1 tablespoon freshly ground black pepper; 1 tablespoon granulated sugar; 2 tablespoons garlic powder; 1 tablespoon smoked paprika; 2 teaspoons cayenne pepper; 1 tablespoon dried basil; 1 cup soda water (240 mL); 1 large head cauliflower, cut into bite-size florets; ¼ cup fresh basil leaf (10 g), roughly chopped; 1 lime, quartered into wedges; DoorDash Make ‘Em Sweat Sauce, for serving",,https://tasty.co/recipe/chloe-bailey-s-cauliflower-popcorn-chicken
Pina Colada Smoothie Bowl,96% WOULD MAKE AGAIN,,for 1 serving,1 cup frozen mango (150 g); ½ cup frozen pineapple (75 g); ¼ coconut cream,"Calories 585
Fat 35g
Carbs 92g
Fiber 5g
Sugar 92g
Protein 5g",https://tasty.co/recipe/pina-colada-smoothie-bowl
Falafel Waffle,72% WOULD MAKE AGAIN,"Total Time
30 minutes
Prep Time
20 minutes
Cook Time
10 minutes",for 5 servings,"30 oz cans of chickpeas, drained and rinsed; 1 red onion, chopped; ¼ cup fresh parsley; 4 cloves garlic; 1 tablespoon lemon juice; 2 teaspoons cumin; 1 teaspoon salt, plus more to taste; 1 teaspoon freshly ground black pepper; ½ teaspoon red pepper flakes; 1 cup bread crumbs; olive oil, for frying; pita bread; mixed green; tomato; cucumber; tahini","Calories 455
Fat 8g
Carbs 76g
Fiber 15g
Sugar 11g
Protein 20g",https://tasty.co/recipe/falafel-waffle
Back-To-School Sheet Pan Pancake,79% WOULD MAKE AGAIN,Under 30 minutes,for 4 servings,"1 ⅓ cups all-purpose flour (165 g); 1 ⅓ cups whole wheat flour (165 g); ⅓ cup sugar (65 g); 2 ¼ teaspoons baking powder; 1 ¼ teaspoons baking soda; 1 teaspoon kosher salt; 1 teaspoon ground cinnamon; 3 cups Planet Oat® Original Oatmilk (720 mL); 3 large eggs; 1 teaspoon vanilla extract; ⅓ cup unsalted dairy-free butter (75 g), melted; 1 banana, peeled and sliced crosswise; ¾ cup strawberry (105 g), sliced; ½ cup blueberry (70 g); ½ cup chocolate chips (85 g); maple syrup, for serving; dairy-free whipped cream, for serving","Calories 704
Fat 27g
Carbs 107g
Fiber 10g
Sugar 40g
Protein 16g",https://tasty.co/recipe/back-to-school-sheet-pan-pancake
Skillet BBQ Vegan Baked Beans,93% WOULD MAKE AGAIN,"Total Time
1 hr 15 min
Prep Time
10 minutes
Cook Time
1 hr",for 4 servings,"2 portobello mushrooms; ⅓ cup canola oil (80 mL); ¼ cup liquid aminos (60 mL); ⅓ cup maple syrup (110 g); 2 tablespoons brown sugar; 1 teaspoon smoked paprika; 1 tablespoon canola oil; ½ medium yellow onion, diced; 3 cloves garlic, minced; 1 teaspoon smoked paprika; 1 teaspoon dijon mustard; ¾ cup water (180 mL), plus more as needed; ¼ cup tomato paste (55 g); ¼ teaspoon freshly ground black pepper; 1 ½ teaspoons kosher salt, plus more taste; ¼ cup brown sugar (55 g); 1 tablespoon vegan worcestershire sauce; 2 tablespoons molasses; 1 tablespoon maple syrup; 3 tablespoons apple cider vinegar; 30 oz great northern beans (850 g), drained and rinsed","Calories 420
Fat 4g
Carbs 70g
Fiber 24g
Sugar 38g
Protein 14g",https://tasty.co/recipe/skillet-bbq-vegan-baked-beans
Hummus Caesar Salad,96% WOULD MAKE AGAIN,"Total Time
10 minutes
Prep Time
5 minutes
Cook Time
5 minutes",for 2 servings,"4 tablespoons classic hummus; 1 teaspoon whole grain mustard; 1 teaspoon minced garlic; 1.5 teaspoons nutritional yeast; 1 tablespoon capers, drained and minced; 1 tablespoon lemon juice; 1 teaspoon white miso paste, dissolved in 1 1/2 tablespoons hot water; 2 tablespoons extra virgin olive oil; kosher salt, to taste; freshly ground black pepper, to taste; 6 cups mixed greens salad; lemon juice, to taste; kosher salt, to taste; freshly ground black pepper, to taste","Calories 126
Fat 8g
Carbs 10g
Fiber 4g
Sugar 1g
Protein 5g",https://tasty.co/recipe/hummus-caesar-salad
Matcha Soda,87% WOULD MAKE AGAIN,,for 8 servings,"½ cup simple syrup (120 mL); 2 teaspoons matcha powder; seltzer water, for serving","Calories 36
Fat 0g
Carbs 9g
Fiber 0g
Sugar 8g
Protein 0g",https://tasty.co/recipe/matcha-soda
Coconut Mango Freezer-Prep Smoothie,93% WOULD MAKE AGAIN,Under 30 minutes,for 1 serving,"1 cup kale (100 g); 1 banana, sliced; 1 mango, pitted and diced; 1 kiwi, peeled and chopped; 1 tablespoon coconut oil; ½ teaspoon cinnamon; ½ teaspoon ground turmeric; ½ cup coconut milk (120 mL)","Calories 816
Fat 37g
Carbs 121g
Fiber 18g
Sugar 75g
Protein 14g",https://tasty.co/recipe/coconut-mango-freezer-prep-smoothie
Rainbow Fruit Salad With Coconut Whip,67% WOULD MAKE AGAIN,Under 30 minutes,for 6 servings,"1 can full fat coconut milk, refrigerated overnight; ½ teaspoon Kroger® Pure Vanilla Extract; ¾ cup powdered sugar (80 g); 5 strawberries, halved; ½ cup raspberry (75 g); ½ cup tangerine, peeled, segmented, and chopped into 1/2"" pieces; ½ cup cantaloupe (75 g), chopped into 1/2 in pieces; ½ cup pineapple (75 g), peeled, cored, and chopped into ½” pieces; ½ cup mango (75 g), peeled, cored, and chopped into ½” pieces; ½ cup kiwi (75 g), peeled, cored, and chopped into ½” pieces; ½ cup green grapes (75 g), sliced into thirds; ½ cup blackberry (75 g), halved; ½ cup blueberry (50 g); ½ cup purple grapes (75 g), sliced into thirds",,https://tasty.co/recipe/rainbow-fruit-salad-with-coconut-whip
Vegan Espresso Donuts,75% WOULD MAKE AGAIN,Under 30 minutes,for 12 servings,"1 cup oat flour (125 g); ½ cup almond flour (65 g); ½ teaspoon baking powder; ½ teaspoon baking soda; ⅓ cup granulated sweetener (65 g), of choice; ¼ cup brewed espresso (60 mL); ¼ cup almond milk (60 mL); 1 tablespoon maple syrup; 1 teaspoon freshly squeezed lemon juice; 1 teaspoon vanilla extract; ¼ teaspoon salt; extra topping, dark chocolate, vegan vanilla yogurt, date syrup, sprinkles, chopped nuts, etc","Calories 94
Fat 4g
Carbs 13g
Fiber 1g
Sugar 1g
Protein 3g",https://tasty.co/recipe/vegan-espresso-donuts
Chili Lime Bowtie Pasta Chips,66% WOULD MAKE AGAIN,"Total Time
30 minutes
Prep Time
15 minutes
Cook Time
15 minutes",for 4 servings,"1 teaspoon lime, zested; 1 ½ teaspoons chili powder; 1 ½ teaspoons garlic powder; 1 teaspoon kosher salt; 4 oz dried bowtie pasta (800 g), cooked according to package instructions and drained, still warm; 1 tablespoon avocado, or canola oil; 1 tablespoon lime juice; guacamole, for serving","Calories 49
Fat 0g
Carbs 9g
Fiber 0g
Sugar 0g
Protein 1g",https://tasty.co/recipe/chili-lime-bowtie-pasta-chips
9 Ways To Use Chimichurri Sauce,93% WOULD MAKE AGAIN,Under 30 minutes,for 8 servings,2 cups parsley (60 g); ¼ cup oregano (7 g); 4 cloves garlic cloves; ⅓ cup red wine vinegar (80 mL); 1 teaspoon red pepper flakes; 1 teaspoon salt; 1 teaspoon black pepper; 1 cup extra virgin olive oil (240 mL); ¼ cup lime juice (60 mL),"Calories 70
Fat 7g
Carbs 0g
Fiber 0g
Sugar 0g
Protein 0g",https://tasty.co/recipe/chimichurri-sauce
Mango Salsa-stuffed Avocado,93% WOULD MAKE AGAIN,,for 2 servings,"1 ripe avocado; oil, for brushing; 1 mango, peeled and diced; ¼ red onion, finely diced; 1 jalapeño, deseeded and finely diced; 2 tablespoons fresh cilantro, minced; 2 tablespoons fresh lime juice; salt, to taste","Calories 241
Fat 13g
Carbs 32g
Fiber 8g
Sugar 22g
Protein 2g",https://tasty.co/recipe/mango-salsa-stuffed-avocado
Ackee Scramble,93% WOULD MAKE AGAIN,Under 30 minutes,for 2 servings,"2 tablespoons butter; 1 leek, sliced into thin half moons; 1 red pepper, diced; 1 cup ackee (160 g), drained; 1 tablespoon garlic puree; ½ red chilli; ½ teaspoon salt; 1 teaspoon black pepper; fresh parsley, for garnish; spring onion, for onion garnish; hot pepper sauce, to serve, if you like spice","Calories 226
Fat 15g
Carbs 23g
Fiber 4g
Sugar 7g
Protein 2g",https://tasty.co/recipe/ackee-scramble
Almond Salsa,92% WOULD MAKE AGAIN,,for 8 servings,"1 red bell pepper; 1 tablespoon oil; 1 oz chiles de árbol (30 g), stems removed but left whole; 1 habanero pepper, split lengthwise; 2 tablespoons pine nuts; 3 tablespoons sliced almond; 1 lb small tomatillos (455 g), rinsed and peeled; 2 plum tomatoes, quartered; 1 cup water (236 g); salt, to taste; 2 tablespoons red wine vinegar","Calories 52
Fat 2g
Carbs 6g
Fiber 3g
Sugar 3g
Protein 1g",https://tasty.co/recipe/almond-salsa
Smoothies: Poolside Companion,96% WOULD MAKE AGAIN,,for 1 serving,1 cup Great Value® Almond Milk (240 mL); 1 ½ cups Great Value® Mixed Fruit (260 g); 2 tablespoons honey; ¼ cup coconut chips (20 g),"Calories 591
Fat 15g
Carbs 122g
Fiber 9g
Sugar 96g
Protein 4g",https://tasty.co/recipe/smoothies-poolside-companion
Banana Cue,83% WOULD MAKE AGAIN,"Total Time
20 minutes
Prep Time
5 minutes
Cook Time
10 minutes",for 6 servings,"3 cups avocado oil (720 mL), for frying; 6 ripe saba bananas, peeled; ½ cup brown sugar (100 g), packed; 6 bamboo skewers, 8 in (20 cm)",,https://tasty.co/recipe/banana-cue
"Chocolate Dipped Rice Cake “Candy Bar"" Bites",79% WOULD MAKE AGAIN,"Total Time
20 minutes
Prep Time
10 minutes
Cook Time
5 minutes",for 32 bars,"12 oz dark chocolate chips (340 g); 3 tablespoons refined coconut oil; 8 rice cakes, quartered; 1 cup freeze-dried strawberry (110 g), or toasted coconut flakes, honey-roasted peanuts, hazelnuts, pistachios, and/or (or a mix of your favorites); flaky sea salt, for sprinkling","Calories 193
Fat 5g
Carbs 36g
Fiber 2g
Sugar 6g
Protein 3g",https://tasty.co/recipe/chocolate-dipped-rice-cake-candy-bar-bites
Mixed Berry Agave Jam,77% WOULD MAKE AGAIN,Under 30 minutes,for 4 8 ounce half pint jars,"4 cups mixed berries (400 g), fresh or thawed frozen; 1 ½ tablespoons lemon juice, bottled; 3 tablespoons Ball® RealFruit™ Low or No-Sugar Needed Pectin, No-Sugar Needed Pectin; ¾ cup agave syrup (250 g)","Calories 353
Fat 1g
Carbs 87g
Fiber 6g
Sugar 65g
Protein 1g",https://tasty.co/recipe/mixed-berry-agave-jam
Mango Gazpacho,80% WOULD MAKE AGAIN,Under 30 minutes,for 3 servings,"3 mangoes, peeled, seeded, and chopped; ½ english cucumber, peeled, seeded, and chopped, plus more sliced into rounds, for garnish; ¼ white onion, diced; 1 green bell pepper, seeded and chopped; 3 tablespoons fresh cilantro, plus more sprigs, for garnish; 1 lime, juiced, plus more sliced into rounds, for garnish; 1 tablespoon champagne vinegar; 1 pinch salt; 2 tablespoons extra virgin olive oil","Calories 236
Fat 3g
Carbs 53g
Fiber 6g
Sugar 44g
Protein 3g",https://tasty.co/recipe/mango-gazpacho
Phyto Fighter Wellness Shot,77% WOULD MAKE AGAIN,,for 4 shots,"¾ cup filtered water (180 mL); 3 cups fresh kale (195 g), chopped; ½ cup fresh parsley (15 g), loosely packed; 2 large carrots, chopped; 2 cloves garlic","Calories 87
Fat 1g
Carbs 16g
Fiber 4g
Sugar 1g
Protein 5g",https://tasty.co/recipe/phyto-fighter-wellness-shot
Raspeary Baby Food (7+ Months),96% WOULD MAKE AGAIN,,for 8 servings,"3 pears, peeled and steamed; 6 oz raspberry (170 g), washed well","Calories 70
Fat 0g
Carbs 18g
Fiber 4g
Sugar 11g
Protein 0g",https://tasty.co/recipe/raspeary-baby-food-7-months
Healthy Smoothie Bowl: Pitaya Bowl: The Down To Earth,84% WOULD MAKE AGAIN,Under 30 minutes,for 1 serving,2 cups frozen pitaya (330 g); 1 cup frozen mango (165 g); 6 frozen strawberries; ½ fresh banana; 1 ½ cups milk of choice (360 mL); 5 fresh strawberries; 1 cup diced mangoes (165 g); 1 cup granola and sliced almonds (140 g),,https://tasty.co/recipe/healthy-smoothie-bowl-pitaya-bowl-the-down-to-earth
Baked Cinnamon Apple Pancake,84% WOULD MAKE AGAIN,,for 4 servings,"4 large eggs; 1 cup milk (240 mL); 2 teaspoons McCormick® Pure Vanilla Extract; 2 teaspoons McCormick® Ground Cinnamon; ½ teaspoon kosher salt; 3 tablespoons granulated sugar; ⅔ cup all-purpose flour (85 g), plus 2 tablespoons; nonstick cooking spray, for greasing; 2 large Granny Smith apples, peeled and thinly sliced; 2 tablespoons unsalted butter, melted; powdered sugar, for dusting","Calories 368
Fat 13g
Carbs 49g
Fiber 3g
Sugar 19g
Protein 12g",https://tasty.co/recipe/baked-cinnamon-apple-pancake
Gochujang Cucumber Salad,92% WOULD MAKE AGAIN,Under 30 minutes,for 4 servings,"3 english cucumbers, chilled, quartered and cut into ½-inch (1.24 cm) pieces; ¼ cup gochujang (75 g); ¼ cup soy sauce (60 mL); 3 tablespoons sesame oil; 2 tablespoons sugar; sesame seed, optional","Calories 164
Fat 10g
Carbs 17g
Fiber 1g
Sugar 11g
Protein 2g",https://tasty.co/recipe/gochujang-cucumber-salad
