,likes,time,servings,ingredients,nutritions,link
Chocolate Chip Banana Bread Overnight Oats,85% WOULD MAKE AGAIN,Under 30 minutes,for 2 servings,"⅔ cup rolled oats (65 g); ⅔ cup milk (160 mL), of your choice; ½ cup vanilla greek yogurt (120 g); 1 ½ teaspoons cocoa powder; ½ teaspoon cinnamon; ¼ teaspoon ground nutmeg; 1 teaspoon chia seed, optional; 1 banana, sliced; mini chocolate chip; banana, sliced, to serve; honey, to serve","Calories 466
Fat 9g
Carbs 81g
Fiber 9g
Sugar 24g
Protein 17g",https://tasty.co/recipe/chocolate-chip-banana-bread-overnight-oats
Veggie-Packed Chow Mein,96% WOULD MAKE AGAIN,25 minutes,for 4 servings,"2 tablespoons cooking oil, divided; 1 package Hong Kong-style pan-fried (chow mein) noodles, par cooked according to package instructions; ½ cup sliced onion (75 g); ½ cup sliced bell peppers (50 g); ½ cup broccoli florets (75 g); ½ cup julienned carrots (60 g); 1 tablespoon minced garlic; salt, to taste; pepper, to taste; ½ cup chopped cabbage (50 g); ½ cup thinly sliced shiitake mushrooms (40 g); ½ cup snow peas (75 g); ⅓ cup corn (60 g); 2 tablespoons water; 2 teaspoons cornstarch; 2 ½ tablespoons soy sauce; 1 ½ tablespoons hoisin sauce; 1 ½ tablespoons rice wine; 2 teaspoons sugar; 1 teaspoon white pepper; ½ cup bean sprouts (50 g); sliced scallion, for garnish","Calories 356
Fat 9g
Carbs 59g
Fiber 6g
Sugar 9g
Protein 11g",https://tasty.co/recipe/veggie-packed-chow-mein
Summer Potato Salad,97% WOULD MAKE AGAIN,,for 6 servings,"2 lb small red potatoes (905 g), scrubbed and halved; 1 tablespoon kosher salt, plus 1 1/2 teaspoons, divided; 2 ears corn; 1 tablespoon dijon mustard; 3 tablespoons pickle juice, divided; 1 red bell pepper; 1 cup vegan mayonnaise (240 g), or regular; ½ teaspoon paprika; 1 teaspoon freshly ground black pepper; ½ cup diced celery (110 g); ⅓ cup coarsely chopped dill pickles (45 g); ¼ cup chopped red onion (35 g); ⅓ cup chopped green onions (50 g); 2 tablespoons minced fresh dill; 2 tablespoons chopped fresh chives, for garnish","Calories 439
Fat 25g
Carbs 44g
Fiber 4g
Sugar 5g
Protein 5g",https://tasty.co/recipe/summer-potato-salad
Three Bean Salad,98% WOULD MAKE AGAIN,Under 30 minutes,for 5 servings,"½ red onion; ½ large english cucumber; ½ cup fresh parsley; 15 oz chickpeas (425 g), 1 can, drained and rinsed; 15 oz kidney bean (425 g), 1 can, drained and rinsed; 15 oz cannellini bean (425 g), 1 can, drained and rinsed; ¼ cup olive oil (60 mL); ¼ cup red wine vinegar (60 mL); ½ teaspoon dried oregano; ½ teaspoon salt; ¼ teaspoon pepper","Calories 325
Fat 6g
Carbs 54g
Fiber 17g
Sugar 5g
Protein 20g",https://tasty.co/recipe/three-bean-salad
Buffalo Chickpea Wraps,97% WOULD MAKE AGAIN,Under 30 minutes,for 2 servings,"1 tablespoon olive oil; 15 oz chickpeas (425 g), 1 can; ½ teaspoon garlic powder; 1 pinch salt; ¼ cup buffalo sauce (75 g); ⅓ cup hummus (45 g); 1 tablespoon lemon juice; 1 tablespoon water; 2 large tortillas; romaine lettuce; tomato, sliced; red onion, sliced","Calories 599
Fat 16g
Carbs 88g
Fiber 20g
Sugar 12g
Protein 25g",https://tasty.co/recipe/buffalo-chickpea-wraps
Tomato Basil Bruschetta,99% WOULD MAKE AGAIN,Under 30 minutes,for 2 servings,"1 baguette, 6 inch (15 cm); ¼ cup olive oil (60 mL); 3 medium tomatoes, diced; 1 clove garlic, minced; 1 teaspoon balsamic vinegar; 1 tablespoon fresh basil, chopped; ½ teaspoon salt; ½ teaspoon pepper; 1 clove garlic, whole","Calories 487
Fat 11g
Carbs 81g
Fiber 4g
Sugar 8g
Protein 17g",https://tasty.co/recipe/tomato-basil-bruschetta
Roasted Cauliflower Salad,93% WOULD MAKE AGAIN,Under 30 minutes,for 4 servings,"1 medium head cauliflower, cut into florets; 3 large carrots, cut into 1-inch (2.5-cm) pieces; 1 tablespoon ground cumin; 2 teaspoons paprika; kosher salt, to taste; freshly ground black pepper, to taste; 2 tablespoons olive oil; ¼ medium red onion, thinly sliced; 1 cup roughly chopped fresh Italian parsley (35 g); ¼ cup tahini (60 mL); 1 clove garlic, grated; 2 tablespoons lemon juice; ¼ cup water (60 mL); ¼ cup olive oil (60 mL); kosher salt, to taste; freshly ground black pepper, to taste","Calories 203
Fat 11g
Carbs 23g
Fiber 8g
Sugar 9g
Protein 7g",https://tasty.co/recipe/roasted-cauliflower-salad
Dalgona Coffee,92% WOULD MAKE AGAIN,,for 1 serving,2 tablespoons instant coffee; 2 tablespoons sugar; 2 tablespoons hot water; milk,"Calories 132
Fat 0g
Carbs 28g
Fiber 0g
Sugar 28g
Protein 1g",https://tasty.co/recipe/dalgona-coffee
Avocado Chickpea Salad with Chili Lime Dressing,97% WOULD MAKE AGAIN,Under 30 minutes,for 4 servings,"2 tablespoons olive oil; ¼ cup lime juice (60 mL); 2 teaspoons cumin; 2 teaspoons chili powder; 1 teaspoon salt; 1 teaspoon pepper; ¼ cup fresh cilantro (10 g), chopped; 2 cans chickpeas, drained, rinsed; 1 cucumber, chopped, quartered; 20 cherry tomatoes, halved; 1 onion, chopped; 1 avocado, diced; ⅓ cup carrot (35 g), shredded","Calories 465
Fat 13g
Carbs 71g
Fiber 21g
Sugar 16g
Protein 20g",https://tasty.co/recipe/avocado-chickpea-salad
Ultimate Homemade Pizza,94% WOULD MAKE AGAIN,,for 6 servings,"7 cups flour (875 g); 4 teaspoons kosher salt; ½ teaspoon active dry yeast; 3 cups water (750 mL), at room temperature (plus an additional 1-2 tablespoons of water as needed); 4 tablespoons cornmeal, or semolina, for the pizza peel; flour, extra, for shaping; 6 oz tomato paste (170 g); 1 cup hot water (240 mL); 2 tablespoons red wine vinegar; 2 teaspoons maple syrup, or honey; 1 teaspoon salt; ½ teaspoon pepper; 3 cloves garlic, minced; ½ teaspoon dried oregano; ½ teaspoon dried basil; ½ teaspoon dried marjoram; ¼ teaspoon cayenne pepper","Calories 647
Fat 2g
Carbs 136g
Fiber 6g
Sugar 4g
Protein 18g",https://tasty.co/recipe/ultimate-homemade-pizza
Pico De Gallo,99% WOULD MAKE AGAIN,,for 2 cups,"2 roma tomatoes, diced; ½ red onion, diced; 1 jalapeño, seeded and minced; 1 clove garlic, minced; 3 tablespoons fresh cilantro, chopped; ½ teaspoon kosher salt; ¼ teaspoon ground black pepper; ½ lime, juiced","Calories 27
Fat 0g
Carbs 6g
Fiber 1g
Sugar 2g
Protein 0g",https://tasty.co/recipe/pico-de-gallo
No-Bake Peanut Butter Coconut Cookies,88% WOULD MAKE AGAIN,Under 30 minutes,for 8 servings,⅔ cup natural peanut butter (160 g); 2 tablespoons coconut oil; 1 teaspoon vanilla extract; 1 cup unsweetened shredded coconut flake (75 g),"Calories 135
Fat 12g
Carbs 3g
Fiber 1g
Sugar 1g
Protein 3g",https://tasty.co/recipe/no-bake-peanut-butter-coconut-cookies
Fudgiest Dairy-Free Chocolate Cake,91% WOULD MAKE AGAIN,,for 10 servings,"30 oz full-fat coconut milk (880 mL), 2 cans; 3 cups dairy-free chocolate chunk (510 g); ¼ cup coconut oil (60 g), melted; 2 cups powdered sugar (240 g); 3 cups whole wheat flour (390 g); 1 ½ cups dark cocoa powder (180 g); 1 cup sugar (200 g); 1 tablespoon baking soda; 1 ½ teaspoons baking powder; 1 pinch salt; 3 cups almond milk (710 mL); 1 cup coconut oil (240 g), melted; 1 ½ cups applesauce (380 g); 1 ½ cups maple syrup (505 g); 1 tablespoon apple cider vinegar; 1 tablespoon vanilla extract; berry, of choice, for garnish","Calories 1077
Fat 65g
Carbs 127g
Fiber 15g
Sugar 78g
Protein 13g",https://tasty.co/recipe/fudgiest-dairy-free-chocolate-cake
Roasted Chickpea And Avocado Salad,97% WOULD MAKE AGAIN,Under 30 minutes,for 6 servings,"5 oz mixed greens (150 g); 1 large cucumber, diced; 10 oz cherry tomato (275 g), halved; 1 avocado, diced; 30 oz chickpeas (850 g), 2 cans, drained and rinsed; 2 tablespoons olive oil; 2 teaspoons smoked paprika; 1 ½ teaspoons garlic salt; 2 tablespoons extra virgin olive oil; 2 tablespoons fresh lemon juice; ½ teaspoon salt; ½ teaspoon black pepper","Calories 313
Fat 10g
Carbs 44g
Fiber 14g
Sugar 8g
Protein 14g",https://tasty.co/recipe/roasted-chickpea-and-avocado-salad
The Best Ever Vegan Brownies,90% WOULD MAKE AGAIN,,for 9 servings,"8 oz vegan chocolate (225 g); 2 tablespoons ground flaxseed; 6 tablespoons water; 1 cup sugar (200 g), plus 2 tablespoons; ½ cup vegan butter (115 g), melted; 2 teaspoons vanilla extract; ¾ cup all-purpose flour (95 g), plus 2 tablespoons; ¼ cup cocoa powder (30 g); 1 teaspoon baking powder; 1 teaspoon salt","Calories 361
Fat 23g
Carbs 38g
Fiber 3g
Sugar 24g
Protein 3g",https://tasty.co/recipe/the-best-ever-vegan-brownies
Paprika Herb Roasted Carrots,95% WOULD MAKE AGAIN,,for 4 servings,4 carrots; 2 tablespoons oil; ¼ cup Chopped fresh parsley (10 g); 2 teaspoons paprika; 1 teaspoon salt; 1 teaspoon pepper,"Calories 42
Fat 0g
Carbs 8g
Fiber 2g
Sugar 3g
Protein 0g",https://tasty.co/recipe/paprika-herb-roasted-carrots
Classic Hummus,98% WOULD MAKE AGAIN,,for 2 cups,"14 oz chickpeas (395 g), 1 can; 2 cloves garlic; ¼ cup tahini sauce (60 g); 2 tablespoons lemon juice; 1 teaspoon cumin; ½ teaspoon red pepper flakes; ½ teaspoon salt; ½ teaspoon black pepper; 2 tablespoons extra virgin olive oil; 2 tablespoons water; fresh parsley, chopped, to serve","Calories 468
Fat 18g
Carbs 58g
Fiber 16g
Sugar 9g
Protein 20g",https://tasty.co/recipe/classic-hummus
French Fries 3 Ways,92% WOULD MAKE AGAIN,"Total Time
45 minutes
Prep Time
30 minutes
Cook Time
15 minutes",for 2 servings,"cold water, for soaking potatoes; 2 tablespoons lemon juice, divided; 3 russet potatoes; 4 cups vegetable oil (960 mL), for frying; 1 tablespoon kosher salt; 1 tablespoon olive oil; ½ cup yellow onion (75 g), chopped; 1 teaspoon kosher salt; 4 cloves garlic; 4 teaspoons curry powder; 2 teaspoons sweet paprika; 1 teaspoon chili powder; ¼ teaspoon ground cinnamon; 1 cup tomato ketchup (240 g); 2 teaspoons worcestershire sauce; 1 tablespoon apple cider vinegar; 1 tablespoon honey; 1 tablespoon water, plus more as needed; mayonnaise, to taste; 1 white onion, chopped; 8 cloves garlic; 1 cup mayonnaise (245 g); 1 ½ tablespoons lemon juice; 3 chipotle peppers in adobo sauce; 1 teaspoon kosher salt; ½ cup mayonnaise (120 g); ½ cup pesto (145 g); ½ tablespoon lemon juice",,https://tasty.co/recipe/french-fries-3-ways
Lentil & Roasted Vegetable Salad,91% WOULD MAKE AGAIN,,for 2 servings,"2 cups cubed butternut squash (410 g); 2 cups quartered Brussels sprouts (200 g); 1 red onion, cut into wedges; 1 tablespoon olive oil; kosher salt, to taste; freshly ground black pepper, to taste; 1 cup green lentils (170 g), rinsed; 3 cups water (720 mL), or vegetable broth; 3 tablespoons balsamic vinegar; 1 tablespoon maple syrup","Calories 556
Fat 3g
Carbs 109g
Fiber 19g
Sugar 20g
Protein 29g",https://tasty.co/recipe/lentil-roasted-vegetable-salad
Peanut Butter Oatmeal,93% WOULD MAKE AGAIN,Under 30 minutes,for 1 serving,"¾ cup rolled oats (75 g); 1 ½ cups almond milk (360 mL); salt, to taste; 2 tablespoons peanut butter; 1 banana, sliced; cinnamon, to taste","Calories 639
Fat 15g
Carbs 112g
Fiber 16g
Sugar 21g
Protein 19g",https://tasty.co/recipe/peanut-butter-oatmeal
Honey Lime Fruit Salad,98% WOULD MAKE AGAIN,,for 4 servings,"½ lb fresh strawberry (225 g), quartered; 2 kiwis, peeled and diced; 2 mangoes, diced; 2 bananas, sliced; ½ lb fresh blueberry (225 g); 2 tablespoons honey; 1 lime, juiced","Calories 262
Fat 1g
Carbs 66g
Fiber 8g
Sugar 48g
Protein 3g",https://tasty.co/recipe/honey-lime-fruit-salad
Southwestern Salad With Avocado Dressing,97% WOULD MAKE AGAIN,Under 30 minutes,for 5 servings,"1 avocado, halved; 1 clove garlic; ½ teaspoon kosher salt; ½ teaspoon freshly ground black pepper; ¼ cup olive oil (60 mL); 1 tablespoon chopped fresh cilantro; 1 lime, juiced; 1 head lettuce, chopped; 1 cup chopped bell peppers (100 g); ¼ cup chopped fresh cilantro (10 g); 15 oz black beans (425 g), drained; ½ cup chopped red onion (75 g); 15 oz corn (425 g), drained; ¼ cup chopped scallions (35 g); ¾ cup chopped tomatoes (150 g)","Calories 334
Fat 15g
Carbs 39g
Fiber 10g
Sugar 5g
Protein 14g",https://tasty.co/recipe/southwestern-salad-with-avocado-dressing
Cauliflower Walnut Burritos,96% WOULD MAKE AGAIN,,for 4 servings,"½ head cauliflower, broken into florets; ¾ cup walnuts (75 g); olive oil, to taste; ½ medium yellow onion, diced; 2 cloves garlic, minced; 2 ½ teaspoons chili powder; 1 teaspoon ground cumin; ½ teaspoon smoked paprika; 2 tablespoons low-sodium soy sauce; ¼ cup low-sodium vegetable broth (60 mL); kosher salt, to taste; pepper, to taste; 4 large flour tortillas; 2 cups cooked Spanish rice (460 g); chopped lettuce, for serving; diced tomato, for serving; shredded vegan cheddar cheese, for serving; guacamole, for serving","Calories 482
Fat 18g
Carbs 67g
Fiber 6g
Sugar 6g
Protein 13g",https://tasty.co/recipe/cauliflower-walnut-burritos
Sweet Potato And Black Bean Burritos,98% WOULD MAKE AGAIN,,for 3 servings,"2 medium sweet potatoes, peeled and cubed; olive oil, to taste; ½ teaspoon smoked paprika; ½ teaspoon garlic powder; kosher salt, to taste; freshly ground black pepper, to taste; ½ medium yellow onion, diced; 1 jalapeño, seeded and diced; 1 clove garlic, minced; 1 teaspoon chili powder; ½ teaspoon ground cumin; cayenne pepper, to taste; 15 oz black beans (425 g), drained and rinsed; ¾ cup corn (130 g); 3 large flour tortillas; chopped lettuce; diced tomato; shredded vegan cheddar cheese; guacamole","Calories 448
Fat 5g
Carbs 85g
Fiber 14g
Sugar 14g
Protein 14g",https://tasty.co/recipe/sweet-potato-and-black-bean-burritos
Kale Chips,96% WOULD MAKE AGAIN,,for 2 serving,1 bunch kale; 2 tablespoons olive oil; ¼ teaspoon salt; ¼ teaspoon pepper; ¼ teaspoon paprika,"Calories 38
Fat 3g
Carbs 0g
Fiber 0g
Sugar 0g
Protein 0g",https://tasty.co/recipe/kale-chips
Easy Microwave Potato Chips,90% WOULD MAKE AGAIN,Under 30 minutes,for 4 servings,"1 russet potato; 2 tablespoons olive oil; salt, to taste","Calories 75
Fat 1g
Carbs 13g
Fiber 1g
Sugar 0g
Protein 1g",https://tasty.co/recipe/easy-microwave-potato-chips
Ultimate Sweet Potato Fries,92% WOULD MAKE AGAIN,Under 30 minutes,for 4 servings,"2 sweet potatoes; nonstick cooking spray, for greasing; 1 tablespoon cornstarch; 2 tablespoons grapeseed oil; 1 ½ teaspoons paprika; 1 teaspoon garlic powder; ½ teaspoon freshly ground black pepper; kosher salt, to taste","Calories 155
Fat 6g
Carbs 21g
Fiber 1g
Sugar 7g
Protein 1g",https://tasty.co/recipe/ultimate-sweet-potato-fries
Lentil Soup,96% WOULD MAKE AGAIN,,for 5 servings,"2 tablespoons olive oil; 1 medium yellow onion, diced; 2 cloves garlic, minced; 1 large carrot, diced; 2 potatoes, diced; 2 cups dried lentils (400 g); 8 cups vegetable broth (1.8 L); 15 oz diced tomatoes (425 g); 1 dried bay leaf; ½ teaspoon ground cumin; kosher salt, to taste; freshly ground black pepper, to taste","Calories 370
Fat 2g
Carbs 68g
Fiber 10g
Sugar 7g
Protein 21g",https://tasty.co/recipe/lentil-soup
Cauliflower Gnocchi,89% WOULD MAKE AGAIN,,for 3 servings,"5 cups cauliflower (1.5 kg), roughly chopped; 1 ¾ cups all-purpose flour (220 g), or gluten-free flour; ¾ teaspoon salt; 1 tablespoon olive oil; pesto sauce, for serving","Calories 281
Fat 2g
Carbs 56g
Fiber 11g
Sugar 9g
Protein 12g",https://tasty.co/recipe/cauliflower-gnocchi
Classic Granola,95% WOULD MAKE AGAIN,Under 30 minutes,for 8 servings,"2 cups rolled oats (200 g); ½ cup sliced almonds (70 g); ½ teaspoon ground cinnamon; ¼ teaspoon kosher salt; 3 tablespoons coconut oil, melted; 1 teaspoon vanilla extract; ¼ cup maple syrup (55 g); 2 tablespoons honey; greek yogurt, for serving; fresh berry, for serving","Calories 256
Fat 11g
Carbs 33g
Fiber 4g
Sugar 8g
Protein 6g",https://tasty.co/recipe/classic-granola
Vegan Shepherd's Pie,95% WOULD MAKE AGAIN,,for 6 servings,"4 russet potatoes, peeled and cubed; 3 carrots; 3 stalks celery; ½ yellow onion; neutral oil or vegan butter, as needed; 2 cups chopped mushrooms (150 g); 4 cloves garlic; salt, to taste; pepper, to taste; 1 tablespoon tomato paste; 1 tablespoon flour; 1 teaspoon chopped fresh sage; 1 teaspoon chopped fresh thyme leaves; 2 cups vegetable broth (472 mL); ⅓ cup red wine (78 mL); soy milk, or rice milk, as needed; vegan butter, as needed; nonstick cooking spray","Calories 249
Fat 4g
Carbs 47g
Fiber 5g
Sugar 5g
Protein 5g",https://tasty.co/recipe/vegan-shepherd-s-pie
Sweet Potato And Chickpea Salad,97% WOULD MAKE AGAIN,,for 4 servings,"2 large sweet potatoes, or 3 small, scrubbed; ½ medium red onion; 15 oz chickpeas (425 g), 1 can, rinsed and drained; ½ cup olive oil (120 mL); ¼ cup lemon juice (60 mL); 2 tablespoons garlic, minced; 1 teaspoon ground cumin; 1 teaspoon paprika; ¼ teaspoon cinnamon; ¼ teaspoon cayenne; salt, to taste; pepper, to taste; 3 oz mixed greens (85 g); ¼ cup fresh parsley (10 g), chopped; ¼ cup fresh cilantro (10 g), chopped; dried cranberry, for garnish, optional","Calories 341
Fat 10g
Carbs 51g
Fiber 10g
Sugar 13g
Protein 11g",https://tasty.co/recipe/sweet-potato-and-chickpea-salad
30 Minute Tomato Sauce,96% WOULD MAKE AGAIN,Under 30 minutes,for 6 servings,"3 tablespoons olive oil; ⅓ cup onion (50 g), diced; 2 cloves garlic, minced; 5 tablespoons tomato paste; 28 oz crushed tomato (795 g); 1 teaspoon dried oregano; 1 teaspoon dried basil; salt, to taste; pepper, to taste","Calories 68
Fat 2g
Carbs 12g
Fiber 3g
Sugar 6g
Protein 2g",https://tasty.co/recipe/30-minute-tomato-sauce
Slow-Cooker Tuscan White Bean Soup,91% WOULD MAKE AGAIN,Under 30 minutes,for 6 servings,"1 medium white onion, diced; 3 carrots, sliced; 4 stalks celery, sliced; 3 cloves garlic, sliced; 4 cups chopped kale (270 g); 14 oz canned diced tomatoes (395 g); 2 cans white beans; salt, to taste; pepper, to taste; 1 teaspoon dried thyme; 1 teaspoon dried oregano; 6 cups vegetable stock (1 ½ L)","Calories 237
Fat 1g
Carbs 40g
Fiber 13g
Sugar 6g
Protein 13g",https://tasty.co/recipe/slow-cooker-tuscan-white-bean-soup
Roasted Cauliflower With Cumin And Turmeric,94% WOULD MAKE AGAIN,Under 30 minutes,for 4 servings,"1 head cauliflower, divided into florets; 1 tablespoon olive oil; 2 teaspoons cumin; 1 teaspoon turmeric; ½ teaspoon chili powder; 1 teaspoon salt","Calories 77
Fat 1g
Carbs 14g
Fiber 6g
Sugar 6g
Protein 5g",https://tasty.co/recipe/roasted-cauliflower-with-cumin-and-turmeric
Spicy Roasted Chickpeas,91% WOULD MAKE AGAIN,,for 1 serving,"15 oz chickpeas (425 g), 1 can, drained and rinsed; 1 tablespoon olive oil; 1 teaspoon ground cumin; 1 teaspoon chili powder; ½ teaspoon cayenne pepper; ½ teaspoon salt","Calories 737
Fat 15g
Carbs 115g
Fiber 34g
Sugar 20g
Protein 38g",https://tasty.co/recipe/spicy-roasted-chickpeas
Bruschetta,98% WOULD MAKE AGAIN,Under 30 minutes,for 4 servings,"4 tomatoes, diced; 1 clove garlic, minced; 1 teaspoon fresh basil; 1 teaspoon olive oil; 1 teaspoon balsamic vinegar; 1 teaspoon salt; ½ teaspoon pepper; 1 baguette, toasted, sliced","Calories 215
Fat 2g
Carbs 40g
Fiber 2g
Sugar 4g
Protein 8g",https://tasty.co/recipe/bruschetta
Avocado And Tomato Salad,97% WOULD MAKE AGAIN,,for 2 servings,"1 avocado, diced; 1 cup cherry tomato (200 g), finely chopped; ¼ medium red onion, thinly sliced; ½ lime, juiced; salt, to taste; 2 tablespoons fresh parsley, chopped","Calories 157
Fat 11g
Carbs 14g
Fiber 7g
Sugar 4g
Protein 2g",https://tasty.co/recipe/avocado-and-tomato-salad
Roasted Carrots,94% WOULD MAKE AGAIN,Under 30 minutes,for 4 servings,"1 lb carrot (455 g); 3 tablespoons olive oil; 1 teaspoon salt; ½ teaspoon black pepper; 2 tablespoons maple syrup; fresh parsley, chopped, to serve","Calories 90
Fat 3g
Carbs 15g
Fiber 3g
Sugar 9g
Protein 1g",https://tasty.co/recipe/roasted-carrots
One-Pot Spinach And Tomato Pasta,96% WOULD MAKE AGAIN,Under 30 minutes,for 2 servings,"4 oz dried whole wheat penne (115 g); 1 tablespoon olive oil, plus 1 tsp, divided; ½ yellow onion, diced; ¼ teaspoon red pepper flakes; 2 cloves garlic, minced; ¾ cup diced tomato (150 g), 1 can, with juice; ½ teaspoon kosher salt; ¼ teaspoon ground black pepper; 1 cup shredded rotisserie chicken (125 g); 1 cup baby spinach (40 g)","Calories 221
Fat 4g
Carbs 29g
Fiber 3g
Sugar 6g
Protein 17g",https://tasty.co/recipe/one-pot-spinach-and-tomato-pasta
Meatless Paella,94% WOULD MAKE AGAIN,,for 6 servings,"2 tablespoons olive oil; 1 medium yellow onion, minced; 4 cloves garlic, minced; 1 yellow bell pepper, cut into strips; 1 red bell pepper, cut into strips; 1 cup green beans (360 g), halved; 1 ½ cups short grain white rice (300 g); ½ teaspoon smoked paprika; ½ teaspoon sweet paprika; 1 tablespoon tomato paste; salt, to taste; black pepper, to taste; 14 oz diced tomato (395 g); 3 cups vegetable broth (720 mL); ½ teaspoon saffron thread, crumbled, or 1/2 tablespoon ground turmeric; 2 bay leaves; ½ cup frozen peas (75 g); ½ cup canned artichoke heart (85 g); ½ cup vegan chorizon (75 g), optional; ½ cup fresh flat-leaf parsley (15 g), chopped; 1 lemon, quartered, for garnish","Calories 238
Fat 4g
Carbs 44g
Fiber 5g
Sugar 8g
Protein 8g",https://tasty.co/recipe/meatless-paella
Roasted Red Pepper Vegan Mac 'N' Cheese,87% WOULD MAKE AGAIN,Under 30 minutes,for 2 servings,"1 tablespoon olive oil; 1 small onion, diced; 2 cloves garlic, minced; ¾ cup raw cashews (100 g), soaked in water for two hours; 1 red bell pepper, roasted; 2 tablespoons nutritional yeast; 1 tablespoon tomato paste; 1 ½ tablespoons cornstarch; ½ teaspoon salt; ½ teaspoon smoked paprika; 1 teaspoon ground mustard; ½ teaspoon turmeric; 2 cups vegetable broth (480 mL); 8 oz dried pasta of choice (225 g), cooked according to package instructions; smoked paprika, for garnish","Calories 515
Fat 19g
Carbs 72g
Fiber 5g
Sugar 13g
Protein 18g",https://tasty.co/recipe/roasted-red-pepper-vegan-mac-n-cheese
Pumpkin Sage Pasta,76% WOULD MAKE AGAIN,Under 30 minutes,for 4 servings,"1 tablespoon cooking oil, of preference; ½ white onion, diced; 2 cloves garlic, minced; ½ teaspoon red pepper flakes, optional; ½ teaspoon dried sage; 1 ½ cups almond milk (360 mL); 15 oz pumpkin puree (425 g); 1 teaspoon salt; 1 teaspoon pepper; ¼ teaspoon nutmeg; ½ box whole wheat pasta, cooked","Calories 109
Fat 4g
Carbs 15g
Fiber 3g
Sugar 5g
Protein 2g",https://tasty.co/recipe/pumpkin-sage-pasta
Banana Berry Fruit Salad,95% WOULD MAKE AGAIN,,for 4 servings,"3 bananas, sliced; 12 oz fresh strawberry (340 g), quartered; 12 oz fresh raspberry (340 g); 3 tablespoons lime juice; 1 tablespoon maple syrup","Calories 190
Fat 1g
Carbs 47g
Fiber 10g
Sugar 24g
Protein 2g",https://tasty.co/recipe/banana-berry-fruit-salad
Rosemary Roasted Sweet Potatoes,98% WOULD MAKE AGAIN,,for 4 servings,"3 sweet potatoes; 2 tablespoons oil; 1 tablespoon dried rosemary; 1 teaspoon salt; 1 teaspoon pepper; fresh parsley, chopped, for serving","Calories 137
Fat 1g
Carbs 29g
Fiber 2g
Sugar 10g
Protein 1g",https://tasty.co/recipe/rosemary-roasted-sweet-potatoes
Roasted Veggie Quinoa Salad,94% WOULD MAKE AGAIN,Under 30 minutes,for 4 servings,"½ cup zucchini (75 g), cubed; ½ cup sweet potato (100 g), cubed; 1 cup cherry tomato (200 g), halved; ½ red onion, diced; ½ cup corn (85 g), fresh or canned; ½ lemon, for juice; 4 tablespoons olive oil, divided; 1 teaspoon garlic salt, to taste; pepper, to taste; 4 cups quinoa (680 g), cooked; 1 tablespoon apple cider vinegar; ¼ cup fresh parsley (10 g), chopped","Calories 706
Fat 14g
Carbs 120g
Fiber 13g
Sugar 5g
Protein 24g",https://tasty.co/recipe/roasted-veggie-quinoa-salad
Anti-Inflammatory Golden Milk,87% WOULD MAKE AGAIN,10 minutes,for 2 servings,"2 cups almond milk (480 mL), or other non-dairy milk; 1 tablespoon ground turmeric; ¼ teaspoon ground ginger; 4 black peppercorns; 1 stick cinnamon; 1 star anise; 1 pinch whole clove; 1 teaspoon agave, or sweetener of your choice, optional","Calories 59
Fat 3g
Carbs 8g
Fiber 2g
Sugar 2g
Protein 1g",https://tasty.co/recipe/anti-inflammatory-golden-milk
Sweet Potato Wedges,96% WOULD MAKE AGAIN,,for 3 servings,"3 medium sweet potatoes; ⅓ cup olive oil (80 mL); 1 teaspoon salt; ½ teaspoon pepper; 2 tablespoons fresh rosemary, finely chopped","Calories 230
Fat 6g
Carbs 38g
Fiber 2g
Sugar 14g
Protein 1g",https://tasty.co/recipe/sweet-potato-wedges
Meatless Sloppy Joes,96% WOULD MAKE AGAIN,Under 30 minutes,for 4 servings,"olive oil, to taste; ½ medium yellow onion, diced; ½ green bell pepper, diced; 2 cloves garlic, minced; ½ teaspoon chili powder; ½ teaspoon cumin; ½ teaspoon paprika; salt, to taste; 1 cup textured vegetable protein (95 g); 1 cup vegetable broth (240 mL); 15 oz tomato sauce (425 g), 1 can; 1 teaspoon vegan worcestershire sauce; 1 tablespoon soy sauce; 1 teaspoon brown sugar; 2 teaspoons yellow mustard; 4 hamburger buns","Calories 415
Fat 5g
Carbs 62g
Fiber 10g
Sugar 16g
Protein 28g",https://tasty.co/recipe/meatless-sloppy-joes
Protein-Packed Breakfast Bars,87% WOULD MAKE AGAIN,Under 30 minutes,for 24 bars,"¼ cup flax meal (40 g); ¾ cup water (180 mL); 6 cups rolled oats (540 g); 6 cups quinoa (1 kg), cooked; 4 teaspoons baking powder; 1 teaspoon salt; 1 cup maple syrup (220 g); ½ cup refined coconut oil (120 mL), melted; 2 teaspoons vanilla extract; 4 ripe bananas, mashed; 6 tablespoons peanut butter; 5 tablespoons mini chocolate chips; ¾ cup gala apple (90 g), diced; 6 tablespoons walnuts, chopped; 1 ½ tablespoons cinnamon; ¼ teaspoon nutmeg; ¾ cup carrot (30 g), grated; 3 teaspoons cinnamon; ¼ teaspoon nutmeg; 3 tablespoons almond butter; 3 tablespoons almond butter; ⅓ cup Strawberries (55 g), diced; ⅓ cup raspberries (40 g); ⅓ cup blueberries (40 g); nonstick cooking spray","Calories 449
Fat 14g
Carbs 68g
Fiber 8g
Sugar 12g
Protein 12g",https://tasty.co/recipe/protein-packed-breakfast-bars
