,likes,time,servings,ingredients,nutritions,link
Creamy Cilantro Lime Dressing,69% WOULD MAKE AGAIN,,for 16 servings,"¼ cup fresh cilantro (10 g), finely chopped; salt, to taste; pepper, to taste; ½ cup coconut milk (120 mL); ¼ cup lime juice (60 mL); 1 cup avocado oil (240 mL), or olive oil","Calories 145
Fat 16g
Carbs 0g
Fiber 0g
Sugar 0g
Protein 0g",https://tasty.co/recipe/creamy-cilantro-lime-dressing
Mango Citrus Bowl,,,for 1 serving,"½ cup Planet Oat® Unsweetened Original Oatmilk (120 mL); 1 orange, juice; ½ grapefruit, juiced; ½ frozen banana; ⅓ cup frozen mango chunks (50 g); ⅓ cup frozen pineapple chunks (50 g); 1 fresh ginger, peeled and sliced; ½ cup frozen cantaloupe chunks; grapefruit, sliced; unsweetend coconut flake; pomegranate seed; strawberry, sliced","Calories 407
Fat 1g
Carbs 112g
Fiber 11g
Sugar 61g
Protein 6g",https://tasty.co/recipe/mango-citrus-bowl
Italian Dressing,,Under 30 minutes,for 16 servings,"2 tablespoons garlic, minced; 1 tablespoon fresh oregano, finely chopped; 2 tablespoons fresh parsley, finely chopped; 1 tablespoon fresh basil, finely chopped; salt, to taste; pepper, to taste; ¾ cup white wine vinegar (180 mL); 1 cup olive oil (240 mL)","Calories 33
Fat 3g
Carbs 0g
Fiber 0g
Sugar 0g
Protein 0g",https://tasty.co/recipe/italian-dressing
Spicy Yellow Mustard,80% WOULD MAKE AGAIN,Under 30 minutes,for 1 cup,"¾ cup dry mustard powder (75 g); 1 teaspoon garlic powder; ½ teaspoon ground turmeric; 1 cup filtered water (240 mL), cold; 1 ½ tablespoons distilled white vinegar; 1 ½ teaspoons kosher salt","Calories 266
Fat 17g
Carbs 16g
Fiber 6g
Sugar 3g
Protein 13g",https://tasty.co/recipe/spicy-yellow-mustard
Aquarius Tea Blend,73% WOULD MAKE AGAIN,Under 30 minutes,for 24 servings,¾ cup yerba mate (5 g); ¼ cup diced dried pineapple (30 g); ½ tablespoon dried rosemary; ½ tablespoon dried sage,"Calories 4
Fat 0g
Carbs 0g
Fiber 0g
Sugar 0g
Protein 0g",https://tasty.co/recipe/aquarius-tea-blend
Book Of Love Waffle Shareboard,,Under 30 minutes,for 24 small waffles,"2 cups oat milk (400 mL), warm; 1 tablespoon apple cider vinegar; 1 tablespoon flaxseed; ¼ cup water (60 mL); 2 cups plain flour (225 g); 1 tablespoon baking powder; 1 teaspoon salt; 5 tablespoons sugar; ¼ cup melted butter (100 g); 1 tablespoon vanilla essense","Calories 79
Fat 2g
Carbs 12g
Fiber 0g
Sugar 2g
Protein 1g",https://tasty.co/recipe/book-of-love-waffle-shareboard
Mason Jar Soy Sesame Sauce,,,for 8 servings,"2 tablespoons sesame oil; ½ cup scallions (50 g), minced; 2 tablespoons garlic, minced; 1 tablespoon ginger, minced; 2 tablespoons sesame seeds; ½ cup sugar (50 g); 1 cup soy sauce (240 mL); ½ cup mirin (120 mL); ½ cup sake (120 mL)","Calories 120
Fat 4g
Carbs 13g
Fiber 0g
Sugar 9g
Protein 3g",https://tasty.co/recipe/mason-jar-soy-sesame-sauce
Healthy Smoothie Bowl: Blue Magik Bowl: The Downward Kiwi,,Under 30 minutes,for 1 serving,1 fresh banana; 1 cup frozen strawberries (150 g); ½ cup frozen mango (80 g); 3 tablespoons blue majik; 1 ½ cups milk of choice (360 mL); 1 fresh kiwi; 1 cup diced mangoes (165 g); 1 cup granola and sliced almonds (140 g),,https://tasty.co/recipe/healthy-smoothie-bowl-blue-magik-bowl-the-downward-kiwi
Almond Joy-Inspired Iced Oolong Tea,66% WOULD MAKE AGAIN,"Total Time
10 minutes
Prep Time
5 minutes
Cook Time
5 minutes",for 1 serving,"ice; 1 cup Brewed Sweetened Oolong or Green Tea (240 mL), chilled; ½ cup sweetened coconut milk or almond milk (120 mL); ½ teaspoon almond extract; toasted coconut flake, for topping; Grated almond, for topping; chocolate syrup, for topping","Calories 617
Fat 23g
Carbs 79g
Fiber 2g
Sugar 7g
Protein 24g",https://tasty.co/recipe/almond-joy-inspired-iced-oolong-tea
Peanut Allergy-Friendly Sunbutter,56% WOULD MAKE AGAIN,Under 30 minutes,for 16 servings,4 cups unroasted unsalted sunflower seed (560 g); 2 tablespoons honey; 3 tablespoons coconut oil,"Calories 157
Fat 14g
Carbs 5g
Fiber 2g
Sugar 2g
Protein 4g",https://tasty.co/recipe/homemade-sunflower-seed-butter
Pea-ka-boo Potato Baby Food (7+ Months),,,for 12 servings,"10 oz potato (280 g), washed, peeled and cooked; 6 oz zucchini (170 g), washed, peeled and steamed; 8 oz peas (225 g), washed and steamed; water, can use breast milk or formula, if needed","Calories 36
Fat 0g
Carbs 7g
Fiber 1g
Sugar 1g
Protein 1g",https://tasty.co/recipe/pea-ka-boo-potato-baby-food-7-months
Plant-Based Cheeseburger,75% WOULD MAKE AGAIN,,for 4 servings,"2 lb closed cup white mushrooms (800 g); 2 cups beetroot juice (500 mL); ¼ cup dried porcini mushrooms (30 g), soaked in 150ml (1/2 cup) hot water - then chopped; 1 cup walnuts (100 g), ground; 1 brown onion; 3 tablespoons oil; 1 teaspoon salt; ½ teaspoon black pepper; ½ teaspoon smoked paprika; ½ teaspoon garlic powder; 4 teaspoons plain breadcrumbs (20 g); 4 slices vegan cheese; 1 burger bun, toasted; lettuce; tomato, sliced; red onion, sliced; american mustard; vegan mayonnaise; ketchup","Calories 433
Fat 22g
Carbs 47g
Fiber 7g
Sugar 20g
Protein 18g",https://tasty.co/recipe/plant-based-cheeseburger
Pink Drink With Matcha Cold Foam Copy Cat,,10 minutes,for 1 serving,½ cup whole milk (120 mL); ½ cup heavy cream (120 mL); 2 tablespoons sugar; ½ teaspoon vanilla extract; 1 teaspoon matcha powder; 1 cup Tasty's Strawberry Açai Refresher (240 mL); ½ cup full fat canned coconut milk (120 mL); 2 tablespoons freeze dried strawberries; 1 ½ cups ice (210 g),"Calories 747
Fat 67g
Carbs 40g
Fiber 3g
Sugar 36g
Protein 10g",https://tasty.co/recipe/pink-drink-with-matcha-cold-foam-copy-cat
King Oyster Mushroom Aguachile,,20 minutes,for 2 servings,"4 king oyster mushrooms; ¼ medium red onion; ½ bunch fresh cilantro; ½ large cucumber, halved lengthwise and seeds removed; 1 serrano pepper, stemmed; 1 jalapeño pepper, stemmed; 2 large cloves garlic; 1 cup fresh lime juice (240 mL); 1 tablespoon distilled white vinegar; 1 teaspoon kosher salt; ½ large cucumber; ½ medium red onion; 1 tablespoon fresh cilantro, chopped; freshly ground black pepper, to taste","Calories 87
Fat 0g
Carbs 23g
Fiber 5g
Sugar 6g
Protein 3g",https://tasty.co/recipe/king-oyster-mushroom-aguachile
Raspberry Balsamic Vinaigrette Dressing,,,for 16 servings,"1 tablespoon dijon mustard; ½ cup raspberry (130 g), pureed; ¼ cup lemon juice (60 mL); ¼ cup red wine vinegar (60 mL); ¼ cup balsamic vinegar (60 mL); ½ cup olive oil (120 mL)","Calories 22
Fat 1g
Carbs 1g
Fiber 0g
Sugar 0g
Protein 0g",https://tasty.co/recipe/raspberry-balsamic-vinaigrette-dressing
Potato Cubes,,"Total Time
4 hr 45 min
Prep Time
15 minutes
Cook Time
30 minutes",for 48 cubes,"4 medium Idaho® Yellow Potatoes, about 800 grams; 4 medium Idaho® Purple Potatoes; 2 teaspoons kosher salt, plus more for boiling; 4 tablespoons olive oil; 1 yellow onion, thinly sliced; 4 garlic cloves, minced; 2 sprigs fresh thyme; 1 cup cornstarch; 2 qt vegetable oil, for frying; 1 cup cheddar cheese powder; 1 cup purple cabbage powder; dipping sauce of choice, for serving","Calories 391
Fat 39g
Carbs 9g
Fiber 0g
Sugar 0g
Protein 0g",https://tasty.co/recipe/potato-cubes
Blackberry Thyme Soda,,,for 10 servings,"1 cup frozen blackberry, thawed; ½ cup honey syrup (120 mL), see recipe; 1 teaspoon fresh thyme leaf; seltzer water, for serving",,https://tasty.co/recipe/blackberry-thyme-soda
Cinnamon Orange Black Tea,,,for 48 servings,"1 ½ cups black tea leaves (100 g); ½ cup orange peel (140 g), dried; 1 tablespoon ground cinnamon; hot water, for steeping","Calories 1
Fat 0g
Carbs 0g
Fiber 0g
Sugar 0g
Protein 0g",https://tasty.co/recipe/cinnamon-orange-black-tea
Meat-Free Christmas Tree,,,for 4 servings,"1 lb ready-made puff pastry (500 g); 1 tablespoon vegan butter; 3 cups leek (300 g), thinly sliced; 3 cloves garlic, sliced; 1 tablespoon fresh sage; ¼ cup dried cranberries (40 g); ½ cup dairy-free cream cheese (50 g); ½ lb vegan chorizo (250 g); 1 tablespoon oat milk; 1 teaspoon poppy seeds","Calories 992
Fat 63g
Carbs 88g
Fiber 5g
Sugar 12g
Protein 19g",https://tasty.co/recipe/meat-free-christmas-tree
50 Clove Garlic Knots,,"Total Time
2 hr 25 min
Prep Time
25 minutes
Cook Time
20 minutes",for 18 knots,"1 ⅓ cups warm water; ½ tablespoon sugar; 4 tablespoons olive oil, divided, plus more for brushing; 3 ¾ cups bread flour, plus more for kneading; 2 ¼ teaspoons instant yeast; 1 teaspoon kosher salt; 1 cup (2 sticks) unsalted butter; 50 cloves garlic, minced; ½ cup grated parmesan cheese; 2 tablespoons finely chopped fresh parsley; ½ teaspoon kosher salt","Calories 197
Fat 12g
Carbs 18g
Fiber 0g
Sugar 0g
Protein 3g",https://tasty.co/recipe/50-garlic-clove-garlic-knots
Peppermint Hibiscus Tea,,,for 48 servings,"1 cup peppermint leaves (25 g), dried; ½ cup hibiscus flower (20 g), dried; ½ cup rosehip (65 g), dried; hot water, for steeping","Calories 5
Fat 0g
Carbs 1g
Fiber 0g
Sugar 1g
Protein 0g",https://tasty.co/recipe/peppermint-hibiscus-tea
Garden Veggie Marinara,,Under 30 minutes,for 4 servings,"1 tablespoon olive oil; ⅓ cup zucchini (50 g), cut into 1/4-inch pieces; 1 medium onion, diced; ⅓ cup carrot (50 g), cut into 1/4-inch pieces; ⅓ cup tri-color bell peppers (35 g), cut into 1/4-inch pieces; 1 jar Prego® Traditional Italian Sauce; 16 oz dried pasta (450 g)","Calories 232
Fat 2g
Carbs 45g
Fiber 2g
Sugar 5g
Protein 8g",https://tasty.co/recipe/garden-veggie-marinara
Chiles En Vinagre,,Under 30 minutes,for 6 servings,"3 bay leaves; ½ teaspoon black peppercorn; ½ teaspoon mexican oregano; grapeseed, over heat; 8 black peppercorns; 4 cloves garlic; 1 onion, sliced; jalapeño; carrot; cauliflower, optional; 1 water; apple cider vinegar, white vinegar; salt, to taste","Calories 25
Fat 0g
Carbs 5g
Fiber 0g
Sugar 2g
Protein 0g",https://tasty.co/recipe/chiles-en-vinagre
Blue Spirulina Bowl,,,for 1 serving,"½ cup Planet Oat® Unsweetened Original Oatmilk (120 mL); ¼ cup frozen blueberry (35 g); 2 frozen bananas; ½ cup frozen mango chunks (75 g); ⅓ cup frozen apple chunks (50 g); 1 teaspoon blue spirulina powder; kiwi, sliced; fresh blueberry; hemp seed; granola","Calories 455
Fat 2g
Carbs 113g
Fiber 13g
Sugar 69g
Protein 6g",https://tasty.co/recipe/blue-spirulina-bowl
Sparkling Strawberry Kiwi Sangria,,,for 4 servings,"1 lb strawberry (455 g); 1 lb kiwi (455 g); 1 cup light rum (240 mL); 1 bottle white wine, (such as sauvignon blanc); 1 sparkling wine, chilled (such as cava); 1 cup sugar (200 g); 1 cup water (240 mL); 3 oranges; large pitcher","Calories 597
Fat 1g
Carbs 81g
Fiber 8g
Sugar 64g
Protein 3g",https://tasty.co/recipe/sparkling-strawberry-kiwi-sangria
Crispy Black Bean Tacos With Avocado Cream Sauce,,Under 30 minutes,for 8 servings,"3 tablespoons olive oil, divided; ½ medium white onion, diced; 3 cloves garlic, minced; 1 teaspoon cumin; ½ teaspoon paprika; salt and pepper, to taste; 2 cups black beans, cooked; ½ cup vegan cheese (50 g), grated, optional; 8 corn tortillas; 2 ripe avocados; 1 fresh jalapeño, de-seeded; ¾ cup fresh cilantro (30 g); 4 tablespoons lime juice; 3 cloves garlic; ¼ cup olive oil (60 mL); 1 teaspoon salt; ¼ cup water (60 mL)","Calories 218
Fat 13g
Carbs 23g
Fiber 6g
Sugar 1g
Protein 3g",https://tasty.co/recipe/crispy-black-bean-tacos-with-avocado-cream-sauce
Mini Cast-Iron Raspberry Rhubarb Crisps,,"Total Time
1 hr 15 min
Prep Time
10 minutes
Cook Time
40 minutes",for 4 servings,"2 cups rhubarb (200 g), scrubbed and thinly sliced on the bias; 1 cup raspberry (125 g); ¼ cup organic sugar (50 g); 1 ½ teaspoons arrowroot powder; fresh ginger, 1 inch (2.5 cm) peeled and grated; 1 cup old fashioned rolled oat (80 g), divided; ¼ cup raw almonds (35 g); 1 tablespoon flax seed; 2 tablespoons pumpkin seeds; 2 tablespoons almond flour; 1 pinch kosher salt; 1 teaspoon ground ginger; 2 tablespoons maple syrup; 3 tablespoons coconut oil, melted; 2 cast iron skillets, 4 1/2 inch (10 cm)",,https://tasty.co/recipe/mini-cast-iron-raspberry-rhubarb-crisps
Seasoned Salt Blend,,,for 1 serving,"3 tablespoons pink himalayan salt, whole crystals; 1 tablespoon whole peppercorn; 2 teaspoons chili powder; 2 teaspoons smoked paprika; 2 teaspoons onion powder; 2 teaspoons garlic powder","Calories 42
Fat 0g
Carbs 9g
Fiber 2g
Sugar 0g
Protein 1g",https://tasty.co/recipe/seasoned-salt-blend
Citrus Peel Tofu,,"Total Time
55 minutes
Prep Time
10 minutes
Cook Time
25 minutes",for 4 servings,"1 cup orange peels, 3 ounces (1 cup) orange peels (from about 4 oranges), pith removed, divided; 1.25 cups water; ⅓ cup brown sugar; 2 tablespoons granulated sugar; ⅓ cup rice vinegar; ¼ cup soy sauce; 1 teaspoon fresh ginger, minced; 1 tablespoon garlic paste, chile garlic paste; 1 tablespoon toasted sesame oil; 14 oz extra firm tofu, 1 block of extra-firm tofu, pressed and cut into ½-inch cubes; 3 tablespoons cornstarch, divided; 2 tablespoons vegetable oil, 2–4 tablespoons; long grain white rice, for serving; scallion, Thinly sliced for serving; sesame seed, for serving","Calories 336
Fat 17g
Carbs 38g
Fiber 2g
Sugar 29g
Protein 11g",https://tasty.co/recipe/citrus-peel-tofu
Almond Butter & Berry Tartines,,,for 2 servings,"3 Justin's Maple Almond Butter Squeeze Packs; 2 slices whole wheat bread, lightly toasted; strawberry, thinly sliced; raspberry; blackberry, halved; blueberry",,https://tasty.co/recipe/almond-butter-berry-tartines
Vampire Smiles,,,for 4 servings,1 apple; 12 mini marshmallows; 2 tablespoons creamy peanut butter,"Calories 61
Fat 1g
Carbs 12g
Fiber 1g
Sugar 8g
Protein 0g",https://tasty.co/recipe/vampire-smiles
KryptoNate Margarita,70% WOULD MAKE AGAIN,Under 30 minutes,for 2 servings,"1 granny smith apple, diced; 2 kale leaves, stems removed; 2 leaves romaine lettuce; 1 celery stalk, chopped; ½ cup english cucumber (65 g), chopped; ½ cup ice water (120 mL), optional; crushed ice; 3 oz 1800® Silver Tequila (90 mL); 1 oz simple syrup (30 mL); 1 lime, juiced; ¼ cup kosher salt (60 g); 4 lime wheels","Calories 253
Fat 0g
Carbs 44g
Fiber 9g
Sugar 25g
Protein 2g",https://tasty.co/recipe/kryptonate-margarita
Herb-Pressed Arepas As Made By Mercedes Golip,,"Total Time
33 minutes
Prep Time
5 minutes
Cook Time
23 minutes",for 6 servings,"2 ¼ cups lukewarm water (540 mL); 1 tablespoon kosher salt; 1 ½ teaspoons neutral oil; 2 cups Masarepa (250 g); fresh herb leaf, or edible flowers; filling of choice, for serving","Calories 7
Fat 0g
Carbs 0g
Fiber 0g
Sugar 0g
Protein 0g",https://tasty.co/recipe/herb-pressed-arepas-as-made-by-mercedes-golip
Vegan Jalapeño Cornbread Ring,,"Total Time
1 hr 10 min
Prep Time
25 minutes
Cook Time
35 minutes",for 6 servings,"1 ½ cups unsweetened non-dairy milk (360 mL); 2 teaspoons lemon juice; 1 cup yellow cornmeal (150 g); 1 ⅔ cups all purpose flour (210 g); 2 teaspoons kosher salt; 3 tablespoons granulated sugar; 4 teaspoons baking powder; 1 jalapeño, seeded and diced; 14.5 oz canned creamed corn (425 g); ¼ cup vegetable oil (60 mL); nonstick cooking spray, for greasing; Tasty's vegan queso; 2 roma tomatoes, seeded and diced; 2 scallions, thinly sliced","Calories 335
Fat 11g
Carbs 54g
Fiber 3g
Sugar 6g
Protein 5g",https://tasty.co/recipe/vegan-jalapeno-cornbread-ring
Heart-Shaped Kimchi Pancakes,,"Total Time
25 minutes
Prep Time
5 minutes
Cook Time
20 minutes",for 2 servings,"1 cup fermented kimchi (150 g), finely chopped; 1 green onion, thinly sliced; 1 cup all-purpose flour (125 g), or buchim garu (Korean pre-made pancake mix); 1 tablespoon cornstarch; ½ teaspoon baking powder; ½ teaspoon kosher salt; ¼ teaspoon granulated sugar; 1 tablespoon gochugaru, (Korean chile flakes); ½ cup cold water (120 mL); ½ cup kimchi brine (120 mL); 1 tablespoon rice vinegar; 4 tablespoons vegetable oil; 1 heart-shaped pancake mold, 7 in (17 cm)","Calories 606
Fat 30g
Carbs 72g
Fiber 7g
Sugar 6g
Protein 10g",https://tasty.co/recipe/heart-shaped-kimchi-pancakes
Frozen Waffle Treats,,,for 12 servings,"2 cups all purpose flour (250 g); ⅓ cup Dutch-process cocoa powder (35 g), sifted, plus 2 tablespoons; ½ cup granulated sugar (55 g), divided, plus 2 tablespoons; 2 teaspoons baking powder; 1 teaspoon baking soda; 1 teaspoon espresso powder; ½ teaspoon kosher salt; 2 cups Planet Oat Oatmilk (480 mL); 1 tablespoon white vinegar; ¼ cup vegetable oil (60 mL); 2 large eggs, separated; nonstick cooking spray, for greasing; 3 pt Planet Oat® Vanilla Non-Dairy Dessert (1.3 g); melted chocolate, for drizzling or dipping; rainbow sprinkle, for topping; peanut, chopped, for topping","Calories 191
Fat 6g
Carbs 28g
Fiber 1g
Sugar 7g
Protein 4g",https://tasty.co/recipe/frozen-waffle-treats
Sweet Cornmeal Porridge As Made By CC Pean,,"Total Time
27 minutes
Prep Time
5 minutes
Cook Time
22 minutes",for 4 servings,"2 cups water (480 mL); 1 cup evaporated coconut milk (240 mL); 1 cinnamon stick; 1 cup fine cornmeal (125 g); ¼ teaspoon kosher salt; ½ teaspoon vanilla extract; ½ cup condensed coconut milk (120 mL); ¼ cup golden raisin (35 g); ¼ teaspoon freshly grated nutmeg; ¼ cup hot water (60 mL), optional","Calories 234
Fat 12g
Carbs 34g
Fiber 1g
Sugar 16g
Protein 7g",https://tasty.co/recipe/sweet-cornmeal-porridge-as-made-by-cc-pean
Green Protein Machine Oat Parfait,,Under 30 minutes,for 1 parfait,"1 cup Tasty's overnight oats base (120 g); 1 teaspoon matcha powder, plus more to taste; 2 tablespoons pumpkin seeds; 2 large kiwis, peeled and chopped; 2 tablespoons pistachio; 1 tablespoon coconut flakes","Calories 340
Fat 18g
Carbs 38g
Fiber 8g
Sugar 20g
Protein 9g",https://tasty.co/recipe/green-protein-machine-oat-parfait
Doubles,,,for 6 servings,"2 cups flour (250 g); 1 teaspoon ground cumin; 1 teaspoon turmeric; ½ cup warm water (120 mL); ½ baking powder; 2 teaspoons sugar; ½ lb dried chickpeas (225 g); 1 teaspoon baking soda; 2 tablespoons fresh cilantro, minced; 1 tablespoon garlic, minced; 1 teaspoon smoked paprika; 1 ½ tablespoons curry powder; 1 teaspoon roasted cumin powder; 1 onion, chopped; 2 green onions; 1 scotch bonnet; 1 teaspoon dried thyme","Calories 363
Fat 3g
Carbs 73g
Fiber 7g
Sugar 8g
Protein 13g",https://tasty.co/recipe/doubles
Homemade Oatmeal,,Under 30 minutes,for 1 serving,"½ cup water (120 mL); ½ cup almond milk (120 mL); ½ cup rolled oats (40 g); 1 teaspoon vanilla; fresh fruit, optional; maple syrup, optional; brown sugar, optional","Calories 296
Fat 5g
Carbs 49g
Fiber 7g
Sugar 1g
Protein 9g",https://tasty.co/recipe/homemade-oatmeal
Bacchus Bowl,,Under 30 minutes,for 8 servings,2 small bunches green grapes; 2 small bunches red grapes; water; 3 fresh bay leaves; 1 bottle red blend wine; 2 cans lemon lime soda; ½ cup fresh lemon juice (120 mL); ½ cup fresh lime juice (120 mL),"Calories 20
Fat 0g
Carbs 5g
Fiber 0g
Sugar 3g
Protein 0g",https://tasty.co/recipe/bacchus-bowl
Pecan Milk,,Under 30 minutes,for 4 servings,1 cup raw pecan (125 g); 1 tablespoon vanilla extract; 1 tablespoon honey; 1 pinch salt; 1 tablespoon unsweetened cocoa powder; 6 cups water (1.5 L),"Calories 25
Fat 0g
Carbs 5g
Fiber 4g
Sugar 5g
Protein 0g",https://tasty.co/recipe/pecan-milk
Lemon Olive Oil,,Under 30 minutes,for 32 servings,"4 lemons, thoroughly washed; 2 cups olive oil (480 mL)","Calories 34
Fat 3g
Carbs 0g
Fiber 0g
Sugar 0g
Protein 0g",https://tasty.co/recipe/lemon-olive-oil
Healthy Smoothie Bowl: Pitaya Bowl: Easy Breezy,,Under 30 minutes,for 1 serving,2 cups frozen pitaya (330 g); 1 cup frozen mango (165 g); 6 frozen strawberries; ½ fresh banana; 1 ½ cups milk of choice (360 mL); 1 fresh kiwi; ⅓ cup fresh blueberries (35 g); 1 cup granola and sliced almonds (140 g),,https://tasty.co/recipe/healthy-smoothie-bowl-pitaya-bowl-easy-breezy
Sweet Potato Hummus,,,for 6 servings,"2 medium sweet potatoes; 1 can chickpeas, drained; 3 tablespoons tahini; 3 tablespoons olive oil; 1 clove garlic; 1 lemon; 2 teaspoons kosher salt, or to taste; ½ teaspoon cayenne, or to taste; 1 teaspoon smoked paprika; ½ teaspoon ground cumin; ½ teaspoon ground coriander; vegetable, or pita bread, for serving; ½ teaspoon sesame seeds; ½ teaspoon smoked paprika; 1 tablespoon olive oil","Calories 215
Fat 6g
Carbs 32g
Fiber 6g
Sugar 8g
Protein 7g",https://tasty.co/recipe/sweet-potato-hummus
Tomato Basil Vinaigrette From Leftover Sauce,,,for 16 servings,"1 cup tomato sauce (225 g); 1 tablespoon fresh basil, chopped; ¾ cup olive oil (175 mL); ½ cup red wine vinegar (120 mL); 2 teaspoons salt; 1 teaspoon pepper","Calories 28
Fat 2g
Carbs 0g
Fiber 0g
Sugar 0g
Protein 0g",https://tasty.co/recipe/tomato-basil-vinaigrette-from-leftover-sauce
Edamame Moringa Dip,,Under 30 minutes,for 2 servings,"2 cups shelled edamame (310 g); 1 teaspoon paprika; 1 teaspoon cumin; 1 clove garlic; 3 tablespoons tahini; ¼ cup lemon juice (60 mL); ⅓ cup water (80 mL); 1 teaspoon moringa powder; salt, to taste; 2 tablespoons olive oil","Calories 373
Fat 23g
Carbs 20g
Fiber 11g
Sugar 5g
Protein 26g",https://tasty.co/recipe/edamame-moringa-dip
