,likes,time,servings,ingredients,nutritions,link
Easy Tomato Basil Pasta Bake,93% WOULD MAKE AGAIN,,for 8 servings,"16 oz fusilli pasta (455 g), or any similar pasta, 1 box; 28 oz crushed tomato (795 g), 2 cans; ½ cup water (120 mL); ¼ cup olive oil (60 mL); ½ cup fresh basil (20 g), torn; 2 tablespoons dried oregano; 4 cloves garlic, minced; 2 teaspoons salt, plus more for sprinkling; 1 teaspoon black pepper; 4 large tomatoes, thinly sliced","Calories 140
Fat 2g
Carbs 25g
Fiber 2g
Sugar 5g
Protein 5g",https://tasty.co/recipe/easy-tomato-basil-pasta-bake
Sweet Potato Chickpea BBQ Veggie Burgers,94% WOULD MAKE AGAIN,,for 5 servings,"15 oz chickpeas (425 g), 1 can, drained and rinsed; 1 sweet potato, medium-sized, cooked; 1 clove garlic, minced; 1 teaspoon chili powder; ½ teaspoon salt; ¼ cup BBQ sauce (70 g), recipe below; ¼ cup cornmeal (35 g); ¼ cup scallions (25 g), chopped; 6 oz tomato paste (170 g); ¼ cup water (60 mL); 2 tablespoons pure maple syrup; 2 tablespoons apple cider vinegar; ½ teaspoon chili powder; ½ teaspoon garlic powder; ¼ teaspoon salt","Calories 263
Fat 2g
Carbs 51g
Fiber 9g
Sugar 18g
Protein 10g",https://tasty.co/recipe/sweet-potato-chickpea-bbq-veggie-burgers
Vegan Spaghetti Carbonara,94% WOULD MAKE AGAIN,,for 4 servings,"12 oz spaghetti (340 g); 3 cups shiitake mushroom cap (225 g), thinly sliced; 3 tablespoons olive oil; ½ teaspoon smoked paprika; ½ teaspoon salt; ¼ teaspoon pepper; ½ cup cashews (65 g), soaked overnight; ¼ cup olive oil (60 mL); ⅓ cup unsweetened non-dairy milk (80 mL); 3 cloves garlic, chopped; 1 ½ tablespoons nutritional yeast; 1 ½ tablespoons lemon juice; ½ teaspoon pepper; 1 teaspoon salt; ¼ teaspoon paprika; fresh parsley, for serving","Calories 471
Fat 13g
Carbs 73g
Fiber 5g
Sugar 5g
Protein 15g",https://tasty.co/recipe/vegan-spaghetti-carbonara
Sweet Potato Chips,91% WOULD MAKE AGAIN,,for 1 serving,1 large sweet potato or yam; 4 tablespoons olive oil; ½ teaspoon salt; ½ teaspoon pepper; 1 teaspoon dried thyme,"Calories 306
Fat 15g
Carbs 39g
Fiber 3g
Sugar 14g
Protein 2g",https://tasty.co/recipe/sweet-potato-chips
Vegan Chocolate Mousse,80% WOULD MAKE AGAIN,Under 30 minutes,for 3 servings,"1 can chickpea water, aquafaba; ½ cup dark chocolate (85 g), vegan; 2 tablespoons sugar; 1 teaspoon vanilla extract","Calories 374
Fat 12g
Carbs 56g
Fiber 11g
Sugar 26g
Protein 12g",https://tasty.co/recipe/vegan-chocolate-mousse
2-minute Sweet Potato Chips,74% WOULD MAKE AGAIN,,for 2 servings,"1 sweet potato, large, thinly sliced; salt, to taste","Calories 86
Fat 0g
Carbs 19g
Fiber 1g
Sugar 7g
Protein 0g",https://tasty.co/recipe/2-minute-sweet-potato-chips
Veggie-Packed One-Pot Split Pea Soup,95% WOULD MAKE AGAIN,1 hr 10 min,for 12 servings,"1 sourdough loaf; 2 tablespoons olive oil; 2 onions, chopped; 2 carrots, chopped; 3 stalks celery, chopped; 3 cloves garlic, minced; 2 ½ cups split peas (560 g); 1 teaspoon dried thyme; 1 teaspoon salt; 1 teaspoon pepper; 1 teaspoon turmeric; ½ teaspoon red pepper flakes; 3 potatoes, cubed; 8 cups vegetable stock (2 L); 2 bay leaves","Calories 148
Fat 0g
Carbs 29g
Fiber 7g
Sugar 5g
Protein 7g",https://tasty.co/recipe/veggie-packed-one-pot-split-pea-soup
"Vegetarian ""Meat"" Sauce",95% WOULD MAKE AGAIN,,for 8 servings,"10 oz cremini mushroom (285 g); 1 white onion; 2 tablespoons oil; salt, to taste; pepper, to taste; 4 cloves garlic, minced; 1 ½ teaspoons dried oregano; ¼ cup tomato paste (55 g); 28 oz crushed tomato (795 g), 1 can; 2 cups vegetable broth (480 mL); 15 oz chickpeas (425 g), 1 can, drained; fresh basil, for garnish","Calories 151
Fat 2g
Carbs 27g
Fiber 7g
Sugar 9g
Protein 8g",https://tasty.co/recipe/vegetarian-meat-sauce
Pumpkin Spice Bites,92% WOULD MAKE AGAIN,Under 30 minutes,for 15 bites,"⅓ cup pumpkin puree (75 g); ⅓ cup almond butter (80 g); ¼ cup maple syrup (85 g), or honey; 1 teaspoon vanilla extract; 1 ½ cups rolled oats (120 g); ¼ teaspoon cinnamon; ¼ teaspoon nutmeg; ¼ teaspoon ginger; 1 salt","Calories 80
Fat 3g
Carbs 10g
Fiber 1g
Sugar 2g
Protein 2g",https://tasty.co/recipe/pumpkin-spice-bites
Vegan Tofu Bao Buns With Pickled Vegetables,93% WOULD MAKE AGAIN,,for 12 servings,"1 cup warm water (240 mL); 2 tablespoons organic sugar; 1 tablespoon instant yeast; 3 cups all-purpose flour (375 g), plus more for dusting; 1 teaspoon baking powder; 1 teaspoon kosher salt; 2 tablespoons vegetable oil; 2 tablespoons sesame oil, divided; 1 cup sliced scallions (100 g); ¼ cup minced fresh ginger (15 g); 5 cloves garlic, minced; ¼ cup organic sugar (50 g); 2 tablespoons Chinese five-spice powder; ¼ cup soy sauce (60 mL); ¼ cup shaoxing rice wine (60 mL); ¼ cup dark soy sauce (60 mL); 12 oz firm tofu (340 g), pressed and sliced; 2 tablespoons vegetable oil; 1 cup julienned cucumber; 1 red bell pepper, seeded and julienned; 1 cup julienned daikon radish (150 g); 1 cup julienned carrot (120 g); 1 yellow pepper, seeded and julienned; 2 medium jalapeñoes, sliced; ½ cup water (120 mL); ½ cup organic sugar (100 g); 1 cup rice vinegar (240 mL); 1 tablespoon kosher salt; hoisin sauce; sliced scallion; sesame seed; small rolling pin, or wooden dowel; 12 small squares parchment papers","Calories 320
Fat 9g
Carbs 54g
Fiber 3g
Sugar 23g
Protein 8g",https://tasty.co/recipe/vegan-tofu-bao-buns-with-pickled-vegetables
Spring Vegetable Chowder,90% WOULD MAKE AGAIN,Under 30 minutes,for 6 servings,"¼ cup olive oil (60 mL), divided, plus more for drizzling; 20 oz riced cauliflower (565 g); 5 oz leeks (140 g), tough green ends removed, cut into half-moons and rinsed; 5 cloves garlic, smashed; 1 tablespoon kosher salt, plus 2 teaspoons, divided, plus more to taste; 4 cups vegetable stock (960 mL); 2 cups non-dairy milk (480 mL), plus more to taste, divided; 10 oz asparagus (285 g), woody stems removed, cut into 1/2-in (1 1/4-cm) pieces; 1 ½ cups frozen english peas (170 g); 1 lemon, zested; ¼ cup thinly sliced fresh basil (10 g), plus more for garnish; 1 ½ lb medium red potatoes (680 g), cut into 1/2 in (1 1/4 cm) cubes; cold water, as needed; 2 tablespoons fresh lemon juice; freshly ground black pepper, for garnish","Calories 164
Fat 3g
Carbs 29g
Fiber 5g
Sugar 5g
Protein 6g",https://tasty.co/recipe/spring-vegetable-chowder
Whole Roasted Cauliflower,91% WOULD MAKE AGAIN,,for 4 servings,"1 head cauliflower; ½ cup tahini (145 g); 3 tablespoons olive oil; 2 teaspoons turmeric; 2 teaspoons paprika; 1 teaspoon garlic powder; 1 teaspoon chili powder; 1 teaspoon cumin; 2 teaspoons salt; 3 cloves garlic, sliced; pita, to serve; tzatziki sauce, to serve; fresh cilantro, chopped, to serve","Calories 202
Fat 12g
Carbs 19g
Fiber 7g
Sugar 6g
Protein 8g",https://tasty.co/recipe/whole-roasted-cauliflower
Vegetarian Potstickers,97% WOULD MAKE AGAIN,Under 30 minutes,for 6 servings,"3 tablespoons neutral oil, plus 2 teaspoons, divided; 1 finely diced yellow onion; 1 tablespoon minced fresh ginger; 1 tablespoon minced garlic; 2 cups finely diced mushrooms (150 g); ¼ cup finely diced bell pepper (25 g), finely diced; 2 cups shredded cabbage (200 g); 2 cups shredded carrots (220 g); kosher salt, to taste; freshly ground black pepper, to taste; 1 tablespoon chopped fresh cilantro; 1 cup finely chopped green onions (150 g); 2 tablespoons soy sauce, plus more for serving; 2 teaspoons sesame oil; 3 tablespoons cooking sherry; 1 teaspoon sugar; wonton wrapper; ¼ cup water (60 mL), plus more for sealing dumplings; dipping sauce","Calories 179
Fat 9g
Carbs 20g
Fiber 5g
Sugar 9g
Protein 3g",https://tasty.co/recipe/vegetarian-potstickers
Apple Pie Winter Smoothie,75% WOULD MAKE AGAIN,,for 1 serving,"1 red apple, cored and diced; 2 tablespoons gluten-free oats; ¼ teaspoon cinnamon; ¼ teaspoon nutmeg; ½ tablespoon maple syrup; 1 cup milk (240 mL), of choice","Calories 373
Fat 9g
Carbs 66g
Fiber 8g
Sugar 44g
Protein 10g",https://tasty.co/recipe/apple-pie-winter-smoothie
Apple Pie Bites,95% WOULD MAKE AGAIN,Under 30 minutes,for 15 bites,"⅓ cup green apple (40 g), grated, excess liquid squeezed out; ⅓ cup almond butter; ¼ cup maple syrup (85 g), or honey; 1 teaspoon vanilla extract; 1 ½ cups rolled oats (120 g); 1 teaspoon cinnamon; 1 pinch of salt","Calories 81
Fat 3g
Carbs 10g
Fiber 1g
Sugar 3g
Protein 2g",https://tasty.co/recipe/apple-pie-bites
Dairy Free Doughnuts,83% WOULD MAKE AGAIN,Under 30 minutes,for 12 doughnuts,"¼ cup vegan margarine (50 g); ½ cup soy milk (120 mL); 2 tablespoons sunflower oil, plus 1 litre (4 cups) extra for frying; 2 cups plain flour (250 g); ½ cup caster sugar (100 g); 1 teaspoon baking powder; ½ teaspoon salt","Calories 182
Fat 6g
Carbs 26g
Fiber 0g
Sugar 8g
Protein 2g",https://tasty.co/recipe/dairy-free-doughnuts
Vegan Mushroom “Cheesesteak” Sandwich,93% WOULD MAKE AGAIN,,for 2 servings,"5 tablespoons olive oil, divided; 1 medium yellow onion, thinly sliced; 1 clove garlic, minced; 1 green pepper, sliced into long strips; 2 teaspoons vegan butter; 10 oz oyster mushroom (285 g); ¼ teaspoon paprika; 1 ¼ teaspoons onion powder, divided; 1 ¼ teaspoons garlic powder, divided; 1 teaspoon black pepper, divided; 1 teaspoon salt, divided; 1 tablespoon soy sauce; 1 tablespoon vegan worcestershire; 1 carrot, cooked, peeled, and cut into large chunks; 1 cup vegetable broth (240 mL), or more depending on consistency wanted; ½ tablespoon lemon juice; ¼ cup nutritional yeast (10 g); ½ teaspoon tomato paste; 1 large potato, cooked, peeled, and cut into large chunks; 2 large hoagie rolls; fresh parsley, for garnish, optional","Calories 485
Fat 16g
Carbs 72g
Fiber 11g
Sugar 15g
Protein 17g",https://tasty.co/recipe/vegan-mushroom-cheesesteak-sandwich
Beer-battered Onion Rings By Martha Stewart,96% WOULD MAKE AGAIN,Under 30 minutes,for 4 servings,"2 large white onions; 6 cups ice water (1.4 L); 2 cups all-purpose flour (250 g), divided; 1 teaspoon coarse salt, plus more for sprinkling; ¼ teaspoon white pepper; ½ teaspoon baking powder; 1 cup beer (240 mL), lager or pilsner; 2 tablespoons ice water; peanut oil, for frying","Calories 417
Fat 7g
Carbs 73g
Fiber 4g
Sugar 7g
Protein 9g",https://tasty.co/recipe/beer-battered-onion-rings-by-martha-stewart
Slow Cooker Vegan Butternut Squash Mac,92% WOULD MAKE AGAIN,,for 6 servings,"1 butternut squash, peeled and cubed; 1 medium white onion, quartered; ½ cup raw cashews (65 g); ¼ cup nutritional yeast (35 g); 1 clove garlic; 1 teaspoon dried rosemary; ½ teaspoon nutmeg; 2 tablespoons olive oil; 1 teaspoon mustard; 1 tablespoon salt; 2 cups vegetable stock (480 mL); 1 lb elbow macaroni (455 g), cooked according to package instructions; 1 tablespoon fresh parlsey, for garnish","Calories 437
Fat 5g
Carbs 82g
Fiber 5g
Sugar 7g
Protein 14g",https://tasty.co/recipe/slow-cooker-vegan-butternut-squash-mac
Healthy Breakfast Smoothie,85% WOULD MAKE AGAIN,,for 1 serving,"ice; kiwi; strawberry; ½ cup oat milk (120 mL), or milk of choice; 1 cup fresh spinach (40 g)","Calories 55
Fat 0g
Carbs 10g
Fiber 1g
Sugar 4g
Protein 2g",https://tasty.co/recipe/healthy-breakfast-smoothie
Tofu Nuggets That Taste Like Chicken,93% WOULD MAKE AGAIN,Under 30 minutes,for 3 servings,"14 oz extra firm tofu (395 g); 2 tablespoons low sodium soy sauce; 2 ½ tablespoons nutritional yeast; 1 teaspoon garlic powder; ½ teaspoon kosher salt; 2 tablespoons grapeseed oil, or other neutral oil; ½ teaspoon hot sauce; ¼ cup unsweetened soy milk (60 mL); ¾ teaspoon apple cider vinegar; ½ cup all purpose flour (60 g); 1 tablespoon cornstarch; ½ cup unsweetened soy milk (60 mL); 1 ½ teaspoons apple cider vinegar; ¾ cup panko breadcrumbs (90 g); 1 ½ tablespoons nutritional yeast; 1 ½ teaspoons garlic powder; 1 ½ teaspoons paprika; 1 ½ teaspoons onion powder; ¾ teaspoon kosher salt; ¾ teaspoon black pepper; ⅛ teaspoon cayenne; 1 tablespoon olive oil, if baking tofu; 4 cups canola oil (960 mL), if deep-frying tofu; nonstick cooking spray, if baking tofu; ¼ cup honey mustard (55 g); ¼ cup barbecue sauce (55 g)","Calories 812
Fat 54g
Carbs 62g
Fiber 4g
Sugar 19g
Protein 22g",https://tasty.co/recipe/tofu-nuggets-that-taste-like-chicken
BBQ Popcorn,82% WOULD MAKE AGAIN,"Total Time
20 minutes
Prep Time
5 minutes
Cook Time
15 minutes",for 4 servings,2 teaspoons smoked paprika; ½ teaspoon chili powder; 1 teaspoon garlic powder; 1 teaspoon onion powder; 1 teaspoon kosher salt; 2 tablespoons brown sugar; 3 tablespoons olive oil; 1 ½ tablespoons coconut oil; ⅓ cup yellow popcorn kernals (55 g),"Calories 135
Fat 7g
Carbs 17g
Fiber 2g
Sugar 4g
Protein 1g",https://tasty.co/recipe/bbq-popcorn
Quick-Roasted Veggie Bowl,92% WOULD MAKE AGAIN,,for 4 servings,"1 ½ cups farro (300 g), soaked for 30 min; 3 cups water (720 mL); 3 cups Private Selection Petite Medley Potatoes (675 g); 1 cup carrot (120 g), sliced; olive oil, to taste; garlic powder, to taste; kosher salt, to taste; pepper, to taste; 1 cup broccoli floret (150 g); 2 tablespoons olive oil; ½ teaspoon dried thyme; ½ teaspoon dried oregano; 1 clove garlic, grated; kosher salt, to taste; pepper, to taste; 1 cup extra firm tofu (250 g), pressed and cubed; 1 cup canned chickpea (200 g), drained and rinsed; olive oil, to taste; kosher salt, to taste; ¼ teaspoon paprika; ¼ teaspoon chili powder; ½ cup tahini (120 mL); ¼ cup water (60 mL); 1 tablespoon olive oil; 1 tablespoon lemon juice; ¼ teaspoon kosher salt","Calories 506
Fat 18g
Carbs 76g
Fiber 14g
Sugar 5g
Protein 15g",https://tasty.co/recipe/quick-roasted-veggie-bowl
High-Protein Chia Seed Jam,98% WOULD MAKE AGAIN,Under 30 minutes,for 1 serving,"2 ½ cups frozen strawberry (375 g); ½ cup water (120 mL), plus 2 tablespoons; 3 tablespoons chia seeds; 2 tablespoons lemon juice; 2 tablespoons honey; 1 pinch kosher salt; 2 cups frozen raspberry; ½ cup water (120 mL); 3 tablespoons chia seeds; 2 tablespoons lemon juice; 2 tablespoons honey, or to taste; 1 pinch kosher salt; 2 cups frozen blackberry (300 g); ½ cup water (120 mL); 3 tablespoons chia seeds; 2 tablespoons lemon juice; 2 tablespoons honey, or to taste; 1 pinch kosher salt",,https://tasty.co/recipe/chia-seed-jam
Mushroom Tacos,96% WOULD MAKE AGAIN,Under 30 minutes,for 2 servings,"8 oz cremini mushroom (225 g), 1 package; 1 tablespoon olive oil; ⅓ onion, finely chopped; 3 cloves garlic, minced; 2 tablespoons low sodium soy sauce; 1 teaspoon cumin; 1 teaspoon chili powder; black pepper, to taste; tortilla, to serve","Calories 80
Fat 2g
Carbs 11g
Fiber 2g
Sugar 4g
Protein 5g",https://tasty.co/recipe/mushroom-tacos
Halloween Party Punch,89% WOULD MAKE AGAIN,,for 20 servings,"40 oz lychees in syrup (1 kg), 2 cans, about 20 lychees, peeled and pitted, strained, liquid reserved; 40 blueberries; red food coloring; 12 cups cranberry juice (3 L); 3 cups ginger ale (720 mL); 2 cups reserved lychee juice (480 mL); 2 cups vodka (480 mL), optional; 3 food-safe gloves, powder-free nitrile or latex gloves",,https://tasty.co/recipe/halloween-party-punch
Spicy White Bean Chili,79% WOULD MAKE AGAIN,,for 4 servings,"1 yellow onion, chopped; 2 tablespoons olive oil; 4 cloves garlic, finely minced; 2 teaspoons ground cumin; ¼ teaspoon ground cloves; 1 ½ teaspoons dried oregano; ½ teaspoon cayenne pepper; 1 cup canned mild green chiles (230 g); 1 can great northern beans, drained; 3 cups vegetable broth (720 g); 1 teaspoon salt, or to taste; ½ teaspoon black pepper; 2 tablespoons finely chopped fresh parsley","Calories 157
Fat 3g
Carbs 23g
Fiber 7g
Sugar 5g
Protein 7g",https://tasty.co/recipe/spicy-white-bean-chili
After School Loaded Apple Slices,96% WOULD MAKE AGAIN,,for 1 serving,"1 apple; peanut butter, to taste; granola, to taste; 1 cup dark chocolate chips (175 g), optional",,https://tasty.co/recipe/after-school-loaded-apple-slices
Salt & Vinegar Chips,74% WOULD MAKE AGAIN,Under 30 minutes,for 2 servings,3 gold potatoes; 2 cups vinegar (480 mL); 1 tablespoon salt; 1 tablespoon pepper,"Calories 219
Fat 0g
Carbs 40g
Fiber 3g
Sugar 1g
Protein 3g",https://tasty.co/recipe/salt-vinegar-chips
Creamy Vegan “Cheesy” Broccoli Soup,90% WOULD MAKE AGAIN,,for 10 servings,"½ cup cashews (65 g), soaked; 1 tablespoon olive oil; 1 onion, chopped; 2 potatoes, cubed; 3 carrots, sliced; 3 cloves garlic, minced; salt, to taste; 6 cups vegetable broth (1.4 L), divided; ½ cup nutritional yeast (70 g); 1 teaspoon paprika; 1 teaspoon pepper; 1 head broccoli, florets roasted or steamed","Calories 100
Fat 2g
Carbs 16g
Fiber 3g
Sugar 3g
Protein 4g",https://tasty.co/recipe/creamy-vegan-cheesy-broccoli-soup
Vegan Pad Thai,88% WOULD MAKE AGAIN,Under 30 minutes,for 2 servings,"¼ cup rice vinegar (60 mL); ⅓ cup soy sauce (80 mL); ⅓ cup brown sugar (75 g); ¼ cup vegan worcestershire (60 mL); ¼ cup tamarind paste (55 g); 8 oz dried rice noodles (225 g); 2 tablespoons peanut oil; ½ bunch green onion, or chinese chives. sliced plus more for serving; 2 red thai chiles, sliced, plus more for serving; 2 cloves garlic, minced; 2 carrots, peeled into ribbons; ½ cup bean sprout (50 g); ¼ cup roasted unsalted peanut (30 g); 8 oz tofu (110 g), cooked, cubed","Calories 1050
Fat 32g
Carbs 165g
Fiber 15g
Sugar 55g
Protein 30g",https://tasty.co/recipe/vegan-pad-thai
Strawberries & Cream Dairy-free Milkshake,91% WOULD MAKE AGAIN,,for 2 servings,2 cups frozen strawberry (300 g); 2 frozen bananas; 3 scoops dairy-free vanilla ice cream; ⅔ cup dairy-free milk (160 mL); ¼ cup ice cube (50 g),"Calories 225
Fat 2g
Carbs 53g
Fiber 7g
Sugar 27g
Protein 3g",https://tasty.co/recipe/strawberries-cream-dairy-free-milkshake
Apple Cider,97% WOULD MAKE AGAIN,Under 30 minutes,for 10 servings,"12 gala apples, or fuji apples, cored and cubed; 2 green apples, cored and cubed; 3 cinnamon sticks; 1 ginger, thumb sized, peeled; 2 teaspoons whole clove; 1 pinch kosher salt; 8 cups water (1.9 L); 1 cup brown sugar (220 g)","Calories 246
Fat 0g
Carbs 65g
Fiber 10g
Sugar 49g
Protein 1g",https://tasty.co/recipe/apple-cider
BBQ Chips,79% WOULD MAKE AGAIN,Under 30 minutes,for 2 servings,3 gold potatoes; 1 tablespoon cooking oil; 1 tablespoon paprika; 1 tablespoon chili powder; 2 tablespoons brown sugar; 1 teaspoon garlic powder; 1 tablespoon pepper; 1 tablespoon salt,"Calories 288
Fat 8g
Carbs 51g
Fiber 4g
Sugar 10g
Protein 4g",https://tasty.co/recipe/bbq-chips
Kiwi Strawberry Popsicles,92% WOULD MAKE AGAIN,Under 30 minutes,for 6 popsicles,"1 cup strawberry (150 g); 1 cup kiwi (180 g); 1 ½ cups water (360 mL); popsicle mold, with 6 slots","Calories 25
Fat 0g
Carbs 6g
Fiber 1g
Sugar 3g
Protein 0g",https://tasty.co/recipe/kiwi-strawberry-popsicles
Roasted Veggie Skewers,98% WOULD MAKE AGAIN,,for 8 skewers,"¼ cup olive oil (60 mL); 2 tablespoons lemon juice; 1 tablespoon dried oregano; 1 teaspoon salt; 1 teaspoon pepper; 2 zucchinis, sliced into rounds; 3 cups cremini mushroom (225 g); 2 medium red onions, cut into 1-inch pieces; 2 red bell peppers, cut into 1-inch pieces; 2 yellow bell peppers, cut into 1-inch pieces; 8 skewers bamboo skewer, soaked in water for 20 minutes","Calories 63
Fat 2g
Carbs 11g
Fiber 2g
Sugar 5g
Protein 2g",https://tasty.co/recipe/roasted-veggie-skewers
Classic Pita Chips,96% WOULD MAKE AGAIN,Under 30 minutes,for 2 servings,1 pita bread; 2 tablespoons olive oil; ½ teaspoon garlic powder; ½ teaspoon salt; ½ teaspoon pepper,"Calories 103
Fat 4g
Carbs 14g
Fiber 0g
Sugar 0g
Protein 2g",https://tasty.co/recipe/classic-pita-chips
Spring Vegetable Potstickers,97% WOULD MAKE AGAIN,Under 30 minutes,for 24 pot stickers,"½ cup rice vinegar (120 mL); ½ cup soy sauce (120 mL); 1 clove garlic, minced; 1 teaspoon minced fresh ginger; ⅓ cup thinly sliced green onions (5 g); 1 teaspoon sesame oil; ½ teaspoon red pepper flakes; 3 tablespoons neutral oil; 1 medium yellow onion, finely chopped; 1 tablespoon ginger, minced; 1 tablespoon garlic, minced; 1 cup asparagus (125 g), finely chopped; 2 cups shredded carrot (100 g); 2 cups green cabbage (100 g), shredded; 1 cup frozen peas (150 g), thawed; coarse kosher salt, to taste; freshly ground black pepper, to taste; 3 cups chopped fresh spinach (90 g); 1 cup finely chopped fresh chives (45 g), finely chopped; 2 tablespoons soy sauce; 2 teaspoons sesame oil; 24 round wonton wrappers; 4 tablespoons neutral oil, divided; 1 cup water (240 mL), divided","Calories 103
Fat 5g
Carbs 12g
Fiber 1g
Sugar 4g
Protein 2g",https://tasty.co/recipe/spring-vegetable-potstickers
One-Tray Alfredo Pasta,94% WOULD MAKE AGAIN,Under 30 minutes,for 2 servings,"2 cups pasta (200 g), cooked al dente; ½ cup carrot (60 g), sliced; ½ cup broccoli (75 g); ¾ cup alfredo sauce (180 mL), from the jar is fine; 1 teaspoon salt; 1 teaspoon pepper","Calories 446
Fat 14g
Carbs 64g
Fiber 3g
Sugar 5g
Protein 15g",https://tasty.co/recipe/one-tray-alfredo-pasta
Roasted Fingerling Potatoes,98% WOULD MAKE AGAIN,,for 4 servings,"2 lb fingerling potato (905 g); 1 tablespoon olive oil; 2 teaspoons kosher salt; 1 teaspoon freshly ground black pepper; 2 sprigs fresh rosemary, stemmed","Calories 206
Fat 1g
Carbs 45g
Fiber 4g
Sugar 2g
Protein 4g",https://tasty.co/recipe/roasted-fingerling-potatoes
Vanilla Black Tea Smoothie,89% WOULD MAKE AGAIN,,for 2 servings,"1 cup black tea (240 mL); ½ cup almond milk (120 mL); 1 tablespoon vanilla protein powder; ½ cup plain yogurt (120 g); 1 banana, sliced; 1 cup blueberry (100 g); 2 cups ice (280 g); sliced almond, for serving",,https://tasty.co/recipe/vanilla-black-tea
Hummus & Cucumber Avocado Toast,97% WOULD MAKE AGAIN,,for 1 serving,"bread, toasted; 2 tablespoons hummus; ½ avocado, sliced; cucumber, sliced; salt, to taste; pepper, to taste","Calories 185
Fat 14g
Carbs 11g
Fiber 7g
Sugar 0g
Protein 4g",https://tasty.co/recipe/hummus-cucumber-avocado-toast
Vegan Ramen,95% WOULD MAKE AGAIN,,for 4 servings,"1 tablespoon oil; 1 teaspoon sesame oil; 1 tablespoon ginger, minced; 6 cloves garlic, minced; 1 onion, diced; 6 cups vegetable stock (1.4 L); 1 cup water (240 mL); 1 cup shiitake mushroom (75 g), stems removed and sliced; 1 tablespoon soy sauce; 1 teaspoon miso paste; ramen noodle; 1 bunch bok choy, sautéed; bell pepper, sliced and sautéed; fresh parlsey; nori; rainbow carrot, diced and sautéed; radish, sliced; onion, sliced and sautéed; spinach; bean sprout, sautéed; corn; jalapeño, sliced and sautéed; green onion, sliced","Calories 67
Fat 1g
Carbs 11g
Fiber 1g
Sugar 4g
Protein 2g",https://tasty.co/recipe/vegan-ramen
Vegan Fettuccine Alfredo Pasta,84% WOULD MAKE AGAIN,Under 30 minutes,for 2 servings,"2 medium white potatoes; ¼ white onion; 1 tablespoon italian seasoning, blend of basil, oregano, rosemary, thyme, and black pepper; 1 teaspoon lemon juice; 2 cloves garlic; 1 teaspoon salt; 12 oz fettuccine pasta (340 g); ½ cup raw cashew (115 g); 1 teaspoon nutritional yeast, optional; ¼ teaspoon truffle oil, optional","Calories 1020
Fat 13g
Carbs 193g
Fiber 11g
Sugar 10g
Protein 32g",https://tasty.co/recipe/vegan-fettuccine-alfredo
Get Your Greens Kale Smoothie,92% WOULD MAKE AGAIN,,for 1 serving,"1 banana; 1 cup frozen pineapple (245 g); 1 cup frozen peach (225 g); 1 cup unsweetened almond milk (240 mL); 3 cups kale (200 g), chopped","Calories 695
Fat 7g
Carbs 191g
Fiber 20g
Sugar 44g
Protein 21g",https://tasty.co/recipe/get-your-greens-kale-smoothie
Frozen Smoothie Pops,93% WOULD MAKE AGAIN,Under 30 minutes,for 6 servings,"2 cups mixed berries (200 g), fresh or frozen; 1 banana; ¼ cup yogurt (60 g); 1 cup milk (240 mL); 6 small paper cups; 6 popsicle sticks","Calories 104
Fat 1g
Carbs 19g
Fiber 27g
Sugar 13g
Protein 2g",https://tasty.co/recipe/frozen-smoothie-pops
